Fecha_llegada,Fecha_registro,Proveedor,Insumo,Unidad,Cantidad_entrada,Costo_unitario,Vida_util_dias,Fecha_vencimiento,Ubicación,Lote_ID,Stock_actual_lote,Capacidad_utilizada_%,Estado_lote,Observaciones
2020-08-05,2020-08-05,Proveedor A,Huevo,kg,103.12053844130381,21.859233496761956,21,2020-08-26,C4,L212-0010,103.12053844130381,,Abierto,
2020-08-08,2020-08-08,Proveedor A,Papa blanca,kg,102.88383673108586,17.6011881338716,36,2020-09-13,B2,L336-0061,102.88383673108586,,Abierto,
2020-08-09,2020-08-09,Proveedor A,Queso fresco,kg,108.80747737276684,9.930783957538834,24,2020-09-02,C6,L298-0005,108.80747737276684,,Abierto,
2020-08-10,2020-08-10,Proveedor A,Pollo entero,kg,91.31417203877666,11.617495684838897,33,2020-09-12,A2,L162-0122,91.31417203877666,,Abierto,
2020-08-11,2020-08-11,Proveedor A,Carne de res,kg,110.74591342599935,19.273860942913576,36,2020-09-16,A1,L595-0066,110.74591342599935,,Abierto,
2020-08-12,2020-08-12,Proveedor A,Papa amarilla,kg,104.48350276093902,17.839031418086094,34,2020-09-15,B1,L057-0055,104.48350276093902,,Abierto,
2020-08-13,2020-08-13,Proveedor A,Ensalada,kg,105.0433460949774,23.453146782492027,30,2020-09-12,C2,L281-0032,105.0433460949774,,Abierto,
2020-08-13,2020-08-13,Proveedor A,Pescado blanco,kg,93.73128503548843,8.976413817015082,30,2020-09-12,D1,L189-0049,93.73128503548843,,Abierto,
2020-08-15,2020-08-15,Proveedor A,Pollo entero,kg,100.29119058196916,6.032167083010565,26,2020-09-10,A2,L162-0123,100.29119058196916,,Abierto,
2020-08-19,2020-08-19,Proveedor A,Papa blanca,kg,97.24761021864151,20.686870342831924,28,2020-09-16,B2,L336-0062,97.24761021864151,,Abierto,
2020-08-19,2020-08-19,Proveedor A,Arroz,kg,109.5562364589628,8.091817998874468,32,2020-09-20,E1,L441-0047,109.5562364589628,,Abierto,
2020-08-22,2020-08-22,Proveedor A,Carne de res,kg,82.00947597031043,20.082064959015128,24,2020-09-15,A1,L595-0067,82.00947597031043,,Abierto,
2020-08-22,2020-08-22,Proveedor A,Pollo entero,kg,83.28974709004825,16.100740611139877,22,2020-09-13,A2,L162-0124,83.28974709004825,,Abierto,
2020-08-22,2020-08-22,Proveedor A,Fideos,kg,113.96450665818631,6.445304737080491,34,2020-09-25,E2,L174-0026,113.96450665818631,,Abierto,
2020-08-23,2020-08-23,Proveedor A,Papa amarilla,kg,98.59698588463391,5.176180147870326,30,2020-09-22,B1,L057-0056,98.59698588463391,,Abierto,
2020-08-25,2020-08-25,Proveedor A,Pescado blanco,kg,91.92741496354658,6.0191330735706705,39,2020-10-03,D1,L189-0050,91.92741496354658,,Abierto,
2020-08-26,2020-08-26,Proveedor A,Pollo entero,kg,94.90606197472331,12.163364165615231,39,2020-10-04,A2,L162-0125,94.90606197472331,,Abierto,
2020-08-30,2020-08-30,Proveedor A,Carne de res,kg,106.39422552598194,8.373191164941796,28,2020-09-27,A1,L595-0068,106.39422552598194,,Abierto,
2020-08-30,2020-08-30,Proveedor A,Cebolla roja,kg,92.38133703547435,24.824321531605108,38,2020-10-07,C1,L875-0026,92.38133703547435,,Abierto,
2020-08-30,2020-08-30,Proveedor A,Pollo entero,kg,109.47310160910493,21.993347903048583,38,2020-10-07,A2,L162-0126,109.47310160910493,,Abierto,
2020-08-30,2020-08-30,Proveedor A,Papa blanca,kg,90.47080040579912,10.708913647743385,27,2020-09-26,B2,L336-0063,90.47080040579912,,Abierto,
2020-09-03,2020-09-03,Proveedor A,Arroz,kg,117.5807559423629,24.562896478092057,26,2020-09-29,E1,L441-0048,117.5807559423629,,Abierto,
2020-09-04,2020-09-04,Proveedor A,Papa amarilla,kg,88.00328561592337,21.308242312640424,30,2020-10-04,B1,L057-0057,88.00328561592337,,Abierto,
2020-09-04,2020-09-04,Proveedor A,Ensalada,kg,97.01239825468521,17.274377248872902,21,2020-09-25,C2,L281-0033,97.01239825468521,,Abierto,
2020-09-05,2020-09-05,Proveedor A,Pollo entero,kg,111.41323460491077,24.013427161257034,28,2020-10-03,A2,L162-0127,111.41323460491077,,Abierto,
2020-09-05,2020-09-05,Proveedor A,Pescado blanco,kg,105.15493881120727,5.241674910288577,34,2020-10-09,D1,L189-0051,105.15493881120727,,Abierto,
2020-09-07,2020-09-07,Proveedor A,Papa blanca,kg,111.14708036851626,19.339722264464548,28,2020-10-05,B2,L336-0064,111.14708036851626,,Abierto,
2020-09-09,2020-09-09,Proveedor A,Carne de res,kg,115.67458046609708,5.944727437265252,35,2020-10-14,A1,L595-0069,115.67458046609708,,Abierto,
2020-09-11,2020-09-11,Proveedor A,Pollo entero,kg,114.46518295124439,16.838402807545393,34,2020-10-15,A2,L162-0128,114.46518295124439,,Abierto,
2020-09-13,2020-09-13,Proveedor A,Papa amarilla,kg,81.15879184389509,18.538241337657226,34,2020-10-17,B1,L057-0058,81.15879184389509,,Abierto,
2020-09-16,2020-09-16,Proveedor A,Pollo entero,kg,113.1015794025114,17.826016225136435,25,2020-10-11,A2,L162-0129,113.1015794025114,,Abierto,
2020-09-16,2020-09-16,Proveedor A,Espinaca,kg,106.75795502064312,24.20204609801047,33,2020-10-19,C5,L746-0009,106.75795502064312,,Abierto,
2020-09-18,2020-09-18,Proveedor A,Carne de res,kg,104.06675149382441,18.497753633389472,29,2020-10-17,A1,L595-0070,104.06675149382441,,Abierto,
2020-09-18,2020-09-18,Proveedor A,Papa blanca,kg,105.03503890746296,23.981144692822514,34,2020-10-22,B2,L336-0065,105.03503890746296,,Abierto,
2020-09-18,2020-09-18,Proveedor A,Pescado blanco,kg,94.95873391588704,10.219707081759264,21,2020-10-09,D1,L189-0052,94.95873391588704,,Abierto,
2020-09-18,2020-09-18,Proveedor A,Pollo desmenuzado,kg,98.60970251342934,10.062981661648074,24,2020-10-12,A3,L701-0013,98.60970251342934,,Abierto,
2020-09-19,2020-09-19,Proveedor A,Arroz,kg,104.58949535503291,24.87384350813662,27,2020-10-16,E1,L441-0049,104.58949535503291,,Abierto,
2020-09-20,2020-09-20,Proveedor A,Limón,ml,100.09266730995807,20.595657639347166,23,2020-10-13,D2,L173-0014,100.09266730995807,,Abierto,
2020-09-23,2020-09-23,Proveedor A,Cebolla roja,kg,94.48193800034235,13.42138966018057,26,2020-10-19,C1,L875-0027,94.48193800034235,,Abierto,
2020-09-23,2020-09-23,Proveedor A,Pollo entero,kg,103.80605023601518,17.290686580561086,34,2020-10-27,A2,L162-0130,103.80605023601518,,Abierto,
2020-09-23,2020-09-23,Proveedor A,Fideos,kg,110.61823701799176,12.616251589038676,23,2020-10-16,E2,L174-0027,110.61823701799176,,Abierto,
2020-09-24,2020-09-24,Proveedor A,Papa amarilla,kg,109.47862218909155,8.084294969771612,32,2020-10-26,B1,L057-0059,109.47862218909155,,Abierto,
2020-09-26,2020-09-26,Proveedor A,Ensalada,kg,93.05044781868264,10.644083211036167,30,2020-10-26,C2,L281-0034,93.05044781868264,,Abierto,
2020-09-29,2020-09-29,Proveedor A,Pollo entero,kg,87.46312405283805,8.16209576320838,31,2020-10-30,A2,L162-0131,87.46312405283805,,Abierto,
2020-09-30,2020-09-30,Proveedor A,Carne de res,kg,114.57717381403191,5.511565492463831,23,2020-10-23,A1,L595-0071,114.57717381403191,,Abierto,
2020-10-01,2020-10-01,Proveedor A,Papa blanca,kg,98.335634247954,11.970408886846416,36,2020-11-06,B2,L336-0066,98.335634247954,,Abierto,
2020-10-01,2020-10-01,Proveedor A,Pescado blanco,kg,84.11692694049091,17.35616925642216,23,2020-10-24,D1,L189-0053,84.11692694049091,,Abierto,
2020-10-03,2020-10-03,Proveedor A,Pollo entero,kg,83.49920800171022,24.963279206572597,32,2020-11-04,A2,L162-0132,83.49920800171022,,Abierto,
2020-10-04,2020-10-04,Proveedor A,Arroz,kg,84.44956815386558,12.290778702363745,23,2020-10-27,E1,L441-0050,84.44956815386558,,Abierto,
2020-10-05,2020-10-05,Proveedor A,Papa amarilla,kg,118.68288972919925,10.12825654952591,22,2020-10-27,B1,L057-0060,118.68288972919925,,Abierto,
2020-10-06,2020-10-06,Proveedor A,Pollo entero,kg,91.22562080242604,6.305085812232489,30,2020-11-05,A2,L162-0133,91.22562080242604,,Abierto,
2020-10-08,2020-10-08,Proveedor A,Carne de res,kg,111.2392854749629,21.942424523294356,35,2020-11-12,A1,L595-0072,111.2392854749629,,Abierto,
2020-10-09,2020-10-09,Proveedor A,Papa blanca,kg,94.63094755853778,19.280751394562593,32,2020-11-10,B2,L336-0067,94.63094755853778,,Abierto,
2020-10-10,2020-10-10,Proveedor A,Pollo entero,kg,107.96592256604067,10.654609399838776,39,2020-11-18,A2,L162-0134,107.96592256604067,,Abierto,
2020-10-11,2020-10-11,Proveedor A,Pescado blanco,kg,84.86959541041332,20.672802225180597,36,2020-11-16,D1,L189-0054,84.86959541041332,,Abierto,
2020-10-11,2020-10-11,Proveedor A,Huevo,kg,117.57850277293738,23.28905825674006,20,2020-10-31,C4,L212-0011,117.57850277293738,,Abierto,
2020-10-12,2020-10-12,Proveedor A,Ensalada,kg,84.04457504744376,15.958693797983557,31,2020-11-12,C2,L281-0035,84.04457504744376,,Abierto,
2020-10-13,2020-10-13,Proveedor A,Arroz,kg,107.11909333383916,16.53482254059215,35,2020-11-17,E1,L441-0051,107.11909333383916,,Abierto,
2020-10-15,2020-10-15,Proveedor A,Cebolla roja,kg,87.91934357798232,11.709934406618567,35,2020-11-19,C1,L875-0028,87.91934357798232,,Abierto,
2020-10-15,2020-10-15,Proveedor A,Pollo entero,kg,104.4500355256371,22.31032926924334,36,2020-11-20,A2,L162-0135,104.4500355256371,,Abierto,
2020-10-17,2020-10-17,Proveedor A,Papa amarilla,kg,106.41648667954445,11.682572877504768,33,2020-11-19,B1,L057-0061,106.41648667954445,,Abierto,
2020-10-17,2020-10-17,Proveedor A,Papa blanca,kg,103.101286663411,16.42615468252136,21,2020-11-07,B2,L336-0068,103.101286663411,,Abierto,
2020-10-18,2020-10-18,Proveedor A,Carne de res,kg,119.75008583701563,20.415738317453176,31,2020-11-18,A1,L595-0073,119.75008583701563,,Abierto,
2020-10-18,2020-10-18,Proveedor A,Fideos,kg,118.82407033125831,14.345787678955341,23,2020-11-10,E2,L174-0028,118.82407033125831,,Abierto,
2020-10-20,2020-10-20,Proveedor A,Pollo entero,kg,96.46750498056109,12.309472388799417,23,2020-11-12,A2,L162-0136,96.46750498056109,,Abierto,
2020-10-22,2020-10-22,Proveedor A,Pescado blanco,kg,80.91860841155663,21.430579686470953,31,2020-11-22,D1,L189-0055,80.91860841155663,,Abierto,
2020-10-25,2020-10-25,Proveedor A,Pollo entero,kg,110.08523423446269,19.464847880958185,25,2020-11-19,A2,L162-0137,110.08523423446269,,Abierto,
2020-10-27,2020-10-27,Proveedor A,Arroz,kg,106.4130520872692,9.422171254968648,20,2020-11-16,E1,L441-0052,106.4130520872692,,Abierto,
2020-10-28,2020-10-28,Proveedor A,Papa blanca,kg,105.36237564217963,6.716349551729801,22,2020-11-19,B2,L336-0069,105.36237564217963,,Abierto,
2020-10-29,2020-10-29,Proveedor A,Ensalada,kg,116.21218113069716,6.323381826385961,30,2020-11-28,C2,L281-0036,116.21218113069716,,Abierto,
2020-10-30,2020-10-30,Proveedor A,Carne de res,kg,96.07390486816746,17.583394624700624,23,2020-11-22,A1,L595-0074,96.07390486816746,,Abierto,
2020-10-30,2020-10-30,Proveedor A,Papa amarilla,kg,94.77333591219028,15.48710484288362,31,2020-11-30,B1,L057-0062,94.77333591219028,,Abierto,
2020-10-31,2020-10-31,Proveedor A,Pollo entero,kg,102.6640032015152,16.972004736673238,22,2020-11-22,A2,L162-0138,102.6640032015152,,Abierto,
2020-11-01,2020-11-01,Proveedor A,Pescado blanco,kg,97.18374256880776,19.033835028406827,33,2020-12-04,D1,L189-0056,97.18374256880776,,Abierto,
2020-11-04,2020-11-04,Proveedor A,Pollo entero,kg,119.95760793156322,21.105825659421317,35,2020-12-09,A2,L162-0139,119.95760793156322,,Abierto,
2020-11-06,2020-11-06,Proveedor A,Cebolla roja,kg,89.95950003462019,19.7346130459797,27,2020-12-03,C1,L875-0029,89.95950003462019,,Abierto,
2020-11-07,2020-11-07,Proveedor A,Papa blanca,kg,116.67906610800003,13.466777233264054,37,2020-12-14,B2,L336-0070,116.67906610800003,,Abierto,
2020-11-08,2020-11-08,Proveedor A,Carne de res,kg,103.0916089454658,6.852808459082675,24,2020-12-02,A1,L595-0075,103.0916089454658,,Abierto,
2020-11-09,2020-11-09,Proveedor A,Papa amarilla,kg,110.91959987263539,7.97206228956288,28,2020-12-07,B1,L057-0063,110.91959987263539,,Abierto,
2020-11-10,2020-11-10,Proveedor A,Pollo entero,kg,106.00553647888363,20.002960703403296,38,2020-12-18,A2,L162-0140,106.00553647888363,,Abierto,
2020-11-10,2020-11-10,Proveedor A,Limón,ml,100.11638167609092,12.136034602666033,25,2020-12-05,D2,L173-0015,100.11638167609092,,Abierto,
2020-11-11,2020-11-11,Proveedor A,Arroz,kg,111.47120207551049,16.29847570075954,32,2020-12-13,E1,L441-0053,111.47120207551049,,Abierto,
2020-11-11,2020-11-11,Proveedor A,Pollo desmenuzado,kg,92.02845086598374,14.865884507897606,24,2020-12-05,A3,L701-0014,92.02845086598374,,Abierto,
2020-11-13,2020-11-13,Proveedor A,Pescado blanco,kg,95.12662318790757,10.848229302194701,27,2020-12-10,D1,L189-0057,95.12662318790757,,Abierto,
2020-11-14,2020-11-14,Proveedor A,Pollo entero,kg,80.67472045871433,14.698968794844536,24,2020-12-08,A2,L162-0141,80.67472045871433,,Abierto,
2020-11-17,2020-11-17,Proveedor A,Carne de res,kg,102.86968608769988,8.080094109642248,37,2020-12-24,A1,L595-0076,102.86968608769988,,Abierto,
2020-11-17,2020-11-17,Proveedor A,Papa blanca,kg,99.22716674342001,20.54481406634312,35,2020-12-22,B2,L336-0071,99.22716674342001,,Abierto,
2020-11-18,2020-11-18,Proveedor A,Pollo entero,kg,104.59451394620862,9.68325503347473,30,2020-12-18,A2,L162-0142,104.59451394620862,,Abierto,
2020-11-18,2020-11-18,Proveedor A,Ensalada,kg,106.19625632830943,5.842896996355355,26,2020-12-14,C2,L281-0037,106.19625632830943,,Abierto,
2020-11-18,2020-11-18,Proveedor A,Fideos,kg,119.17470934899075,13.523293158236365,35,2020-12-23,E2,L174-0029,119.17470934899075,,Abierto,
2020-11-21,2020-11-21,Proveedor A,Papa amarilla,kg,93.80945231227015,13.380252330370324,26,2020-12-17,B1,L057-0064,93.80945231227015,,Abierto,
2020-11-22,2020-11-22,Proveedor A,Pollo entero,kg,116.52400275208078,7.9081516611167775,21,2020-12-13,A2,L162-0143,116.52400275208078,,Abierto,
2020-11-24,2020-11-24,Proveedor A,Arroz,kg,110.09905568849327,20.243744707988967,25,2020-12-19,E1,L441-0054,110.09905568849327,,Abierto,
2020-11-25,2020-11-25,Proveedor A,Carne de res,kg,118.89218762507565,14.31900067795535,33,2020-12-28,A1,L595-0077,118.89218762507565,,Abierto,
2020-11-26,2020-11-26,Proveedor A,Papa blanca,kg,91.0830070246684,11.336977204014872,24,2020-12-20,B2,L336-0072,91.0830070246684,,Abierto,
2020-11-26,2020-11-26,Proveedor A,Pescado blanco,kg,100.6046966791585,24.992177389844507,38,2021-01-03,D1,L189-0058,100.6046966791585,,Abierto,
2020-11-27,2020-11-27,Proveedor A,Pollo entero,kg,86.4927798128811,14.140869061084198,22,2020-12-19,A2,L162-0144,86.4927798128811,,Abierto,
2020-11-28,2020-11-28,Proveedor A,Cebolla roja,kg,91.71613613491357,10.093847644941384,35,2021-01-02,C1,L875-0030,91.71613613491357,,Abierto,
2020-11-29,2020-11-29,Proveedor A,Papa amarilla,kg,108.41376954074988,12.801552931618613,36,2021-01-04,B1,L057-0065,108.41376954074988,,Abierto,
2020-11-30,2020-11-30,Proveedor A,Pollo entero,kg,83.86130222047575,23.36938800202715,33,2021-01-02,A2,L162-0145,83.86130222047575,,Abierto,
2020-12-03,2020-12-03,Proveedor A,Papa blanca,kg,83.13344884989085,7.4028487671119025,33,2021-01-05,B2,L336-0073,83.13344884989085,,Abierto,
2020-12-04,2020-12-04,Proveedor A,Pollo entero,kg,86.4631592743926,5.600756261762911,33,2021-01-06,A2,L162-0146,86.4631592743926,,Abierto,
2020-12-06,2020-12-06,Proveedor A,Carne de res,kg,101.83888765540102,17.892553598875708,34,2021-01-09,A1,L595-0078,101.83888765540102,,Abierto,
2020-12-07,2020-12-07,Proveedor A,Ensalada,kg,83.34406002943882,11.902214279774803,20,2020-12-27,C2,L281-0038,83.34406002943882,,Abierto,
2020-12-07,2020-12-07,Proveedor A,Arroz,kg,84.4975097845589,21.69016900760406,37,2021-01-13,E1,L441-0055,84.4975097845589,,Abierto,
2020-12-08,2020-12-08,Proveedor A,Pollo entero,kg,103.44931956610287,11.760243754276098,25,2021-01-02,A2,L162-0147,103.44931956610287,,Abierto,
2020-12-08,2020-12-08,Proveedor A,Pescado blanco,kg,92.09645585004199,21.402029723573424,36,2021-01-13,D1,L189-0059,92.09645585004199,,Abierto,
2020-12-10,2020-12-10,Proveedor A,Papa blanca,kg,94.37097647904248,23.82879217176175,32,2021-01-11,B2,L336-0074,94.37097647904248,,Abierto,
2020-12-10,2020-12-10,Proveedor A,Espinaca,kg,84.02838320757921,12.867492832977847,23,2021-01-02,C5,L746-0010,84.02838320757921,,Abierto,
2020-12-11,2020-12-11,Proveedor A,Papa amarilla,kg,84.03707900113939,23.533908326159924,37,2021-01-17,B1,L057-0066,84.03707900113939,,Abierto,
2020-12-12,2020-12-12,Proveedor A,Pollo entero,kg,117.52445266592656,24.265149728009966,30,2021-01-11,A2,L162-0148,117.52445266592656,,Abierto,
2020-12-14,2020-12-14,Proveedor A,Fideos,kg,108.45212689515705,19.687180899396665,39,2021-01-22,E2,L174-0030,108.45212689515705,,Abierto,
2020-12-15,2020-12-15,Proveedor A,Carne de res,kg,112.31175956347802,7.067321799087017,32,2021-01-16,A1,L595-0079,112.31175956347802,,Abierto,
2020-12-18,2020-12-18,Proveedor A,Arroz,kg,104.00999963462581,15.423985588233167,34,2021-01-21,E1,L441-0056,104.00999963462581,,Abierto,
2020-12-19,2020-12-19,Proveedor A,Pollo entero,kg,119.69674807532704,16.017259986166184,26,2021-01-14,A2,L162-0149,119.69674807532704,,Abierto,
2020-12-19,2020-12-19,Proveedor A,Pescado blanco,kg,111.25420241064239,14.983547777594646,23,2021-01-11,D1,L189-0060,111.25420241064239,,Abierto,
2020-12-20,2020-12-20,Proveedor A,Papa amarilla,kg,100.6032061982177,11.508675136817724,25,2021-01-14,B1,L057-0067,100.6032061982177,,Abierto,
2020-12-20,2020-12-20,Proveedor A,Cebolla roja,kg,116.47703583679349,15.262696801075585,25,2021-01-14,C1,L875-0031,116.47703583679349,,Abierto,
2020-12-20,2020-12-20,Proveedor A,Papa blanca,kg,98.206695412444,19.923785849286272,37,2021-01-26,B2,L336-0075,98.206695412444,,Abierto,
2020-12-22,2020-12-22,Proveedor A,Ensalada,kg,97.77315800943188,8.38350781898821,39,2021-01-30,C2,L281-0039,97.77315800943188,,Abierto,
2020-12-23,2020-12-23,Proveedor A,Carne de res,kg,111.086408184315,21.90203157962051,25,2021-01-17,A1,L595-0080,111.086408184315,,Abierto,
2020-12-23,2020-12-23,Proveedor A,Huevo,kg,116.75562601813883,7.768499010156984,26,2021-01-18,C4,L212-0012,116.75562601813883,,Abierto,
2020-12-25,2020-12-25,Proveedor A,Pollo entero,kg,105.13416071481049,17.481599239807018,30,2021-01-24,A2,L162-0150,105.13416071481049,,Abierto,
2020-12-26,2020-12-26,Proveedor A,Pollo desmenuzado,kg,115.86710596741563,13.433130536431763,31,2021-01-26,A3,L701-0015,115.86710596741563,,Abierto,
2020-12-27,2020-12-27,Proveedor A,Pollo entero,kg,93.11507233871355,8.004478521866238,38,2021-02-03,A2,L162-0151,93.11507233871355,,Abierto,
2020-12-27,2020-12-27,Proveedor A,Papa blanca,kg,95.77130856046264,19.24155024142963,36,2021-02-01,B2,L336-0076,95.77130856046264,,Abierto,
2020-12-27,2020-12-27,Proveedor A,Limón,ml,116.53241008683798,5.595132128354301,28,2021-01-24,D2,L173-0016,116.53241008683798,,Abierto,
2020-12-29,2020-12-29,Proveedor A,Papa amarilla,kg,96.86434428001954,16.208240701565185,24,2021-01-22,B1,L057-0068,96.86434428001954,,Abierto,
2020-12-30,2020-12-30,Proveedor A,Arroz,kg,86.74071223352378,12.630580354763692,30,2021-01-29,E1,L441-0057,86.74071223352378,,Abierto,
2020-12-31,2020-12-31,Proveedor A,Pescado blanco,kg,111.133896304709,6.469405844084182,31,2021-01-31,D1,L189-0061,111.133896304709,,Abierto,
2021-01-01,2021-01-01,Proveedor A,Carne de res,kg,112.84484953702716,6.023020774935772,20,2021-01-21,A1,L595-0081,112.84484953702716,,Abierto,
2021-01-01,2021-01-01,Proveedor A,Pollo entero,kg,115.95363628480048,19.971520251496187,38,2021-02-08,A2,L162-0152,115.95363628480048,,Abierto,
2021-01-05,2021-01-05,Proveedor A,Papa blanca,kg,96.04343936299892,7.052902073574181,38,2021-02-12,B2,L336-0077,96.04343936299892,,Abierto,
2021-01-07,2021-01-07,Proveedor A,Pollo entero,kg,104.77408989169598,7.233016133618908,21,2021-01-28,A2,L162-0153,104.77408989169598,,Abierto,
2021-01-08,2021-01-08,Proveedor A,Fideos,kg,94.6509551633676,7.11552141099941,39,2021-02-16,E2,L174-0031,94.6509551633676,,Abierto,
2021-01-09,2021-01-09,Proveedor A,Papa amarilla,kg,89.86791722897391,18.512672308884888,36,2021-02-14,B1,L057-0069,89.86791722897391,,Abierto,
2021-01-09,2021-01-09,Proveedor A,Ensalada,kg,103.22584272884781,19.516210617222427,36,2021-02-14,C2,L281-0040,103.22584272884781,,Abierto,
2021-01-09,2021-01-09,Proveedor A,Arroz,kg,84.4426634637433,20.53116569352065,35,2021-02-13,E1,L441-0058,84.4426634637433,,Abierto,
2021-01-12,2021-01-12,Proveedor A,Carne de res,kg,96.32120914677775,12.111999246800622,26,2021-02-07,A1,L595-0082,96.32120914677775,,Abierto,
2021-01-12,2021-01-12,Proveedor A,Pollo entero,kg,106.64609583309631,21.410689932101374,33,2021-02-14,A2,L162-0154,106.64609583309631,,Abierto,
2021-01-13,2021-01-13,Proveedor A,Pescado blanco,kg,98.39642414480812,21.74933378844682,26,2021-02-08,D1,L189-0062,98.39642414480812,,Abierto,
2021-01-15,2021-01-15,Proveedor A,Cebolla roja,kg,105.50326684455217,15.581925660872587,26,2021-02-10,C1,L875-0032,105.50326684455217,,Abierto,
2021-01-17,2021-01-17,Proveedor A,Papa blanca,kg,113.79712334131969,14.318277210351768,36,2021-02-22,B2,L336-0078,113.79712334131969,,Abierto,
2021-01-19,2021-01-19,Proveedor A,Papa amarilla,kg,91.98923402145479,10.578041014436433,39,2021-02-27,B1,L057-0070,91.98923402145479,,Abierto,
2021-01-19,2021-01-19,Proveedor A,Pollo entero,kg,82.68756925679679,13.25662839565776,25,2021-02-13,A2,L162-0155,82.68756925679679,,Abierto,
2021-01-20,2021-01-20,Proveedor A,Carne de res,kg,105.60687378481147,5.846037221451452,35,2021-02-24,A1,L595-0083,105.60687378481147,,Abierto,
2021-01-20,2021-01-20,Proveedor A,Arroz,kg,102.53251618137347,19.171235285719632,31,2021-02-20,E1,L441-0059,102.53251618137347,,Abierto,
2021-01-23,2021-01-23,Proveedor A,Pollo entero,kg,87.35652420770461,14.297255966463139,26,2021-02-18,A2,L162-0156,87.35652420770461,,Abierto,
2021-01-25,2021-01-25,Proveedor A,Pescado blanco,kg,104.89308713167372,22.37267588554074,26,2021-02-20,D1,L189-0063,104.89308713167372,,Abierto,
2021-01-27,2021-01-27,Proveedor A,Pollo entero,kg,93.3159782719201,16.749717057289253,24,2021-02-20,A2,L162-0157,93.3159782719201,,Abierto,
2021-01-28,2021-01-28,Proveedor A,Papa amarilla,kg,111.00187261932803,10.358476580576795,29,2021-02-26,B1,L057-0071,111.00187261932803,,Abierto,
2021-01-28,2021-01-28,Proveedor A,Papa blanca,kg,112.6513209233492,8.705871176092801,36,2021-03-05,B2,L336-0079,112.6513209233492,,Abierto,
2021-01-30,2021-01-30,Proveedor A,Carne de res,kg,103.9679571046895,13.90197145794771,22,2021-02-21,A1,L595-0084,103.9679571046895,,Abierto,
2021-01-30,2021-01-30,Proveedor A,Ensalada,kg,111.64971590230527,14.89254127047664,38,2021-03-09,C2,L281-0041,111.64971590230527,,Abierto,
2021-01-30,2021-01-30,Proveedor A,Fideos,kg,82.74912806289599,20.052791189046378,28,2021-02-27,E2,L174-0032,82.74912806289599,,Abierto,
2021-02-01,2021-02-01,Proveedor A,Pollo entero,kg,116.82812004814403,7.803642184090876,34,2021-03-07,A2,L162-0158,116.82812004814403,,Abierto,
2021-02-03,2021-02-03,Proveedor A,Arroz,kg,108.48354562472795,23.0063870263592,27,2021-03-02,E1,L441-0060,108.48354562472795,,Abierto,
2021-02-04,2021-02-04,Proveedor A,Queso fresco,kg,81.75203987831524,19.906813620734177,33,2021-03-09,C6,L298-0006,81.75203987831524,,Abierto,
2021-02-07,2021-02-07,Proveedor A,Pollo entero,kg,115.8525803092407,8.58788546223725,29,2021-03-08,A2,L162-0159,115.8525803092407,,Abierto,
2021-02-08,2021-02-08,Proveedor A,Pescado blanco,kg,99.13055792129816,22.162145842322186,23,2021-03-03,D1,L189-0064,99.13055792129816,,Abierto,
2021-02-09,2021-02-09,Proveedor A,Papa blanca,kg,94.5072828027046,5.414424341379165,35,2021-03-16,B2,L336-0080,94.5072828027046,,Abierto,
2021-02-10,2021-02-10,Proveedor A,Carne de res,kg,112.65661536325092,8.247478627214626,29,2021-03-11,A1,L595-0085,112.65661536325092,,Abierto,
2021-02-11,2021-02-11,Proveedor A,Papa amarilla,kg,101.2621536660858,11.104529797631733,24,2021-03-07,B1,L057-0072,101.2621536660858,,Abierto,
2021-02-11,2021-02-11,Proveedor A,Cebolla roja,kg,116.74121807143139,5.790711863093836,33,2021-03-16,C1,L875-0033,116.74121807143139,,Abierto,
2021-02-13,2021-02-13,Proveedor A,Pollo entero,kg,108.05213137989924,10.026174478504926,35,2021-03-20,A2,L162-0160,108.05213137989924,,Abierto,
2021-02-15,2021-02-15,Proveedor A,Espinaca,kg,94.39192426387339,10.071649813543154,25,2021-03-12,C5,L746-0011,94.39192426387339,,Abierto,
2021-02-17,2021-02-17,Proveedor A,Arroz,kg,118.2386710511172,15.337506736547997,38,2021-03-27,E1,L441-0061,118.2386710511172,,Abierto,
2021-02-18,2021-02-18,Proveedor A,Pollo entero,kg,116.96117839479777,13.801534626295455,28,2021-03-18,A2,L162-0161,116.96117839479777,,Abierto,
2021-02-18,2021-02-18,Proveedor A,Papa blanca,kg,83.24458685004494,20.134658936330435,35,2021-03-25,B2,L336-0081,83.24458685004494,,Abierto,
2021-02-19,2021-02-19,Proveedor A,Pescado blanco,kg,98.07294061122789,12.002914537597707,33,2021-03-24,D1,L189-0065,98.07294061122789,,Abierto,
2021-02-20,2021-02-20,Proveedor A,Carne de res,kg,110.93431526441233,9.47816882377557,21,2021-03-13,A1,L595-0086,110.93431526441233,,Abierto,
2021-02-21,2021-02-21,Proveedor A,Papa amarilla,kg,92.93058873121133,7.816892905754211,32,2021-03-25,B1,L057-0073,92.93058873121133,,Abierto,
2021-02-21,2021-02-21,Proveedor A,Fideos,kg,94.10948026574138,17.942727644249263,24,2021-03-17,E2,L174-0033,94.10948026574138,,Abierto,
2021-02-22,2021-02-22,Proveedor A,Ensalada,kg,110.13475827910909,8.814350837596535,25,2021-03-19,C2,L281-0042,110.13475827910909,,Abierto,
