Pedido_ID,Linea_ID,Fecha,Hora inicio preparación,Hora fin preparación,Plato,Cantidad_platos,Insumo,Cantidad_insumo,Unidad,Lote_ID,Ubicación_origen,Responsable (cocinero/chef),Tiempo_total,Estado del pedido,Desperdicio registrado,Observaciones del pedido
20191217-4,3,2019-12-17,15:42,15:25,Arroz Chaufa,36,Pollo desmenuzado,2.16,kg,L701-0007,A3,Chef,9,Completado,0.1974651012201943,
20191217-5,1,2019-12-17,14:36,16:47,Tallarines Verdes,31,Fideos,6.2,kg,L174-0015,E2,Chef,7,Completado,0.444795938688143,
20191217-5,2,2019-12-17,14:36,16:47,Tallarines Verdes,31,Espinaca,1.86,kg,L746-0005,C5,Chef,7,Completado,0.1170433052860745,
20191217-5,3,2019-12-17,14:36,16:47,Tallarines Verdes,31,Queso fresco,0.93,kg,L298-0003,C6,Chef,7,Completado,0.06234773499226408,
20191218-1,1,2019-12-18,16:08,11:35,Lomo Saltado,73,Carne de res,13.14,kg,L595-0039,A1,Chef,8,Completado,1.2331599476550872,
20191218-1,2,2019-12-18,16:08,11:35,Lomo Saltado,73,Papa amarilla,10.95,kg,L057-0032,B1,Chef,8,Completado,0.47292223413216133,
20191218-1,3,2019-12-18,16:08,11:35,Lomo Saltado,73,Cebolla roja,2.92,kg,L875-0015,C1,Chef,8,Completado,0.22357501053717774,
20191218-2,1,2019-12-18,12:34,19:11,Pollo a la Brasa,54,Pollo entero,21.6,kg,L162-0072,A2,Chef,7,Completado,0.8999320208913567,
20191218-2,2,2019-12-18,12:34,19:11,Pollo a la Brasa,54,Papa blanca,10.8,kg,L336-0036,B2,Chef,7,Completado,0.4688630600547847,
20191218-2,3,2019-12-18,12:34,19:11,Pollo a la Brasa,54,Ensalada,5.4,kg,L281-0019,C2,Chef,7,Completado,0.23775912149203415,
20191218-3,1,2019-12-18,17:57,12:17,Ceviche Clásico,59,Pescado blanco,11.8,kg,L189-0028,D1,Chef,14,Completado,1.0759971894504585,
20191218-3,2,2019-12-18,17:57,12:17,Ceviche Clásico,59,Limón,2.95,ml,L173-0008,D2,Chef,14,Completado,0.24770311710849782,
20191218-3,3,2019-12-18,17:57,12:17,Ceviche Clásico,59,Cebolla roja,2.36,kg,L875-0015,C1,Chef,14,Completado,0.1815027173695705,
20191218-4,1,2019-12-18,15:51,16:47,Arroz Chaufa,30,Arroz,7.5,kg,L441-0027,E1,Chef,12,Completado,0.46308478881598575,
20191218-4,2,2019-12-18,15:51,16:47,Arroz Chaufa,30,Huevo,1.5,kg,L212-0006,C4,Chef,12,Completado,0.11773387237250292,
20191218-4,3,2019-12-18,15:51,16:47,Arroz Chaufa,30,Pollo desmenuzado,1.8,kg,L701-0007,A3,Chef,12,Completado,0.10129192420148478,
20191218-5,1,2019-12-18,18:43,19:08,Tallarines Verdes,21,Fideos,4.2,kg,L174-0015,E2,Chef,10,Completado,0.3651747311937165,
20191218-5,2,2019-12-18,18:43,19:08,Tallarines Verdes,21,Espinaca,1.26,kg,L746-0005,C5,Chef,10,Completado,0.10391663752076376,
20191218-5,3,2019-12-18,18:43,19:08,Tallarines Verdes,21,Queso fresco,0.63,kg,L298-0003,C6,Chef,10,Completado,0.03210375328152798,
20191219-1,1,2019-12-19,12:48,18:44,Lomo Saltado,26,Carne de res,4.68,kg,L595-0039,A1,Chef,15,Completado,0.38802028429277025,
20191219-1,2,2019-12-19,12:48,18:44,Lomo Saltado,26,Papa amarilla,3.9,kg,L057-0032,B1,Chef,15,Completado,0.2424580213302936,
20191219-1,3,2019-12-19,12:48,18:44,Lomo Saltado,26,Cebolla roja,1.04,kg,L875-0015,C1,Chef,15,Completado,0.06801014114898764,
20191219-2,1,2019-12-19,20:41,13:47,Pollo a la Brasa,36,Pollo entero,14.4,kg,L162-0073,A2,Chef,7,Completado,0.604437496123254,
20191219-2,2,2019-12-19,20:41,13:47,Pollo a la Brasa,36,Papa blanca,7.2,kg,L336-0036,B2,Chef,7,Completado,0.5506375034059395,
20191219-2,3,2019-12-19,20:41,13:47,Pollo a la Brasa,36,Ensalada,3.6,kg,L281-0019,C2,Chef,7,Completado,0.3490049712085401,
20191219-3,1,2019-12-19,15:38,20:47,Ceviche Clásico,26,Pescado blanco,5.2,kg,L189-0028,D1,Chef,14,Completado,0.40922869647250126,
20191219-3,2,2019-12-19,15:38,20:47,Ceviche Clásico,26,Limón,1.3,ml,L173-0008,D2,Chef,14,Completado,0.09533951106198765,
20191219-3,3,2019-12-19,15:38,20:47,Ceviche Clásico,26,Cebolla roja,1.04,kg,L875-0015,C1,Chef,14,Completado,0.08116709479512098,
20191219-4,1,2019-12-19,14:15,15:28,Arroz Chaufa,18,Arroz,4.5,kg,L441-0028,E1,Chef,14,Completado,0.3526924720985413,
20191219-4,2,2019-12-19,14:15,15:28,Arroz Chaufa,18,Huevo,0.9,kg,L212-0006,C4,Chef,14,Completado,0.06060813935869607,
20191219-4,3,2019-12-19,14:15,15:28,Arroz Chaufa,18,Pollo desmenuzado,1.08,kg,L701-0007,A3,Chef,14,Completado,0.07286410196201347,
20191219-5,1,2019-12-19,11:57,19:11,Tallarines Verdes,9,Fideos,1.8,kg,L174-0015,E2,Chef,7,Completado,0.09414881108777609,
20191219-5,2,2019-12-19,11:57,19:11,Tallarines Verdes,9,Espinaca,0.54,kg,L746-0005,C5,Chef,7,Completado,0.04023503266374504,
20191219-5,3,2019-12-19,11:57,19:11,Tallarines Verdes,9,Queso fresco,0.27,kg,L298-0003,C6,Chef,7,Completado,0.013213520686241877,
20191220-1,1,2019-12-20,15:37,13:43,Lomo Saltado,53,Carne de res,9.54,kg,L595-0039,A1,Chef,7,Completado,0.49563721577628,
20191220-1,2,2019-12-20,15:37,13:43,Lomo Saltado,53,Papa amarilla,7.95,kg,L057-0032,B1,Chef,7,Completado,0.7508636798019668,
20191220-1,3,2019-12-20,15:37,13:43,Lomo Saltado,53,Cebolla roja,2.12,kg,L875-0015,C1,Chef,7,Completado,0.09706972520205871,
20191220-2,1,2019-12-20,18:00,11:14,Pollo a la Brasa,31,Pollo entero,12.4,kg,L162-0073,A2,Chef,14,Completado,0.5905767531416442,
20191220-2,2,2019-12-20,18:00,11:14,Pollo a la Brasa,31,Papa blanca,6.2,kg,L336-0036,B2,Chef,14,Completado,0.43629527186373535,
20191220-2,3,2019-12-20,18:00,11:14,Pollo a la Brasa,31,Ensalada,3.1,kg,L281-0019,C2,Chef,14,Completado,0.22242433677775325,
20191220-3,1,2019-12-20,18:19,18:41,Ceviche Clásico,33,Pescado blanco,6.6,kg,L189-0028,D1,Chef,6,Completado,0.5461081435733833,
20191220-3,2,2019-12-20,18:19,18:41,Ceviche Clásico,33,Limón,1.65,ml,L173-0008,D2,Chef,6,Completado,0.0774315077426109,
20191220-3,3,2019-12-20,18:19,18:41,Ceviche Clásico,33,Cebolla roja,1.32,kg,L875-0015,C1,Chef,6,Completado,0.09796296384170741,
20191220-4,1,2019-12-20,14:29,20:02,Arroz Chaufa,22,Arroz,5.5,kg,L441-0028,E1,Chef,7,Completado,0.42674609139781183,
20191220-4,2,2019-12-20,14:29,20:02,Arroz Chaufa,22,Huevo,1.1,kg,L212-0006,C4,Chef,7,Completado,0.06252962874925852,
20191220-4,3,2019-12-20,14:29,20:02,Arroz Chaufa,22,Pollo desmenuzado,1.32,kg,L701-0007,A3,Chef,7,Completado,0.09295463684729682,
20191220-5,1,2019-12-20,20:44,14:49,Tallarines Verdes,19,Fideos,3.8,kg,L174-0015,E2,Chef,7,Completado,0.36971333283900143,
20191220-5,2,2019-12-20,20:44,14:49,Tallarines Verdes,19,Espinaca,1.14,kg,L746-0005,C5,Chef,7,Completado,0.11058736275973191,
20191220-5,3,2019-12-20,20:44,14:49,Tallarines Verdes,19,Queso fresco,0.57,kg,L298-0003,C6,Chef,7,Completado,0.046703829805325135,
20191221-1,1,2019-12-21,14:30,20:07,Lomo Saltado,93,Carne de res,16.74,kg,L595-0039,A1,Chef,8,Completado,1.4085777078729802,
20191221-1,2,2019-12-21,14:30,20:07,Lomo Saltado,93,Papa amarilla,13.95,kg,L057-0033,B1,Chef,8,Completado,0.5709734302697987,
20191221-1,3,2019-12-21,14:30,20:07,Lomo Saltado,93,Cebolla roja,3.72,kg,L875-0015,C1,Chef,8,Completado,0.34521280635637874,
20191221-2,1,2019-12-21,15:49,16:14,Pollo a la Brasa,58,Pollo entero,23.2,kg,L162-0073,A2,Chef,14,Completado,2.094763312418749,
20191221-2,2,2019-12-21,15:49,16:14,Pollo a la Brasa,58,Papa blanca,11.6,kg,L336-0036,B2,Chef,14,Completado,0.7913453825800019,
20191221-2,3,2019-12-21,15:49,16:14,Pollo a la Brasa,58,Ensalada,5.8,kg,L281-0019,C2,Chef,14,Completado,0.3833762551416294,
20191221-3,1,2019-12-21,13:02,14:24,Ceviche Clásico,61,Pescado blanco,12.2,kg,L189-0028,D1,Chef,16,Completado,0.6791453018612468,
20191221-3,2,2019-12-21,13:02,14:24,Ceviche Clásico,61,Limón,3.05,ml,L173-0008,D2,Chef,16,Completado,0.13940269049088785,
20191221-3,3,2019-12-21,13:02,14:24,Ceviche Clásico,61,Cebolla roja,2.44,kg,L875-0015,C1,Chef,16,Completado,0.11764502254245329,
20191221-4,1,2019-12-21,19:49,16:36,Arroz Chaufa,57,Arroz,14.25,kg,L441-0028,E1,Chef,12,Completado,1.0096713378393603,
20191221-4,2,2019-12-21,19:49,16:36,Arroz Chaufa,57,Huevo,2.85,kg,L212-0006,C4,Chef,12,Completado,0.25970083793749643,
20191221-4,3,2019-12-21,19:49,16:36,Arroz Chaufa,57,Pollo desmenuzado,3.42,kg,L701-0007,A3,Chef,12,Completado,0.2684857157670059,
20191221-5,1,2019-12-21,20:44,10:52,Tallarines Verdes,31,Fideos,6.2,kg,L174-0015,E2,Chef,6,Completado,0.31510127402152655,
20191221-5,2,2019-12-21,20:44,10:52,Tallarines Verdes,31,Espinaca,1.86,kg,L746-0005,C5,Chef,6,Completado,0.1279248949647117,
20191221-5,3,2019-12-21,20:44,10:52,Tallarines Verdes,31,Queso fresco,0.93,kg,L298-0003,C6,Chef,6,Completado,0.07392156490043347,
20191222-1,1,2019-12-22,15:06,16:52,Lomo Saltado,89,Carne de res,16.02,kg,L595-0039,A1,Chef,6,Completado,1.0297002379204745,
20191222-1,2,2019-12-22,15:06,16:52,Lomo Saltado,89,Papa amarilla,13.35,kg,L057-0033,B1,Chef,6,Completado,1.1454350484626548,
20191222-1,3,2019-12-22,15:06,16:52,Lomo Saltado,89,Cebolla roja,3.56,kg,L875-0015,C1,Chef,6,Completado,0.30047532008994765,
20191222-2,1,2019-12-22,12:11,13:09,Pollo a la Brasa,81,Pollo entero,32.4,kg,L162-0073,A2,Chef,17,Completado,2.812463730851677,
20191222-2,2,2019-12-22,12:11,13:09,Pollo a la Brasa,81,Papa blanca,16.2,kg,L336-0036,B2,Chef,17,Completado,1.5379798134958302,
20191222-2,3,2019-12-22,12:11,13:09,Pollo a la Brasa,81,Ensalada,8.1,kg,L281-0019,C2,Chef,17,Completado,0.622849779814205,
20191222-3,1,2019-12-22,13:20,10:54,Ceviche Clásico,69,Pescado blanco,13.8,kg,L189-0028,D1,Chef,13,Completado,1.2425869978432833,
20191222-3,2,2019-12-22,13:20,10:54,Ceviche Clásico,69,Limón,3.45,ml,L173-0008,D2,Chef,13,Completado,0.15414244642892655,
20191222-3,3,2019-12-22,13:20,10:54,Ceviche Clásico,69,Cebolla roja,2.76,kg,L875-0015,C1,Chef,13,Completado,0.20435149233661573,
20191222-4,1,2019-12-22,19:34,19:18,Arroz Chaufa,38,Arroz,9.5,kg,L441-0028,E1,Chef,10,Completado,0.8499430886829751,
20191222-4,2,2019-12-22,19:34,19:18,Arroz Chaufa,38,Huevo,1.9,kg,L212-0006,C4,Chef,10,Completado,0.15866541541183019,
20191222-4,3,2019-12-22,19:34,19:18,Arroz Chaufa,38,Pollo desmenuzado,2.28,kg,L701-0007,A3,Chef,10,Completado,0.20786376691456324,
20191222-5,1,2019-12-22,20:19,10:28,Tallarines Verdes,29,Fideos,5.8,kg,L174-0015,E2,Chef,12,Completado,0.3007670903240188,
20191222-5,2,2019-12-22,20:19,10:28,Tallarines Verdes,29,Espinaca,1.74,kg,L746-0005,C5,Chef,12,Completado,0.17097927287200199,
20191222-5,3,2019-12-22,20:19,10:28,Tallarines Verdes,29,Queso fresco,0.87,kg,L298-0003,C6,Chef,12,Completado,0.04146084049405038,
20191223-1,1,2019-12-23,10:23,14:50,Lomo Saltado,76,Carne de res,13.68,kg,L595-0039,A1,Chef,10,Completado,0.8190208510654459,
20191223-1,2,2019-12-23,10:23,14:50,Lomo Saltado,76,Papa amarilla,11.4,kg,L057-0033,B1,Chef,10,Completado,0.47527789180405994,
20191223-1,3,2019-12-23,10:23,14:50,Lomo Saltado,76,Cebolla roja,3.04,kg,L875-0015,C1,Chef,10,Completado,0.20366100413222823,
20191223-2,1,2019-12-23,13:56,18:16,Pollo a la Brasa,64,Pollo entero,25.6,kg,L162-0073,A2,Chef,8,Completado,1.3848160170975827,
20191223-2,2,2019-12-23,13:56,18:16,Pollo a la Brasa,64,Papa blanca,12.8,kg,L336-0036,B2,Chef,8,Completado,1.031756703672044,
20191223-2,3,2019-12-23,13:56,18:16,Pollo a la Brasa,64,Ensalada,6.4,kg,L281-0019,C2,Chef,8,Completado,0.4213786514492628,
20191223-3,1,2019-12-23,12:48,10:50,Ceviche Clásico,72,Pescado blanco,14.4,kg,L189-0028,D1,Chef,11,Completado,1.3579025763914185,
20191223-3,2,2019-12-23,12:48,10:50,Ceviche Clásico,72,Limón,3.6,ml,L173-0008,D2,Chef,11,Completado,0.34976089779583924,
20191223-3,3,2019-12-23,12:48,10:50,Ceviche Clásico,72,Cebolla roja,2.88,kg,L875-0015,C1,Chef,11,Completado,0.1783710596866053,
20191223-4,1,2019-12-23,17:54,20:59,Arroz Chaufa,38,Arroz,9.5,kg,L441-0028,E1,Chef,13,Completado,0.396307781851564,
20191223-4,2,2019-12-23,17:54,20:59,Arroz Chaufa,38,Huevo,1.9,kg,L212-0006,C4,Chef,13,Completado,0.18086594695497746,
20191223-4,3,2019-12-23,17:54,20:59,Arroz Chaufa,38,Pollo desmenuzado,2.28,kg,L701-0007,A3,Chef,13,Completado,0.15012664678091636,
20191223-5,1,2019-12-23,16:56,15:56,Tallarines Verdes,20,Fideos,4.0,kg,L174-0015,E2,Chef,17,Completado,0.3665907735664409,
20191223-5,2,2019-12-23,16:56,15:56,Tallarines Verdes,20,Espinaca,1.2,kg,L746-0005,C5,Chef,17,Completado,0.048689953515347204,
20191223-5,3,2019-12-23,16:56,15:56,Tallarines Verdes,20,Queso fresco,0.6,kg,L298-0003,C6,Chef,17,Completado,0.05879109540496555,
20191224-1,1,2019-12-24,18:45,15:51,Lomo Saltado,29,Carne de res,5.22,kg,L595-0039,A1,Chef,7,Completado,0.5040153456288522,
20191224-1,2,2019-12-24,18:45,15:51,Lomo Saltado,29,Papa amarilla,4.35,kg,L057-0033,B1,Chef,7,Completado,0.21743547330014829,
20191224-1,3,2019-12-24,18:45,15:51,Lomo Saltado,29,Cebolla roja,1.16,kg,L875-0015,C1,Chef,7,Completado,0.06674913186938572,
20191224-2,1,2019-12-24,12:18,13:33,Pollo a la Brasa,31,Pollo entero,12.4,kg,L162-0074,A2,Chef,10,Completado,0.8785560066052325,
20191224-2,2,2019-12-24,12:18,13:33,Pollo a la Brasa,31,Papa blanca,6.2,kg,L336-0036,B2,Chef,10,Completado,0.3991342258081662,
20191224-2,3,2019-12-24,12:18,13:33,Pollo a la Brasa,31,Ensalada,3.1,kg,L281-0019,C2,Chef,10,Completado,0.13233583378477018,
20191224-3,1,2019-12-24,18:01,18:09,Ceviche Clásico,27,Pescado blanco,5.4,kg,L189-0028,D1,Chef,11,Completado,0.21852992165844368,
20191224-3,2,2019-12-24,18:01,18:09,Ceviche Clásico,27,Limón,1.35,ml,L173-0008,D2,Chef,11,Completado,0.0584672410552547,
20191224-3,3,2019-12-24,18:01,18:09,Ceviche Clásico,27,Cebolla roja,1.08,kg,L875-0015,C1,Chef,11,Completado,0.0556754023327566,
20191224-4,1,2019-12-24,18:19,14:34,Arroz Chaufa,14,Arroz,3.5,kg,L441-0028,E1,Chef,10,Completado,0.3041033668157321,
20191224-4,2,2019-12-24,18:19,14:34,Arroz Chaufa,14,Huevo,0.7,kg,L212-0006,C4,Chef,10,Completado,0.06001099544700598,
20191224-4,3,2019-12-24,18:19,14:34,Arroz Chaufa,14,Pollo desmenuzado,0.84,kg,L701-0007,A3,Chef,10,Completado,0.0734024067004452,
20191224-5,1,2019-12-24,10:42,19:15,Tallarines Verdes,10,Fideos,2.0,kg,L174-0015,E2,Chef,17,Completado,0.11815712593359459,
20191224-5,2,2019-12-24,10:42,19:15,Tallarines Verdes,10,Espinaca,0.6,kg,L746-0005,C5,Chef,17,Completado,0.042950889974215624,
20191224-5,3,2019-12-24,10:42,19:15,Tallarines Verdes,10,Queso fresco,0.3,kg,L298-0003,C6,Chef,17,Completado,0.026054865001396706,
20191225-1,1,2019-12-25,15:33,14:58,Lomo Saltado,54,Carne de res,9.72,kg,L595-0039,A1,Chef,11,Completado,0.9193426768549686,
20191225-1,2,2019-12-25,15:33,14:58,Lomo Saltado,54,Papa amarilla,8.1,kg,L057-0033,B1,Chef,11,Completado,0.788619851314874,
20191225-1,3,2019-12-25,15:33,14:58,Lomo Saltado,54,Cebolla roja,2.16,kg,L875-0015,C1,Chef,11,Completado,0.10200130822060019,
20191225-2,1,2019-12-25,14:52,15:06,Pollo a la Brasa,51,Pollo entero,20.4,kg,L162-0074,A2,Chef,9,Completado,1.9430672624975622,
20191225-2,2,2019-12-25,14:52,15:06,Pollo a la Brasa,51,Papa blanca,10.2,kg,L336-0037,B2,Chef,9,Completado,0.47309484941262536,
20191225-2,3,2019-12-25,14:52,15:06,Pollo a la Brasa,51,Ensalada,5.1,kg,L281-0019,C2,Chef,9,Completado,0.2685515320913425,
20191225-3,1,2019-12-25,18:49,20:51,Ceviche Clásico,50,Pescado blanco,10.0,kg,L189-0029,D1,Chef,16,Completado,0.4688138696027899,
20191225-3,2,2019-12-25,18:49,20:51,Ceviche Clásico,50,Limón,2.5,ml,L173-0008,D2,Chef,16,Completado,0.11068610728638986,
20191225-3,3,2019-12-25,18:49,20:51,Ceviche Clásico,50,Cebolla roja,2.0,kg,L875-0015,C1,Chef,16,Completado,0.18223168989486732,
20191225-4,1,2019-12-25,18:48,12:18,Arroz Chaufa,21,Arroz,5.25,kg,L441-0028,E1,Chef,14,Completado,0.45632819993598406,
20191225-4,2,2019-12-25,18:48,12:18,Arroz Chaufa,21,Huevo,1.05,kg,L212-0006,C4,Chef,14,Completado,0.052493673755317584,
20191225-4,3,2019-12-25,18:48,12:18,Arroz Chaufa,21,Pollo desmenuzado,1.26,kg,L701-0007,A3,Chef,14,Completado,0.05409773399105362,
20191225-5,1,2019-12-25,19:25,11:18,Tallarines Verdes,22,Fideos,4.4,kg,L174-0015,E2,Chef,13,Completado,0.19138177877483784,
20191225-5,2,2019-12-25,19:25,11:18,Tallarines Verdes,22,Espinaca,1.32,kg,L746-0005,C5,Chef,13,Completado,0.10626434259409052,
20191225-5,3,2019-12-25,19:25,11:18,Tallarines Verdes,22,Queso fresco,0.66,kg,L298-0003,C6,Chef,13,Completado,0.056764113587596754,
20191226-1,1,2019-12-26,13:59,14:01,Lomo Saltado,66,Carne de res,11.88,kg,L595-0040,A1,Chef,8,Completado,1.1603680969343524,
20191226-1,2,2019-12-26,13:59,14:01,Lomo Saltado,66,Papa amarilla,9.9,kg,L057-0033,B1,Chef,8,Completado,0.5419488249358974,
20191226-1,3,2019-12-26,13:59,14:01,Lomo Saltado,66,Cebolla roja,2.64,kg,L875-0015,C1,Chef,8,Completado,0.10704051815990322,
20191226-2,1,2019-12-26,10:48,13:03,Pollo a la Brasa,47,Pollo entero,18.8,kg,L162-0074,A2,Chef,11,Completado,0.8396968607176986,
20191226-2,2,2019-12-26,10:48,13:03,Pollo a la Brasa,47,Papa blanca,9.4,kg,L336-0037,B2,Chef,11,Completado,0.5236836997143456,
20191226-2,3,2019-12-26,10:48,13:03,Pollo a la Brasa,47,Ensalada,4.7,kg,L281-0019,C2,Chef,11,Completado,0.4568368492515124,
20191226-3,1,2019-12-26,14:09,20:50,Ceviche Clásico,26,Pescado blanco,5.2,kg,L189-0029,D1,Chef,8,Completado,0.25445280721861524,
20191226-3,2,2019-12-26,14:09,20:50,Ceviche Clásico,26,Limón,1.3,ml,L173-0008,D2,Chef,8,Completado,0.10655297438233159,
20191226-3,3,2019-12-26,14:09,20:50,Ceviche Clásico,26,Cebolla roja,1.04,kg,L875-0015,C1,Chef,8,Completado,0.06448310964136739,
20191226-4,1,2019-12-26,16:38,18:32,Arroz Chaufa,24,Arroz,6.0,kg,L441-0028,E1,Chef,8,Completado,0.3979453947037483,
20191226-4,2,2019-12-26,16:38,18:32,Arroz Chaufa,24,Huevo,1.2,kg,L212-0006,C4,Chef,8,Completado,0.10556834276944048,
20191226-4,3,2019-12-26,16:38,18:32,Arroz Chaufa,24,Pollo desmenuzado,1.44,kg,L701-0007,A3,Chef,8,Completado,0.09750982695067908,
20191226-5,1,2019-12-26,17:18,16:24,Tallarines Verdes,20,Fideos,4.0,kg,L174-0015,E2,Chef,9,Completado,0.33725196984882627,
20191226-5,2,2019-12-26,17:18,16:24,Tallarines Verdes,20,Espinaca,1.2,kg,L746-0005,C5,Chef,9,Completado,0.09901945375252816,
20191226-5,3,2019-12-26,17:18,16:24,Tallarines Verdes,20,Queso fresco,0.6,kg,L298-0003,C6,Chef,9,Completado,0.025184788690377814,
20191227-1,1,2019-12-27,12:28,14:47,Lomo Saltado,58,Carne de res,10.44,kg,L595-0040,A1,Chef,9,Completado,0.5764676739455309,
20191227-1,2,2019-12-27,12:28,14:47,Lomo Saltado,58,Papa amarilla,8.7,kg,L057-0033,B1,Chef,9,Completado,0.5101836554442477,
20191227-1,3,2019-12-27,12:28,14:47,Lomo Saltado,58,Cebolla roja,2.32,kg,L875-0015,C1,Chef,9,Completado,0.13521927911531817,
20191227-2,1,2019-12-27,17:01,20:18,Pollo a la Brasa,57,Pollo entero,22.8,kg,L162-0074,A2,Chef,15,Completado,2.2213217643070524,
20191227-2,2,2019-12-27,17:01,20:18,Pollo a la Brasa,57,Papa blanca,11.4,kg,L336-0037,B2,Chef,15,Completado,0.9838022642415865,
20191227-2,3,2019-12-27,17:01,20:18,Pollo a la Brasa,57,Ensalada,5.7,kg,L281-0019,C2,Chef,15,Completado,0.5163208553417226,
20191227-3,1,2019-12-27,20:13,13:59,Ceviche Clásico,37,Pescado blanco,7.4,kg,L189-0029,D1,Chef,13,Completado,0.607025106081423,
20191227-3,2,2019-12-27,20:13,13:59,Ceviche Clásico,37,Limón,1.85,ml,L173-0008,D2,Chef,13,Completado,0.10209236875757839,
20191227-3,3,2019-12-27,20:13,13:59,Ceviche Clásico,37,Cebolla roja,1.48,kg,L875-0015,C1,Chef,13,Completado,0.13109063836925064,
20191227-4,1,2019-12-27,15:38,13:55,Arroz Chaufa,34,Arroz,8.5,kg,L441-0028,E1,Chef,15,Completado,0.4429716114627474,
20191227-4,2,2019-12-27,15:38,13:55,Arroz Chaufa,34,Huevo,1.7,kg,L212-0006,C4,Chef,15,Completado,0.1693589104424771,
20191227-4,3,2019-12-27,15:38,13:55,Arroz Chaufa,34,Pollo desmenuzado,2.04,kg,L701-0007,A3,Chef,15,Completado,0.1937184664137312,
20191227-5,1,2019-12-27,20:53,13:14,Tallarines Verdes,24,Fideos,4.8,kg,L174-0015,E2,Chef,9,Completado,0.2008568468667983,
20191227-5,2,2019-12-27,20:53,13:14,Tallarines Verdes,24,Espinaca,1.44,kg,L746-0005,C5,Chef,9,Completado,0.13832996028904812,
20191227-5,3,2019-12-27,20:53,13:14,Tallarines Verdes,24,Queso fresco,0.72,kg,L298-0003,C6,Chef,9,Completado,0.03518186281274481,
20191228-1,1,2019-12-28,17:11,14:15,Lomo Saltado,35,Carne de res,6.3,kg,L595-0040,A1,Chef,10,Completado,0.5043258932887361,
20191228-1,2,2019-12-28,17:11,14:15,Lomo Saltado,35,Papa amarilla,5.25,kg,L057-0033,B1,Chef,10,Completado,0.4146658473585781,
20191228-1,3,2019-12-28,17:11,14:15,Lomo Saltado,35,Cebolla roja,1.4,kg,L875-0015,C1,Chef,10,Completado,0.13170153381069544,
20191228-2,1,2019-12-28,15:14,13:19,Pollo a la Brasa,28,Pollo entero,11.2,kg,L162-0074,A2,Chef,8,Completado,1.0317622973720284,
20191228-2,2,2019-12-28,15:14,13:19,Pollo a la Brasa,28,Papa blanca,5.6,kg,L336-0037,B2,Chef,8,Completado,0.2454110377674093,
20191228-2,3,2019-12-28,15:14,13:19,Pollo a la Brasa,28,Ensalada,2.8,kg,L281-0019,C2,Chef,8,Completado,0.2541216080529206,
20191228-3,1,2019-12-28,10:48,11:52,Ceviche Clásico,32,Pescado blanco,6.4,kg,L189-0029,D1,Chef,17,Completado,0.44752059177893194,
20191228-3,2,2019-12-28,10:48,11:52,Ceviche Clásico,32,Limón,1.6,ml,L173-0008,D2,Chef,17,Completado,0.153714990552741,
20191228-3,3,2019-12-28,10:48,11:52,Ceviche Clásico,32,Cebolla roja,1.28,kg,L875-0015,C1,Chef,17,Completado,0.06270537938619819,
20191228-4,1,2019-12-28,12:39,12:32,Arroz Chaufa,24,Arroz,6.0,kg,L441-0028,E1,Chef,9,Completado,0.5165093065356734,
20191228-4,2,2019-12-28,12:39,12:32,Arroz Chaufa,24,Huevo,1.2,kg,L212-0006,C4,Chef,9,Completado,0.07602670460935936,
20191228-4,3,2019-12-28,12:39,12:32,Arroz Chaufa,24,Pollo desmenuzado,1.44,kg,L701-0007,A3,Chef,9,Completado,0.1271456650071108,
20191228-5,1,2019-12-28,14:55,17:43,Tallarines Verdes,17,Fideos,3.4,kg,L174-0015,E2,Chef,9,Completado,0.2475959852986138,
20191228-5,2,2019-12-28,14:55,17:43,Tallarines Verdes,17,Espinaca,1.02,kg,L746-0005,C5,Chef,9,Completado,0.07341260096242123,
20191228-5,3,2019-12-28,14:55,17:43,Tallarines Verdes,17,Queso fresco,0.51,kg,L298-0003,C6,Chef,9,Completado,0.02148640308279015,
20191229-1,1,2019-12-29,20:05,16:05,Lomo Saltado,79,Carne de res,14.22,kg,L595-0040,A1,Chef,16,Completado,1.186680995485325,
20191229-1,2,2019-12-29,20:05,16:05,Lomo Saltado,79,Papa amarilla,11.85,kg,L057-0033,B1,Chef,16,Completado,1.0539029158117366,
20191229-1,3,2019-12-29,20:05,16:05,Lomo Saltado,79,Cebolla roja,3.16,kg,L875-0015,C1,Chef,16,Completado,0.2917148922686375,
20191229-2,1,2019-12-29,15:20,18:43,Pollo a la Brasa,51,Pollo entero,20.4,kg,L162-0075,A2,Chef,7,Completado,2.0154200221246574,
20191229-2,2,2019-12-29,15:20,18:43,Pollo a la Brasa,51,Papa blanca,10.2,kg,L336-0037,B2,Chef,7,Completado,0.6568193558392349,
20191229-2,3,2019-12-29,15:20,18:43,Pollo a la Brasa,51,Ensalada,5.1,kg,L281-0019,C2,Chef,7,Completado,0.36230702099291917,
20191229-3,1,2019-12-29,16:17,13:04,Ceviche Clásico,55,Pescado blanco,11.0,kg,L189-0029,D1,Chef,7,Completado,0.8266889481750207,
20191229-3,2,2019-12-29,16:17,13:04,Ceviche Clásico,55,Limón,2.75,ml,L173-0008,D2,Chef,7,Completado,0.24002578255734605,
20191229-3,3,2019-12-29,16:17,13:04,Ceviche Clásico,55,Cebolla roja,2.2,kg,L875-0015,C1,Chef,7,Completado,0.18450625081479807,
