fecha,anio,work_center_id,work_center_name,linea,min_disp_dia_base,unidades_paralelas,eficiencia,min_disp_total
2021-11-28,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-11-28,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-11-28,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-11-28,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-11-28,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-11-29,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-11-29,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-11-29,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-11-29,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-11-29,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-11-30,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-11-30,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-11-30,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-11-30,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-11-30,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-12-01,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-12-01,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-12-01,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-12-01,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-12-01,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-12-02,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-12-02,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-12-02,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-12-02,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-12-02,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-12-03,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-12-03,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-12-03,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-12-03,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-12-03,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-12-04,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-12-04,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-12-04,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-12-04,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-12-04,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-12-05,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-12-05,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-12-05,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-12-05,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-12-05,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-12-06,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-12-06,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-12-06,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-12-06,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-12-06,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-12-07,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-12-07,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-12-07,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-12-07,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-12-07,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-12-08,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,863.6
2021-12-08,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.861,413.1
2021-12-08,2021,WC_HORNO,Horno,Caliente,480,1,0.915,439.1
2021-12-08,2021,WC_TABLA,Tabla,Fria,480,2,0.94,902.1
2021-12-08,2021,WC_EMPLATE,Emplatado,General,480,2,0.991,951.4
2021-12-09,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-12-09,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-12-09,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-12-09,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-12-09,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-12-10,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-12-10,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-12-10,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-12-10,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-12-10,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-12-11,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-12-11,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-12-11,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-12-11,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-12-11,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-12-12,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-12-12,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-12-12,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-12-12,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-12-12,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-12-13,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-12-13,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-12-13,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-12-13,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-12-13,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-12-14,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-12-14,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-12-14,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-12-14,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-12-14,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-12-15,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-12-15,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-12-15,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-12-15,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-12-15,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-12-16,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-12-16,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-12-16,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-12-16,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-12-16,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-12-17,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-12-17,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-12-17,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-12-17,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-12-17,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-12-18,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-12-18,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-12-18,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-12-18,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-12-18,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-12-19,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-12-19,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-12-19,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-12-19,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-12-19,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-12-20,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-12-20,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-12-20,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-12-20,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-12-20,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-12-21,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-12-21,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-12-21,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-12-21,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-12-21,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-12-22,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-12-22,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-12-22,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-12-22,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-12-22,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-12-23,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-12-23,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-12-23,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-12-23,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-12-23,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-12-24,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-12-24,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-12-24,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-12-24,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-12-24,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-12-25,2021,WC_SARTEN,Sartén,Caliente,480,2,0.875,840.4
2021-12-25,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.874,419.5
2021-12-25,2021,WC_HORNO,Horno,Caliente,480,1,0.91,436.7
2021-12-25,2021,WC_TABLA,Tabla,Fria,480,2,0.975,936.0
2021-12-25,2021,WC_EMPLATE,Emplatado,General,480,2,0.934,897.1
2021-12-26,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-12-26,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-12-26,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-12-26,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-12-26,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-12-27,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-12-27,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-12-27,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-12-27,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-12-27,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-12-28,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-12-28,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-12-28,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-12-28,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-12-28,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-12-29,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-12-29,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-12-29,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-12-29,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-12-29,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-12-30,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-12-30,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-12-30,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-12-30,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-12-30,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2021-12-31,2021,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2021-12-31,2021,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2021-12-31,2021,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2021-12-31,2021,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2021-12-31,2021,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2022-01-01,2022,WC_SARTEN,Sartén,Caliente,480,2,0.859,824.6
2022-01-01,2022,WC_PLANCHA,Plancha,Caliente,480,1,0.879,421.9
2022-01-01,2022,WC_HORNO,Horno,Caliente,480,1,0.925,444.2
2022-01-01,2022,WC_TABLA,Tabla,Fria,480,2,0.922,885.0
2022-01-01,2022,WC_EMPLATE,Emplatado,General,480,2,0.976,937.0
2022-01-02,2022,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2022-01-02,2022,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2022-01-02,2022,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2022-01-02,2022,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2022-01-02,2022,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2022-01-03,2022,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2022-01-03,2022,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2022-01-03,2022,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2022-01-03,2022,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2022-01-03,2022,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2022-01-04,2022,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2022-01-04,2022,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2022-01-04,2022,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2022-01-04,2022,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2022-01-04,2022,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2022-01-05,2022,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2022-01-05,2022,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2022-01-05,2022,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2022-01-05,2022,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2022-01-05,2022,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2022-01-06,2022,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2022-01-06,2022,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2022-01-06,2022,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2022-01-06,2022,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2022-01-06,2022,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2022-01-07,2022,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2022-01-07,2022,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2022-01-07,2022,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2022-01-07,2022,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2022-01-07,2022,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2022-01-08,2022,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2022-01-08,2022,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2022-01-08,2022,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2022-01-08,2022,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2022-01-08,2022,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2022-01-09,2022,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2022-01-09,2022,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2022-01-09,2022,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2022-01-09,2022,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2022-01-09,2022,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2022-01-10,2022,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2022-01-10,2022,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2022-01-10,2022,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2022-01-10,2022,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2022-01-10,2022,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2022-01-11,2022,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2022-01-11,2022,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2022-01-11,2022,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2022-01-11,2022,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2022-01-11,2022,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2022-01-12,2022,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2022-01-12,2022,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2022-01-12,2022,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2022-01-12,2022,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2022-01-12,2022,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2022-01-13,2022,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2022-01-13,2022,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2022-01-13,2022,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2022-01-13,2022,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2022-01-13,2022,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2022-01-14,2022,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2022-01-14,2022,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2022-01-14,2022,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2022-01-14,2022,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2022-01-14,2022,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2022-01-15,2022,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2022-01-15,2022,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2022-01-15,2022,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2022-01-15,2022,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2022-01-15,2022,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2022-01-16,2022,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2022-01-16,2022,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2022-01-16,2022,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2022-01-16,2022,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2022-01-16,2022,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2022-01-17,2022,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2022-01-17,2022,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2022-01-17,2022,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2022-01-17,2022,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2022-01-17,2022,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2022-01-18,2022,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2022-01-18,2022,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2022-01-18,2022,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2022-01-18,2022,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2022-01-18,2022,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2022-01-19,2022,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2022-01-19,2022,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2022-01-19,2022,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2022-01-19,2022,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2022-01-19,2022,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2022-01-20,2022,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2022-01-20,2022,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2022-01-20,2022,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2022-01-20,2022,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2022-01-20,2022,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2022-01-21,2022,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2022-01-21,2022,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2022-01-21,2022,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2022-01-21,2022,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2022-01-21,2022,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2022-01-22,2022,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2022-01-22,2022,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2022-01-22,2022,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2022-01-22,2022,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2022-01-22,2022,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2022-01-23,2022,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2022-01-23,2022,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2022-01-23,2022,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2022-01-23,2022,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2022-01-23,2022,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2022-01-24,2022,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2022-01-24,2022,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2022-01-24,2022,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2022-01-24,2022,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2022-01-24,2022,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2022-01-25,2022,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2022-01-25,2022,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2022-01-25,2022,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2022-01-25,2022,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2022-01-25,2022,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2022-01-26,2022,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2022-01-26,2022,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2022-01-26,2022,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2022-01-26,2022,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2022-01-26,2022,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2022-01-27,2022,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2022-01-27,2022,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2022-01-27,2022,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2022-01-27,2022,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2022-01-27,2022,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2022-01-28,2022,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2022-01-28,2022,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2022-01-28,2022,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2022-01-28,2022,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2022-01-28,2022,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2022-01-29,2022,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2022-01-29,2022,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2022-01-29,2022,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2022-01-29,2022,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2022-01-29,2022,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2022-01-30,2022,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2022-01-30,2022,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2022-01-30,2022,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2022-01-30,2022,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2022-01-30,2022,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2022-01-31,2022,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2022-01-31,2022,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2022-01-31,2022,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2022-01-31,2022,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2022-01-31,2022,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2022-02-01,2022,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2022-02-01,2022,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2022-02-01,2022,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2022-02-01,2022,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2022-02-01,2022,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2022-02-02,2022,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2022-02-02,2022,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2022-02-02,2022,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2022-02-02,2022,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2022-02-02,2022,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2022-02-03,2022,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2022-02-03,2022,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2022-02-03,2022,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2022-02-03,2022,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2022-02-03,2022,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2022-02-04,2022,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2022-02-04,2022,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2022-02-04,2022,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2022-02-04,2022,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2022-02-04,2022,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2022-02-05,2022,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
