fecha,día_semana,mes,estación,evento,feriado,clima,temperatura (°C)
2019-11-18,Lunes,Noviembre,Primavera,Ninguno,0,Nublado,22.14423933710945
2019-11-19,Martes,Noviembre,Primavera,Ninguno,0,Soleado,23.67360017662744
2019-11-20,Miércoles,Noviembre,Primavera,Ninguno,0,Soleado,22.90237147281685
2019-11-21,Jueves,Noviembre,Primavera,Ninguno,0,Soleado,24.28983173248846
2019-11-22,Viernes,Noviembre,Primavera,Ninguno,0,Soleado,24.80800872444149
2019-11-23,Sábado,Noviembre,Primavera,Ninguno,0,Nublado,24.59179392880484
2019-11-24,Domingo,Noviembre,Primavera,Ninguno,0,Nublado,23.26485660729617
2019-11-25,Lunes,Noviembre,Primavera,Ninguno,0,Nublado,25.14972888794382
2019-11-26,Martes,Noviembre,Primavera,Ninguno,0,Soleado,23.72567278071956
2019-11-27,Miércoles,Noviembre,Primavera,Ninguno,0,Nublado,24.50404992376423
2019-11-28,Jueves,Noviembre,Primavera,Ninguno,0,Nublado,24.05095697842703
2019-11-29,Viernes,Noviembre,Primavera,Ninguno,0,Soleado,24.94682275392888
2019-11-30,Sábado,Noviembre,Primavera,Ninguno,0,Nublado,25.68422878918077
2019-12-01,Domingo,Diciembre,Verano,Ninguno,0,Nublado,28.5181646259155
2019-12-02,Lunes,Diciembre,Verano,Ninguno,0,Nublado,29.99935205381918
2019-12-03,Martes,Diciembre,Verano,Ninguno,0,Nublado,27.57225345872101
2019-12-04,Miércoles,Diciembre,Verano,Ninguno,0,Nublado,28.47070823258712
2019-12-05,Jueves,Diciembre,Verano,Ninguno,0,Nublado,26.57928362167634
2019-12-06,Viernes,Diciembre,Verano,Ninguno,0,Soleado,30.20996605519732
2019-12-07,Sábado,Diciembre,Verano,Ninguno,0,Soleado,26.27783958453439
2019-12-08,Domingo,Diciembre,Verano,Inmaculada Concepción,1,Soleado,27.67065020250773
2019-12-09,Lunes,Diciembre,Verano,Ninguno,0,Soleado,26.86497222595797
2019-12-10,Martes,Diciembre,Verano,Ninguno,0,Nublado,29.71346283362543
2019-12-11,Miércoles,Diciembre,Verano,Ninguno,0,Soleado,26.07341421780036
2019-12-12,Jueves,Diciembre,Verano,Ninguno,0,Soleado,30.28274011787279
2019-12-13,Viernes,Diciembre,Verano,Ninguno,0,Nublado,27.86130786595774
2019-12-14,Sábado,Diciembre,Verano,Ninguno,0,Nublado,29.00420203972541
2019-12-15,Domingo,Diciembre,Verano,Ninguno,0,Soleado,26.59836277932447
2019-12-16,Lunes,Diciembre,Verano,Ninguno,0,Nublado,30.79214590450486
2019-12-17,Martes,Diciembre,Verano,Ninguno,0,Soleado,30.97732236291819
2019-12-18,Miércoles,Diciembre,Verano,Ninguno,0,Soleado,27.55480754960383
2019-12-19,Jueves,Diciembre,Verano,Ninguno,0,Nublado,29.43832524583046
2019-12-20,Viernes,Diciembre,Verano,Ninguno,0,Soleado,27.93920847581825
2019-12-21,Sábado,Diciembre,Verano,Ninguno,0,Nublado,29.2044431729308
2019-12-22,Domingo,Diciembre,Verano,Ninguno,0,Soleado,27.04528829301121
2019-12-23,Lunes,Diciembre,Verano,Ninguno,0,Soleado,28.62544151483631
2019-12-24,Martes,Diciembre,Verano,Ninguno,0,Soleado,26.82953433938267
2019-12-25,Miércoles,Diciembre,Verano,Navidad,1,Soleado,30.18152145275119
2019-12-26,Jueves,Diciembre,Verano,Ninguno,0,Nublado,28.77984714014224
2019-12-27,Viernes,Diciembre,Verano,Ninguno,0,Nublado,30.19534865440857
2019-12-28,Sábado,Diciembre,Verano,Ninguno,0,Nublado,26.70797944284387
2019-12-29,Domingo,Diciembre,Verano,Ninguno,0,Nublado,28.24122806627176
2019-12-30,Lunes,Diciembre,Verano,Ninguno,0,Nublado,26.40024641823092
2019-12-31,Martes,Diciembre,Verano,Fin de Año,0,Soleado,29.77665086397372
2020-01-01,Lunes,Enero,Verano,Año Nuevo,1,Soleado,28.19439219876026
2020-01-02,Martes,Enero,Verano,Ninguno,0,Nublado,30.29298959955691
2020-01-03,Miércoles,Enero,Verano,Ninguno,0,Soleado,26.47088673943825
2020-01-04,Jueves,Enero,Verano,Ninguno,0,Nublado,30.87811175818378
2020-01-05,Viernes,Enero,Verano,Ninguno,0,Nublado,29.93032152638477
2020-01-06,Sábado,Enero,Verano,Ninguno,0,Nublado,26.64056816337773
2020-01-07,Domingo,Enero,Verano,Ninguno,0,Nublado,27.85399012116291
2020-01-08,Lunes,Enero,Verano,Ninguno,0,Soleado,30.63382494424301
2020-01-09,Martes,Enero,Verano,Ninguno,0,Nublado,30.11380806635415
2020-01-10,Miércoles,Enero,Verano,Ninguno,0,Nublado,28.21707099413666
2020-01-11,Jueves,Enero,Verano,Ninguno,0,Soleado,28.77292393507917
2020-01-12,Viernes,Enero,Verano,Ninguno,0,Soleado,26.31908628052088
2020-01-13,Sábado,Enero,Verano,Ninguno,0,Nublado,29.15832199561033
2020-01-14,Domingo,Enero,Verano,Ninguno,0,Nublado,29.79043870042687
2020-01-15,Lunes,Enero,Verano,Ninguno,0,Nublado,30.85349012197452
2020-01-16,Martes,Enero,Verano,Ninguno,0,Soleado,30.46560560661099
2020-01-17,Miércoles,Enero,Verano,Ninguno,0,Nublado,26.97319353925984
2020-01-18,Jueves,Enero,Verano,Ninguno,0,Nublado,28.33360501863517
2020-01-19,Viernes,Enero,Verano,Ninguno,0,Soleado,26.77144746033774
2020-01-20,Sábado,Enero,Verano,Ninguno,0,Soleado,29.41524476621227
2020-01-21,Domingo,Enero,Verano,Ninguno,0,Nublado,30.83754866217105
2020-01-22,Lunes,Enero,Verano,Ninguno,0,Nublado,27.62912679069076
2020-01-23,Martes,Enero,Verano,Ninguno,0,Nublado,28.34777905637904
2020-01-24,Miércoles,Enero,Verano,Ninguno,0,Soleado,26.94735679542143
2020-01-25,Jueves,Enero,Verano,Ninguno,0,Soleado,28.37852463112967
2020-01-26,Viernes,Enero,Verano,Ninguno,0,Soleado,27.13454674525442
2020-01-27,Sábado,Enero,Verano,Ninguno,0,Nublado,28.18575959436165
2020-01-28,Domingo,Enero,Verano,Ninguno,0,Nublado,30.16339098028919
2020-01-29,Lunes,Enero,Verano,Ninguno,0,Nublado,27.5618332069102
2020-01-30,Martes,Enero,Verano,Ninguno,0,Nublado,30.16129900697601
2020-01-31,Miércoles,Enero,Verano,Ninguno,0,Soleado,27.93739189515087
2020-02-01,Jueves,Febrero,Verano,Ninguno,0,Nublado,27.44164051965122
2020-02-02,Viernes,Febrero,Verano,Ninguno,0,Soleado,26.69876241804655
2020-02-03,Sábado,Febrero,Verano,Ninguno,0,Nublado,26.99954101237554
2020-02-04,Domingo,Febrero,Verano,Ninguno,0,Nublado,29.93462188751069
2020-02-05,Lunes,Febrero,Verano,Ninguno,0,Soleado,29.32425428296016
2020-02-06,Martes,Febrero,Verano,Ninguno,0,Soleado,29.90364515510984
2020-02-07,Miércoles,Febrero,Verano,Ninguno,0,Nublado,28.2945788776917
2020-02-08,Jueves,Febrero,Verano,Ninguno,0,Nublado,26.69898499063829
2020-02-09,Viernes,Febrero,Verano,Ninguno,0,Nublado,26.57265036767987
2020-02-10,Sábado,Febrero,Verano,Ninguno,0,Soleado,28.35548103071566
2020-02-11,Domingo,Febrero,Verano,Ninguno,0,Nublado,28.82618053240594
2020-02-12,Lunes,Febrero,Verano,Ninguno,0,Soleado,29.17359160000295
2020-02-13,Martes,Febrero,Verano,Ninguno,0,Nublado,28.76789700328998
2020-02-14,Miércoles,Febrero,Verano,Día del Amor y la Amistad,0,Soleado,27.51975049031306
2020-02-15,Jueves,Febrero,Verano,Ninguno,0,Nublado,26.1540891728397
2020-02-16,Viernes,Febrero,Verano,Ninguno,0,Soleado,27.07292336409765
2020-02-17,Sábado,Febrero,Verano,Ninguno,0,Soleado,28.04264321862318
2020-02-18,Domingo,Febrero,Verano,Ninguno,0,Nublado,27.1696974293267
2020-02-19,Lunes,Febrero,Verano,Ninguno,0,Nublado,26.29151370844533
2020-02-20,Martes,Febrero,Verano,Ninguno,0,Nublado,27.46796878883342
2020-02-21,Miércoles,Febrero,Verano,Ninguno,0,Soleado,29.30958257363448
2020-02-22,Jueves,Febrero,Verano,Ninguno,0,Soleado,29.91949104553207
2020-02-23,Viernes,Febrero,Verano,Ninguno,0,Nublado,29.32156770163694
2020-02-24,Sábado,Febrero,Verano,Ninguno,0,Soleado,30.07010192333017
2020-02-25,Domingo,Febrero,Verano,Ninguno,0,Soleado,26.83486459953852
2020-02-26,Lunes,Febrero,Verano,Ninguno,0,Soleado,26.45023930387821
2020-02-27,Martes,Febrero,Verano,Ninguno,0,Soleado,29.61179675298225
2020-02-28,Miércoles,Febrero,Verano,Ninguno,0,Nublado,26.80635889516801
2020-02-29,Jueves,Febrero,Verano,Ninguno,0,Soleado,28.50522387551682
2020-03-01,Viernes,Marzo,Verano,Ninguno,0,Nublado,29.48160187538868
2020-03-02,Sábado,Marzo,Verano,Ninguno,0,Soleado,28.23078137787015
2020-03-03,Domingo,Marzo,Verano,Ninguno,0,Soleado,27.50756044573938
2020-03-04,Lunes,Marzo,Verano,Ninguno,0,Soleado,29.15141296559444
2020-03-05,Martes,Marzo,Verano,Ninguno,0,Nublado,26.4382495965805
2020-03-06,Miércoles,Marzo,Verano,Ninguno,0,Soleado,26.59002951060258
2020-03-07,Jueves,Marzo,Verano,Ninguno,0,Soleado,30.54290345353803
2020-03-08,Viernes,Marzo,Verano,Ninguno,0,Nublado,29.49853566905375
2020-03-09,Sábado,Marzo,Verano,Ninguno,0,Soleado,30.84588188673862
2020-03-10,Domingo,Marzo,Verano,Ninguno,0,Soleado,29.89375451982897
2020-03-11,Lunes,Marzo,Verano,Ninguno,0,Soleado,28.24680751071894
2020-03-12,Martes,Marzo,Verano,Ninguno,0,Nublado,27.3612078092258
2020-03-13,Miércoles,Marzo,Verano,Ninguno,0,Soleado,30.51301198271921
2020-03-14,Jueves,Marzo,Verano,Ninguno,0,Soleado,28.27888144916805
2020-03-15,Viernes,Marzo,Verano,Ninguno,0,Nublado,27.52978312075326
2020-03-16,Sábado,Marzo,Verano,Ninguno,0,Soleado,28.89609784470948
2020-03-17,Domingo,Marzo,Verano,Ninguno,0,Nublado,30.28307142046188
2020-03-18,Lunes,Marzo,Verano,Ninguno,0,Soleado,29.79259764917605
2020-03-19,Martes,Marzo,Verano,Ninguno,0,Soleado,28.16046519887552
2020-03-20,Miércoles,Marzo,Verano,Ninguno,0,Nublado,29.13654420351222
2020-03-21,Jueves,Marzo,Verano,Ninguno,0,Soleado,29.2492330077741
2020-03-22,Viernes,Marzo,Verano,Ninguno,0,Nublado,26.42222160569944
2020-03-23,Sábado,Marzo,Verano,Ninguno,0,Nublado,26.20807086930946
2020-03-24,Domingo,Marzo,Verano,Ninguno,0,Soleado,28.46995409622259
2020-03-25,Lunes,Marzo,Verano,Ninguno,0,Soleado,26.72262094433023
2020-03-26,Martes,Marzo,Verano,Ninguno,0,Soleado,26.51701483861276
2020-03-27,Miércoles,Marzo,Verano,Ninguno,0,Soleado,26.85296484268443
2020-03-28,Jueves,Marzo,Verano,Jueves Santo,1,Nublado,30.62560059188399
2020-03-29,Viernes,Marzo,Verano,Viernes Santo,1,Nublado,27.73434902267418
2020-03-30,Sábado,Marzo,Verano,Ninguno,0,Nublado,28.95457745740708
2020-03-31,Domingo,Marzo,Verano,Ninguno,0,Soleado,30.79279606620723
2020-04-01,Lunes,Abril,Otoño,Ninguno,0,Soleado,22.9292137477716
2020-04-02,Martes,Abril,Otoño,Ninguno,0,Nublado,21.33091999968975
2020-04-03,Miércoles,Abril,Otoño,Ninguno,0,Lluvioso,22.94663332335264
2020-04-04,Jueves,Abril,Otoño,Ninguno,0,Lluvioso,24.75130581989993
2020-04-05,Viernes,Abril,Otoño,Ninguno,0,Nublado,23.2869122095043
2020-04-06,Sábado,Abril,Otoño,Ninguno,0,Nublado,22.06790265236758
2020-04-07,Domingo,Abril,Otoño,Ninguno,0,Nublado,22.32627598937021
2020-04-08,Lunes,Abril,Otoño,Ninguno,0,Nublado,22.75564584122019
2020-04-09,Martes,Abril,Otoño,Ninguno,0,Nublado,21.08644831952132
2020-04-10,Miércoles,Abril,Otoño,Ninguno,0,Nublado,24.58464308735907
2020-04-11,Jueves,Abril,Otoño,Ninguno,0,Lluvioso,21.56099635599444
2020-04-12,Viernes,Abril,Otoño,Ninguno,0,Soleado,21.43430296454178
2020-04-13,Sábado,Abril,Otoño,Ninguno,0,Nublado,23.68896037215925
2020-04-14,Domingo,Abril,Otoño,Ninguno,0,Soleado,23.63769053876761
2020-04-15,Lunes,Abril,Otoño,Ninguno,0,Soleado,23.90797845714753
2020-04-16,Martes,Abril,Otoño,Ninguno,0,Lluvioso,21.43096378382359
2020-04-17,Miércoles,Abril,Otoño,Ninguno,0,Lluvioso,24.66404738055043
2020-04-18,Jueves,Abril,Otoño,Ninguno,0,Lluvioso,21.14965022470472
2020-04-19,Viernes,Abril,Otoño,Ninguno,0,Soleado,23.21940987756593
2020-04-20,Sábado,Abril,Otoño,Ninguno,0,Nublado,24.31915897252965
2020-04-21,Domingo,Abril,Otoño,Ninguno,0,Nublado,24.23300588825721
2020-04-22,Lunes,Abril,Otoño,Ninguno,0,Lluvioso,24.81159758027898
2020-04-23,Martes,Abril,Otoño,Ninguno,0,Soleado,22.16367135256047
2020-04-24,Miércoles,Abril,Otoño,Ninguno,0,Nublado,22.02386036227041
2020-04-25,Jueves,Abril,Otoño,Ninguno,0,Nublado,24.74417428019585
2020-04-26,Viernes,Abril,Otoño,Ninguno,0,Soleado,21.17964247756932
2020-04-27,Sábado,Abril,Otoño,Ninguno,0,Soleado,22.74038824001215
2020-04-28,Domingo,Abril,Otoño,Ninguno,0,Lluvioso,24.56670906501965
2020-04-29,Lunes,Abril,Otoño,Ninguno,0,Lluvioso,23.9944320778278
2020-04-30,Martes,Abril,Otoño,Ninguno,0,Lluvioso,24.57378655879145
2020-05-01,Miércoles,Mayo,Otoño,Día del Trabajador,1,Lluvioso,23.0754334415458
2020-05-02,Jueves,Mayo,Otoño,Ninguno,0,Nublado,24.08804972844395
2020-05-03,Viernes,Mayo,Otoño,Ninguno,0,Soleado,23.64664505267104
2020-05-04,Sábado,Mayo,Otoño,Ninguno,0,Nublado,21.37786667224606
2020-05-05,Domingo,Mayo,Otoño,Ninguno,0,Nublado,23.9871584453961
2020-05-06,Lunes,Mayo,Otoño,Ninguno,0,Nublado,24.74725260213512
2020-05-07,Martes,Mayo,Otoño,Ninguno,0,Soleado,21.96388230002274
2020-05-08,Miércoles,Mayo,Otoño,Ninguno,0,Soleado,24.32445068849962
2020-05-09,Jueves,Mayo,Otoño,Ninguno,0,Soleado,21.61313726649798
2020-05-10,Viernes,Mayo,Otoño,Ninguno,0,Lluvioso,23.39753116608338
2020-05-11,Sábado,Mayo,Otoño,Ninguno,0,Soleado,24.49824816334986
2020-05-12,Domingo,Mayo,Otoño,Día de la Madre,0,Soleado,22.24129469160038
2020-05-13,Lunes,Mayo,Otoño,Ninguno,0,Soleado,24.10961935296471
2020-05-14,Martes,Mayo,Otoño,Ninguno,0,Soleado,23.00296474480937
2020-05-15,Miércoles,Mayo,Otoño,Ninguno,0,Lluvioso,21.575590010205
2020-05-16,Jueves,Mayo,Otoño,Ninguno,0,Lluvioso,21.91862411999542
2020-05-17,Viernes,Mayo,Otoño,Ninguno,0,Soleado,21.52728887114608
2020-05-18,Sábado,Mayo,Otoño,Ninguno,0,Soleado,21.48733001851413
2020-05-19,Domingo,Mayo,Otoño,Ninguno,0,Lluvioso,23.02531972648253
2020-05-20,Lunes,Mayo,Otoño,Ninguno,0,Lluvioso,23.32446643688361
2020-05-21,Martes,Mayo,Otoño,Ninguno,0,Lluvioso,21.79910260664023
2020-05-22,Miércoles,Mayo,Otoño,Ninguno,0,Lluvioso,23.86162851846321
2020-05-23,Jueves,Mayo,Otoño,Ninguno,0,Lluvioso,23.95593601566217
2020-05-24,Viernes,Mayo,Otoño,Ninguno,0,Lluvioso,21.49501521460138
2020-05-25,Sábado,Mayo,Otoño,Ninguno,0,Soleado,24.71025020402603
2020-05-26,Domingo,Mayo,Otoño,Ninguno,0,Soleado,22.20379476712376
2020-05-27,Lunes,Mayo,Otoño,Ninguno,0,Nublado,22.95433618140613
2020-05-28,Martes,Mayo,Otoño,Ninguno,0,Nublado,24.82249302818788
2020-05-29,Miércoles,Mayo,Otoño,Ninguno,0,Nublado,22.14578490752822
2020-05-30,Jueves,Mayo,Otoño,Ninguno,0,Lluvioso,21.09943796554503
2020-05-31,Viernes,Mayo,Otoño,Ninguno,0,Lluvioso,23.2207921693073
2020-06-01,Sábado,Junio,Otoño,Ninguno,0,Soleado,21.42358961500301
2020-06-02,Domingo,Junio,Otoño,Ninguno,0,Nublado,21.56135838825565
2020-06-03,Lunes,Junio,Otoño,Ninguno,0,Lluvioso,24.86492764857273
2020-06-04,Martes,Junio,Otoño,Ninguno,0,Nublado,23.38417021293749
2020-06-05,Miércoles,Junio,Otoño,Ninguno,0,Soleado,24.21744366245188
2020-06-06,Jueves,Junio,Otoño,Ninguno,0,Lluvioso,22.86952640622117
2020-06-07,Viernes,Junio,Otoño,Batalla de Arica / Día de la Bandera,1,Nublado,21.07134713590795
2020-06-08,Sábado,Junio,Otoño,Ninguno,0,Lluvioso,21.43657598706294
2020-06-09,Domingo,Junio,Otoño,Ninguno,0,Soleado,24.18726835330065
2020-06-10,Lunes,Junio,Otoño,Ninguno,0,Lluvioso,21.93056296786574
2020-06-11,Martes,Junio,Otoño,Ninguno,0,Nublado,23.42406328280005
2020-06-12,Miércoles,Junio,Otoño,Ninguno,0,Nublado,24.47095581510404
2020-06-13,Jueves,Junio,Otoño,Ninguno,0,Lluvioso,22.65028627709472
2020-06-14,Viernes,Junio,Otoño,Ninguno,0,Nublado,22.49673617362873
2020-06-15,Sábado,Junio,Otoño,Ninguno,0,Lluvioso,23.6077241023199
2020-06-16,Domingo,Junio,Otoño,Día del Padre,0,Nublado,24.4699625270093
2020-06-17,Lunes,Junio,Otoño,Ninguno,0,Soleado,21.99135825180543
2020-06-18,Martes,Junio,Otoño,Ninguno,0,Nublado,21.94664945199033
2020-06-19,Miércoles,Junio,Otoño,Ninguno,0,Lluvioso,24.26627505369564
2020-06-20,Jueves,Junio,Otoño,Ninguno,0,Lluvioso,21.4211123194165
2020-06-21,Viernes,Junio,Otoño,Ninguno,0,Lluvioso,23.37773465502581
2020-06-22,Sábado,Junio,Otoño,Ninguno,0,Soleado,21.58469297677079
2020-06-23,Domingo,Junio,Otoño,Ninguno,0,Soleado,22.2413386956963
2020-06-24,Lunes,Junio,Otoño,Ninguno,0,Lluvioso,21.57548773188457
2020-06-25,Martes,Junio,Otoño,Ninguno,0,Lluvioso,21.66212689094111
2020-06-26,Miércoles,Junio,Otoño,Ninguno,0,Lluvioso,22.13888032935174
2020-06-27,Jueves,Junio,Otoño,Ninguno,0,Nublado,21.46196025466142
2020-06-28,Viernes,Junio,Otoño,Ninguno,0,Soleado,21.08459206534576
2020-06-29,Sábado,Junio,Otoño,San Pedro y San Pablo,1,Lluvioso,21.69856588374341
2020-06-30,Domingo,Junio,Otoño,Ninguno,0,Soleado,21.2135277305087
2020-07-01,Lunes,Julio,Invierno,Ninguno,0,Nublado,19.72285810719803
2020-07-02,Martes,Julio,Invierno,Ninguno,0,Lluvioso,18.57452182732811
2020-07-03,Miércoles,Julio,Invierno,Ninguno,0,Lluvioso,19.01810494808892
2020-07-04,Jueves,Julio,Invierno,Ninguno,0,Nublado,20.50001976893843
2020-07-05,Viernes,Julio,Invierno,Ninguno,0,Lluvioso,17.17390024805117
2020-07-06,Sábado,Julio,Invierno,Ninguno,0,Lluvioso,17.7259936383861
2020-07-07,Domingo,Julio,Invierno,Ninguno,0,Lluvioso,17.99755030332885
2020-07-08,Lunes,Julio,Invierno,Ninguno,0,Nublado,19.28493060697109
2020-07-09,Martes,Julio,Invierno,Ninguno,0,Lluvioso,17.19701647971038
2020-07-10,Miércoles,Julio,Invierno,Ninguno,0,Nublado,18.49445655383829
2020-07-11,Jueves,Julio,Invierno,Ninguno,0,Lluvioso,17.40668761161486
2020-07-12,Viernes,Julio,Invierno,Ninguno,0,Lluvioso,20.33383421515424
2020-07-13,Sábado,Julio,Invierno,Ninguno,0,Nublado,20.69936747607225
2020-07-14,Domingo,Julio,Invierno,Ninguno,0,Nublado,17.3964525663195
2020-07-15,Lunes,Julio,Invierno,Ninguno,0,Lluvioso,20.61061257571047
2020-07-16,Martes,Julio,Invierno,Ninguno,0,Lluvioso,20.91828272234637
2020-07-17,Miércoles,Julio,Invierno,Ninguno,0,Nublado,20.11791016308532
2020-07-18,Jueves,Julio,Invierno,Ninguno,0,Lluvioso,19.56993310398219
2020-07-19,Viernes,Julio,Invierno,Ninguno,0,Lluvioso,17.53820883365259
2020-07-20,Sábado,Julio,Invierno,Ninguno,0,Lluvioso,19.14427214379055
2020-07-21,Domingo,Julio,Invierno,Ninguno,0,Nublado,20.43028857649023
2020-07-22,Lunes,Julio,Invierno,Ninguno,0,Lluvioso,18.85119746237406
2020-07-23,Martes,Julio,Invierno,Ninguno,0,Lluvioso,19.55825308494844
2020-07-24,Miércoles,Julio,Invierno,Ninguno,0,Nublado,18.06585327000338
2020-07-25,Jueves,Julio,Invierno,Ninguno,0,Nublado,18.91150909609498
2020-07-26,Viernes,Julio,Invierno,Ninguno,0,Nublado,18.66755747437954
2020-07-27,Sábado,Julio,Invierno,Ninguno,0,Lluvioso,18.47004724046051
2020-07-28,Domingo,Julio,Invierno,Independencia del Perú,1,Nublado,18.46556979930499
2020-07-29,Lunes,Julio,Invierno,Fiestas Patrias,1,Lluvioso,18.51785631890771
2020-07-30,Martes,Julio,Invierno,Ninguno,0,Nublado,19.74297338182378
2020-07-31,Miércoles,Julio,Invierno,Ninguno,0,Nublado,20.79543170686136
2020-08-01,Jueves,Agosto,Invierno,Ninguno,0,Nublado,20.66539207815271
2020-08-02,Viernes,Agosto,Invierno,Ninguno,0,Lluvioso,18.31344482001876
2020-08-03,Sábado,Agosto,Invierno,Ninguno,0,Nublado,19.14173915932001
2020-08-04,Domingo,Agosto,Invierno,Ninguno,0,Lluvioso,19.61034936224041
2020-08-05,Lunes,Agosto,Invierno,Ninguno,0,Lluvioso,20.21756731178831
2020-08-06,Martes,Agosto,Invierno,Ninguno,0,Lluvioso,19.53167051707048
2020-08-07,Miércoles,Agosto,Invierno,Ninguno,0,Lluvioso,18.15262245672985
2020-08-08,Jueves,Agosto,Invierno,Ninguno,0,Nublado,17.80961837250288
2020-08-09,Viernes,Agosto,Invierno,Ninguno,0,Lluvioso,19.77919251527399
2020-08-10,Sábado,Agosto,Invierno,Ninguno,0,Lluvioso,17.52841134920618
2020-08-11,Domingo,Agosto,Invierno,Ninguno,0,Lluvioso,19.45751896216768
2020-08-12,Lunes,Agosto,Invierno,Ninguno,0,Lluvioso,19.90286251308571
2020-08-13,Martes,Agosto,Invierno,Ninguno,0,Nublado,17.33797287529408
2020-08-14,Miércoles,Agosto,Invierno,Ninguno,0,Lluvioso,17.54963172015121
2020-08-15,Jueves,Agosto,Invierno,Ninguno,0,Lluvioso,20.83552098363632
2020-08-16,Viernes,Agosto,Invierno,Ninguno,0,Nublado,19.37472801786542
2020-08-17,Sábado,Agosto,Invierno,Ninguno,0,Lluvioso,20.13049641851819
2020-08-18,Domingo,Agosto,Invierno,Ninguno,0,Lluvioso,20.78410825126932
2020-08-19,Lunes,Agosto,Invierno,Ninguno,0,Lluvioso,18.01353341535675
2020-08-20,Martes,Agosto,Invierno,Ninguno,0,Lluvioso,17.38019679025761
2020-08-21,Miércoles,Agosto,Invierno,Ninguno,0,Lluvioso,19.46466280009648
2020-08-22,Jueves,Agosto,Invierno,Ninguno,0,Nublado,19.25980244588977
2020-08-23,Viernes,Agosto,Invierno,Ninguno,0,Nublado,19.2897220561354
2020-08-24,Sábado,Agosto,Invierno,Ninguno,0,Nublado,19.09052710205249
2020-08-25,Domingo,Agosto,Invierno,Ninguno,0,Nublado,20.05569356002635
2020-08-26,Lunes,Agosto,Invierno,Ninguno,0,Lluvioso,18.96861286230172
2020-08-27,Martes,Agosto,Invierno,Ninguno,0,Lluvioso,19.39837376609045
2020-08-28,Miércoles,Agosto,Invierno,Ninguno,0,Nublado,17.47893435400449
2020-08-29,Jueves,Agosto,Invierno,Ninguno,0,Lluvioso,17.46841426360044
2020-08-30,Viernes,Agosto,Invierno,Santa Rosa de Lima,1,Lluvioso,19.63145314016211
2020-08-31,Sábado,Agosto,Invierno,Ninguno,0,Nublado,18.67443320316152
2020-09-01,Domingo,Septiembre,Invierno,Ninguno,0,Lluvioso,19.68492565323437
2020-09-02,Lunes,Septiembre,Invierno,Ninguno,0,Lluvioso,18.33455103331295
2020-09-03,Martes,Septiembre,Invierno,Ninguno,0,Lluvioso,20.05012858828261
2020-09-04,Miércoles,Septiembre,Invierno,Ninguno,0,Lluvioso,18.0821397636407
2020-09-05,Jueves,Septiembre,Invierno,Ninguno,0,Lluvioso,18.25775992081705
2020-09-06,Viernes,Septiembre,Invierno,Ninguno,0,Nublado,17.6304465945
2020-09-07,Sábado,Septiembre,Invierno,Ninguno,0,Lluvioso,20.74450985350298
2020-09-08,Domingo,Septiembre,Invierno,Ninguno,0,Nublado,18.75161614879501
2020-09-09,Lunes,Septiembre,Invierno,Ninguno,0,Lluvioso,19.91874283470951
2020-09-10,Martes,Septiembre,Invierno,Ninguno,0,Nublado,19.2119722610116
2020-09-11,Miércoles,Septiembre,Invierno,Ninguno,0,Lluvioso,20.12120597563757
2020-09-12,Jueves,Septiembre,Invierno,Ninguno,0,Lluvioso,18.91747825649816
2020-09-13,Viernes,Septiembre,Invierno,Ninguno,0,Nublado,20.94652617969729
2020-09-14,Sábado,Septiembre,Invierno,Ninguno,0,Nublado,19.87104094401457
2020-09-15,Domingo,Septiembre,Invierno,Ninguno,0,Lluvioso,17.47391430886817
2020-09-16,Lunes,Septiembre,Invierno,Ninguno,0,Lluvioso,20.40213471676313
2020-09-17,Martes,Septiembre,Invierno,Ninguno,0,Lluvioso,17.48768671334045
2020-09-18,Miércoles,Septiembre,Invierno,Ninguno,0,Lluvioso,19.35303199987688
2020-09-19,Jueves,Septiembre,Invierno,Ninguno,0,Nublado,17.04921074355441
2020-09-20,Viernes,Septiembre,Invierno,Ninguno,0,Lluvioso,18.81727184736699
2020-09-21,Sábado,Septiembre,Invierno,Ninguno,0,Lluvioso,18.18143610137636
2020-09-22,Domingo,Septiembre,Invierno,Ninguno,0,Lluvioso,18.83419232719421
2020-09-23,Lunes,Septiembre,Invierno,Ninguno,0,Nublado,18.20770956576997
2020-09-24,Martes,Septiembre,Invierno,Ninguno,0,Nublado,20.67376758206222
2020-09-25,Miércoles,Septiembre,Invierno,Ninguno,0,Lluvioso,17.44235364398444
2020-09-26,Jueves,Septiembre,Invierno,Ninguno,0,Lluvioso,20.98813863135029
2020-09-27,Viernes,Septiembre,Invierno,Ninguno,0,Nublado,18.13563375145615
2020-09-28,Sábado,Septiembre,Invierno,Ninguno,0,Lluvioso,20.34758631864375
2020-09-29,Domingo,Septiembre,Invierno,Ninguno,0,Nublado,20.99641892189695
2020-09-30,Lunes,Septiembre,Invierno,Ninguno,0,Nublado,19.66273894442615
2020-10-01,Martes,Octubre,Primavera,Ninguno,0,Soleado,22.36176290793653
2020-10-02,Miércoles,Octubre,Primavera,Ninguno,0,Nublado,25.5881335955865
2020-10-03,Jueves,Octubre,Primavera,Ninguno,0,Nublado,22.96331223216459
2020-10-04,Viernes,Octubre,Primavera,Ninguno,0,Soleado,22.57208750066654
2020-10-05,Sábado,Octubre,Primavera,Ninguno,0,Nublado,22.79281690885159
