id_mov,fecha,tipo_mov,id_insumo,unidad,cantidad,id_lote,id_almacen,id_ubicacion,destino_origen,Responsable,Observaciones
4591,2023-03-08,Consumo,104,kg,12.85580280013762,COMPRA-20230224-104,1,3,Produccion,Sistema,Consumo FIFO para producción
4592,2023-03-08,Consumo,104,kg,10.74419719986238,COMPRA-20230226-104,1,3,Produccion,Sistema,Consumo FIFO para producción
4593,2023-03-08,Consumo,105,kg,11.8,COMPRA-20230227-105,1,1,Produccion,Sistema,Consumo FIFO para producción
4594,2023-03-08,Consumo,106,kg,5.9,COMPRA-20230219-106,1,2,Produccion,Sistema,Consumo FIFO para producción
4595,2023-03-08,Consumo,117,L,0.7867404101777551,COMPRA-20230302-117,1,2,Produccion,Sistema,Consumo FIFO para producción
4596,2023-03-08,Consumo,117,L,0.39325958982224485,COMPRA-20230302-117,1,2,Produccion,Sistema,Consumo FIFO para producción
4597,2023-03-08,Consumo,107,kg,9.812934948477425,COMPRA-20230219-107,1,3,Produccion,Sistema,Consumo FIFO para producción
4598,2023-03-08,Consumo,107,kg,3.387065051522576,COMPRA-20230220-107,1,4,Produccion,Sistema,Consumo FIFO para producción
4599,2023-03-08,Consumo,108,kg,2.0747655671489853,COMPRA-20230222-108,1,1,Produccion,Sistema,Consumo FIFO para producción
4600,2023-03-08,Consumo,108,kg,1.225234432851015,COMPRA-20230224-108,1,1,Produccion,Sistema,Consumo FIFO para producción
4601,2023-03-08,Consumo,103,kg,2.64,COMPRA-20230302-103,1,2,Produccion,Sistema,Consumo FIFO para producción
4602,2023-03-08,Consumo,101,kg,7.4,COMPRA-20230223-101,1,2,Produccion,Sistema,Consumo FIFO para producción
4603,2023-03-08,Consumo,110,kg,2.1323521183102043,COMPRA-20230302-110,1,2,Produccion,Sistema,Consumo FIFO para producción
4604,2023-03-08,Consumo,110,kg,1.7778353760021863,COMPRA-20230302-110,1,2,Produccion,Sistema,Consumo FIFO para producción
4605,2023-03-08,Consumo,110,kg,3.4898125056876097,COMPRA-20230303-110,1,1,Produccion,Sistema,Consumo FIFO para producción
4606,2023-03-08,Consumo,116,kg,0.37,INIT-16,1,1,Produccion,Sistema,Consumo FIFO para producción
4607,2023-03-08,Consumo,105,kg,4.4,COMPRA-20230227-105,1,1,Produccion,Sistema,Consumo FIFO para producción
4608,2023-03-08,Consumo,115,kg,0.01078096473255397,COMPRA-20230219-115,1,4,Produccion,Sistema,Consumo FIFO para producción
4609,2023-03-08,Consumo,115,kg,0.589219035267446,COMPRA-20230221-115,1,3,Produccion,Sistema,Consumo FIFO para producción
4610,2023-03-08,Consumo,109,kg,0.4,INIT-9,1,1,Produccion,Sistema,Consumo FIFO para producción
4611,2023-03-08,Consumo,110,kg,1.7999999999999998,COMPRA-20230303-110,1,1,Produccion,Sistema,Consumo FIFO para producción
4612,2023-03-08,Consumo,112,kg,0.6,COMPRA-20230301-112,1,1,Produccion,Sistema,Consumo FIFO para producción
4613,2023-03-08,Consumo,122,kg,0.3,INIT-22,1,2,Produccion,Sistema,Consumo FIFO para producción
4614,2023-03-09,Entrada,104,kg,35.229143720525144,COMPRA-20230301-104,1,4,Proveedor,Sistema,Entrada de mercadería por compra
4615,2023-03-09,Entrada,105,kg,2.242849444183321,COMPRA-20230301-105,1,1,Proveedor,Sistema,Entrada de mercadería por compra
4616,2023-03-09,Entrada,110,kg,22.743790027036585,COMPRA-20230301-110,1,2,Proveedor,Sistema,Entrada de mercadería por compra
4617,2023-03-09,Entrada,110,kg,1.3137900270365859,COMPRA-20230301-110,1,2,Proveedor,Sistema,Entrada de mercadería por compra
4618,2023-03-09,Entrada,117,L,2.1765145950705937,COMPRA-20230302-117,1,2,Proveedor,Sistema,Entrada de mercadería por compra
4619,2023-03-09,Entrada,112,kg,8.003091618082752,COMPRA-20230302-112,1,1,Proveedor,Sistema,Entrada de mercadería por compra
4620,2023-03-09,Entrada,110,kg,10.777835376002185,COMPRA-20230302-110,1,2,Proveedor,Sistema,Entrada de mercadería por compra
4621,2023-03-09,Entrada,117,L,0.4765145950705935,COMPRA-20230302-117,1,1,Proveedor,Sistema,Entrada de mercadería por compra
4622,2023-03-09,Entrada,117,L,2.2165159892325654,COMPRA-20230303-117,1,1,Proveedor,Sistema,Entrada de mercadería por compra
4623,2023-03-09,Entrada,117,L,0.3865159892325653,COMPRA-20230303-117,1,1,Proveedor,Sistema,Entrada de mercadería por compra
4624,2023-03-09,Entrada,119,L,2.712966311685324,COMPRA-20230304-119,1,3,Proveedor,Sistema,Entrada de mercadería por compra
4625,2023-03-09,Entrada,119,L,3.61314112516065,COMPRA-20230305-119,1,3,Proveedor,Sistema,Entrada de mercadería por compra
4626,2023-03-09,Merma,109,kg,0.030173578043587133,INIT-9,1,1,Almacén,Sistema,Merma diaria por almacenamiento
4627,2023-03-09,Merma,114,kg,0.01684930028092852,INIT-14,1,2,Almacén,Sistema,Merma diaria por almacenamiento
4628,2023-03-09,Merma,116,kg,0.014222625784449659,INIT-16,1,1,Almacén,Sistema,Merma diaria por almacenamiento
4629,2023-03-09,Merma,118,L,0.07318172925751056,INIT-18,1,1,Almacén,Sistema,Merma diaria por almacenamiento
4630,2023-03-09,Merma,120,kg,0.019573604739705916,INIT-20,1,2,Almacén,Sistema,Merma diaria por almacenamiento
4631,2023-03-09,Merma,121,kg,0.05816644762106213,INIT-21,1,2,Almacén,Sistema,Merma diaria por almacenamiento
4632,2023-03-09,Merma,122,kg,0.05345897665557973,INIT-22,1,2,Almacén,Sistema,Merma diaria por almacenamiento
4633,2023-03-09,Merma,107,kg,0.0077546612500202375,COMPRA-20230220-107,1,4,Almacén,Sistema,Merma diaria por almacenamiento
4634,2023-03-09,Merma,106,kg,0.008577556388204635,COMPRA-20230219-106,1,2,Almacén,Sistema,Merma diaria por almacenamiento
4635,2023-03-09,Merma,102,kg,0.005536135413522313,COMPRA-20230221-102,1,1,Almacén,Sistema,Merma diaria por almacenamiento
4636,2023-03-09,Merma,115,kg,0.0033635765120836655,COMPRA-20230221-115,1,3,Almacén,Sistema,Merma diaria por almacenamiento
4637,2023-03-09,Merma,119,L,0.0025451688394901675,COMPRA-20230222-119,1,3,Almacén,Sistema,Merma diaria por almacenamiento
4638,2023-03-09,Merma,111,unid,0.0979137494608011,COMPRA-20230225-111,1,3,Almacén,Sistema,Merma diaria por almacenamiento
4639,2023-03-09,Merma,101,kg,0.02970524078079726,COMPRA-20230223-101,1,2,Almacén,Sistema,Merma diaria por almacenamiento
4640,2023-03-09,Merma,108,kg,0.006857294533766044,COMPRA-20230224-108,1,1,Almacén,Sistema,Merma diaria por almacenamiento
4641,2023-03-09,Merma,104,kg,0.07526738811691605,COMPRA-20230226-104,1,3,Almacén,Sistema,Merma diaria por almacenamiento
4642,2023-03-09,Merma,105,kg,0.015083237612238442,COMPRA-20230227-105,1,1,Almacén,Sistema,Merma diaria por almacenamiento
4643,2023-03-09,Merma,113,kg,0.026269044080156536,COMPRA-20230226-113,1,2,Almacén,Sistema,Merma diaria por almacenamiento
4644,2023-03-09,Merma,112,kg,0.008214652962718618,COMPRA-20230301-112,1,1,Almacén,Sistema,Merma diaria por almacenamiento
4645,2023-03-09,Merma,110,kg,0.01897707682435134,COMPRA-20230303-110,1,1,Almacén,Sistema,Merma diaria por almacenamiento
4646,2023-03-09,Merma,103,kg,0.015747337463324504,COMPRA-20230302-103,1,2,Almacén,Sistema,Merma diaria por almacenamiento
4647,2023-03-09,Merma,117,L,0.002103726469541867,COMPRA-20230302-117,1,2,Almacén,Sistema,Merma diaria por almacenamiento
4648,2023-03-09,Consumo,101,kg,11.121577891864355,COMPRA-20230223-101,1,2,Produccion,Sistema,Consumo FIFO para producción
4649,2023-03-09,Consumo,101,kg,5.438422108135644,COMPRA-20230224-101,1,2,Produccion,Sistema,Consumo FIFO para producción
4650,2023-03-09,Consumo,102,kg,1.5630983860807737,COMPRA-20230221-102,1,1,Produccion,Sistema,Consumo FIFO para producción
4651,2023-03-09,Consumo,102,kg,8.783724750340365,COMPRA-20230221-102,1,2,Produccion,Sistema,Consumo FIFO para producción
4652,2023-03-09,Consumo,102,kg,0.4002186680831592,COMPRA-20230224-102,1,1,Produccion,Sistema,Consumo FIFO para producción
4653,2023-03-09,Consumo,102,kg,3.0529581954957017,COMPRA-20230223-102,1,2,Produccion,Sistema,Consumo FIFO para producción
4654,2023-03-09,Consumo,103,kg,0.4007605207839596,COMPRA-20230302-103,1,2,Produccion,Sistema,Consumo FIFO para producción
4655,2023-03-09,Consumo,103,kg,3.2792394792160406,COMPRA-20230302-103,1,2,Produccion,Sistema,Consumo FIFO para producción
4656,2023-03-09,Consumo,116,kg,0.92,INIT-16,1,1,Produccion,Sistema,Consumo FIFO para producción
4657,2023-03-09,Consumo,117,L,0.001151278778806841,COMPRA-20230302-117,1,2,Produccion,Sistema,Consumo FIFO para producción
4658,2023-03-09,Consumo,117,L,1.8388487212211932,COMPRA-20230302-117,1,2,Produccion,Sistema,Consumo FIFO para producción
4659,2023-03-09,Consumo,104,kg,26.39859648766705,COMPRA-20230226-104,1,3,Produccion,Sistema,Consumo FIFO para producción
4660,2023-03-09,Consumo,104,kg,13.201403512332952,COMPRA-20230225-104,1,4,Produccion,Sistema,Consumo FIFO para producción
4661,2023-03-09,Consumo,105,kg,0.30009681943862315,COMPRA-20230227-105,1,1,Produccion,Sistema,Consumo FIFO para producción
4662,2023-03-09,Consumo,105,kg,5.703352623470432,COMPRA-20230226-105,1,1,Produccion,Sistema,Consumo FIFO para producción
4663,2023-03-09,Consumo,105,kg,5.263359282421045,COMPRA-20230227-105,1,1,Produccion,Sistema,Consumo FIFO para producción
4664,2023-03-09,Consumo,105,kg,8.5331912746699,COMPRA-20230226-105,1,1,Produccion,Sistema,Consumo FIFO para producción
4665,2023-03-09,Consumo,106,kg,0.8486595573979363,COMPRA-20230219-106,1,2,Produccion,Sistema,Consumo FIFO para producción
4666,2023-03-09,Consumo,106,kg,9.051340442602065,COMPRA-20230220-106,1,1,Produccion,Sistema,Consumo FIFO para producción
4667,2023-03-09,Consumo,117,L,0.3376658738494005,COMPRA-20230302-117,1,2,Produccion,Sistema,Consumo FIFO para producción
4668,2023-03-09,Consumo,117,L,0.4765145950705935,COMPRA-20230302-117,1,1,Produccion,Sistema,Consumo FIFO para producción
4669,2023-03-09,Consumo,117,L,1.165819531080006,COMPRA-20230303-117,1,1,Produccion,Sistema,Consumo FIFO para producción
4670,2023-03-09,Consumo,107,kg,0.9420393755139874,COMPRA-20230220-107,1,4,Produccion,Sistema,Consumo FIFO para producción
4671,2023-03-09,Consumo,107,kg,12.857960624486013,COMPRA-20230220-107,1,4,Produccion,Sistema,Consumo FIFO para producción
4672,2023-03-09,Consumo,108,kg,2.571455970929671,COMPRA-20230224-108,1,1,Produccion,Sistema,Consumo FIFO para producción
4673,2023-03-09,Consumo,108,kg,0.878544029070329,COMPRA-20230223-108,1,1,Produccion,Sistema,Consumo FIFO para producción
4674,2023-03-09,Consumo,103,kg,0.27677341656927634,COMPRA-20230302-103,1,2,Produccion,Sistema,Consumo FIFO para producción
4675,2023-03-09,Consumo,103,kg,2.483226583430724,COMPRA-20230303-103,1,2,Produccion,Sistema,Consumo FIFO para producción
4676,2023-03-09,Consumo,110,kg,9.323573462984902,COMPRA-20230303-110,1,1,Produccion,Sistema,Consumo FIFO para producción
4677,2023-03-09,Consumo,110,kg,2.932363045496862,COMPRA-20230303-110,1,1,Produccion,Sistema,Consumo FIFO para producción
4678,2023-03-09,Consumo,110,kg,0.332363045496864,COMPRA-20230303-110,1,1,Produccion,Sistema,Consumo FIFO para producción
4679,2023-03-09,Consumo,110,kg,8.661700446021372,COMPRA-20230301-110,1,2,Produccion,Sistema,Consumo FIFO para producción
4680,2023-03-09,Consumo,111,unid,4.357717306424369,COMPRA-20230225-111,1,3,Produccion,Sistema,Consumo FIFO para producción
4681,2023-03-09,Consumo,111,unid,29.491203947163484,COMPRA-20230227-111,1,4,Produccion,Sistema,Consumo FIFO para producción
4682,2023-03-09,Consumo,111,unid,51.15107874641215,COMPRA-20230226-111,1,4,Produccion,Sistema,Consumo FIFO para producción
4683,2023-03-09,Consumo,112,kg,5.1,COMPRA-20230301-112,1,1,Produccion,Sistema,Consumo FIFO para producción
4684,2023-03-09,Consumo,117,L,1.0506964581525595,COMPRA-20230303-117,1,1,Produccion,Sistema,Consumo FIFO para producción
4685,2023-03-09,Consumo,117,L,0.2243035418474404,COMPRA-20230303-117,1,1,Produccion,Sistema,Consumo FIFO para producción
4686,2023-03-09,Consumo,113,kg,3.2,COMPRA-20230226-113,1,2,Produccion,Sistema,Consumo FIFO para producción
4687,2023-03-09,Consumo,114,kg,0.96,INIT-14,1,2,Produccion,Sistema,Consumo FIFO para producción
4688,2023-03-09,Consumo,115,kg,0.20311312108595267,COMPRA-20230221-115,1,3,Produccion,Sistema,Consumo FIFO para producción
4689,2023-03-09,Consumo,115,kg,0.2768868789140473,COMPRA-20230221-115,1,3,Produccion,Sistema,Consumo FIFO para producción
4690,2023-03-09,Consumo,117,L,0.16,COMPRA-20230303-117,1,1,Produccion,Sistema,Consumo FIFO para producción
4691,2023-03-09,Consumo,112,kg,0.6341884137152487,COMPRA-20230301-112,1,1,Produccion,Sistema,Consumo FIFO para producción
4692,2023-03-09,Consumo,112,kg,2.603091618082753,COMPRA-20230302-112,1,1,Produccion,Sistema,Consumo FIFO para producción
4693,2023-03-09,Consumo,112,kg,0.42016680166885473,COMPRA-20230226-112,1,2,Produccion,Sistema,Consumo FIFO para producción
4694,2023-03-09,Consumo,112,kg,1.2642588925547162,COMPRA-20230301-112,1,1,Produccion,Sistema,Consumo FIFO para producción
4695,2023-03-09,Consumo,112,kg,2.503620409729501,COMPRA-20230303-112,1,2,Produccion,Sistema,Consumo FIFO para producción
4696,2023-03-09,Consumo,112,kg,3.374673864248925,COMPRA-20230302-112,1,1,Produccion,Sistema,Consumo FIFO para producción
4697,2023-03-09,Consumo,109,kg,1.7999999999999998,INIT-9,1,1,Produccion,Sistema,Consumo FIFO para producción
4698,2023-03-09,Consumo,119,L,0.03426949303995403,COMPRA-20230222-119,1,3,Produccion,Sistema,Consumo FIFO para producción
4699,2023-03-09,Consumo,119,L,2.712966311685324,COMPRA-20230304-119,1,3,Produccion,Sistema,Consumo FIFO para producción
4700,2023-03-09,Consumo,119,L,0.25276419527472216,COMPRA-20230305-119,1,3,Produccion,Sistema,Consumo FIFO para producción
4701,2023-03-09,Consumo,110,kg,10.799999999999999,COMPRA-20230301-110,1,2,Produccion,Sistema,Consumo FIFO para producción
4702,2023-03-09,Consumo,101,kg,3.164494890322194,COMPRA-20230224-101,1,2,Produccion,Sistema,Consumo FIFO para producción
4703,2023-03-09,Consumo,101,kg,4.835505109677806,COMPRA-20230225-101,1,2,Produccion,Sistema,Consumo FIFO para producción
4704,2023-03-09,Consumo,110,kg,3.2820895810152138,COMPRA-20230301-110,1,2,Produccion,Sistema,Consumo FIFO para producción
4705,2023-03-09,Consumo,110,kg,1.3137900270365859,COMPRA-20230301-110,1,2,Produccion,Sistema,Consumo FIFO para producción
4706,2023-03-09,Consumo,110,kg,3.4041203919482004,COMPRA-20230302-110,1,2,Produccion,Sistema,Consumo FIFO para producción
4707,2023-03-09,Consumo,116,kg,0.4,INIT-16,1,1,Produccion,Sistema,Consumo FIFO para producción
4708,2023-03-09,Consumo,105,kg,4.4,COMPRA-20230226-105,1,1,Produccion,Sistema,Consumo FIFO para producción
4709,2023-03-09,Consumo,115,kg,0.438808853951435,COMPRA-20230221-115,1,3,Produccion,Sistema,Consumo FIFO para producción
4710,2023-03-09,Consumo,115,kg,0.161191146048565,COMPRA-20230222-115,1,3,Produccion,Sistema,Consumo FIFO para producción
4711,2023-03-09,Consumo,109,kg,0.4,INIT-9,1,1,Produccion,Sistema,Consumo FIFO para producción
4712,2023-03-09,Consumo,110,kg,1.7999999999999998,COMPRA-20230302-110,1,2,Produccion,Sistema,Consumo FIFO para producción
4713,2023-03-09,Consumo,112,kg,0.6,COMPRA-20230302-112,1,1,Produccion,Sistema,Consumo FIFO para producción
4714,2023-03-09,Consumo,122,kg,0.3,INIT-22,1,2,Produccion,Sistema,Consumo FIFO para producción
4715,2023-03-10,Entrada,117,L,2.216514595070594,COMPRA-20230302-117,1,1,Proveedor,Sistema,Entrada de mercadería por compra
4716,2023-03-10,Entrada,117,L,2.1565159892325654,COMPRA-20230303-117,1,1,Proveedor,Sistema,Entrada de mercadería por compra
4717,2023-03-10,Entrada,117,L,0.6665159892325654,COMPRA-20230303-117,1,2,Proveedor,Sistema,Entrada de mercadería por compra
4718,2023-03-10,Entrada,112,kg,7.9036204097295,COMPRA-20230303-112,1,2,Proveedor,Sistema,Entrada de mercadería por compra
4719,2023-03-10,Entrada,117,L,0.7915159892325653,COMPRA-20230303-117,1,1,Proveedor,Sistema,Entrada de mercadería por compra
4720,2023-03-10,Entrada,117,L,2.2565173828368725,COMPRA-20230304-117,1,1,Proveedor,Sistema,Entrada de mercadería por compra
4721,2023-03-10,Entrada,117,L,1.3765173828368722,COMPRA-20230304-117,1,2,Proveedor,Sistema,Entrada de mercadería por compra
4722,2023-03-10,Entrada,117,L,0.7165173828368723,COMPRA-20230304-117,1,2,Proveedor,Sistema,Entrada de mercadería por compra
4723,2023-03-10,Entrada,117,L,0.7765173828368723,COMPRA-20230304-117,1,1,Proveedor,Sistema,Entrada de mercadería por compra
4724,2023-03-10,Merma,109,kg,0.029281508612369698,INIT-9,1,1,Almacén,Sistema,Merma diaria por almacenamiento
4725,2023-03-10,Merma,114,kg,0.016458560560816148,INIT-14,1,2,Almacén,Sistema,Merma diaria por almacenamiento
4726,2023-03-10,Merma,116,kg,0.01368893673413588,INIT-16,1,1,Almacén,Sistema,Merma diaria por almacenamiento
4727,2023-03-10,Merma,118,L,0.07315245656580756,INIT-18,1,1,Almacén,Sistema,Merma diaria por almacenamiento
4728,2023-03-10,Merma,120,kg,0.019565775297810034,INIT-20,1,2,Almacén,Sistema,Merma diaria por almacenamiento
4729,2023-03-10,Merma,121,kg,0.05814318104201371,INIT-21,1,2,Almacén,Sistema,Merma diaria por almacenamiento
4730,2023-03-10,Merma,122,kg,0.05331759306491749,INIT-22,1,2,Almacén,Sistema,Merma diaria por almacenamiento
4731,2023-03-10,Merma,106,kg,0.004614125365649352,COMPRA-20230220-106,1,1,Almacén,Sistema,Merma diaria por almacenamiento
4732,2023-03-10,Merma,107,kg,0.0022315593855202287,COMPRA-20230220-107,1,4,Almacén,Sistema,Merma diaria por almacenamiento
4733,2023-03-10,Merma,115,kg,0.0029302310814788316,COMPRA-20230222-115,1,3,Almacén,Sistema,Merma diaria por almacenamiento
4734,2023-03-10,Merma,102,kg,1.3920959356904206e-05,COMPRA-20230223-102,1,2,Almacén,Sistema,Merma diaria por almacenamiento
4735,2023-03-10,Merma,108,kg,0.005474551615952537,COMPRA-20230223-108,1,1,Almacén,Sistema,Merma diaria por almacenamiento
4736,2023-03-10,Merma,101,kg,0.019869358684484948,COMPRA-20230225-101,1,2,Almacén,Sistema,Merma diaria por almacenamiento
4737,2023-03-10,Merma,113,kg,0.02497853646252447,COMPRA-20230226-113,1,2,Almacén,Sistema,Merma diaria por almacenamiento
4738,2023-03-10,Merma,104,kg,0.05939728116166928,COMPRA-20230225-104,1,4,Almacén,Sistema,Merma diaria por almacenamiento
4739,2023-03-10,Merma,111,unid,0.06387458396101676,COMPRA-20230226-111,1,4,Almacén,Sistema,Merma diaria por almacenamiento
4740,2023-03-10,Merma,105,kg,0.005397204317193543,COMPRA-20230226-105,1,1,Almacén,Sistema,Merma diaria por almacenamiento
4741,2023-03-10,Merma,103,kg,0.013165038528339173,COMPRA-20230303-103,1,2,Almacén,Sistema,Merma diaria por almacenamiento
4742,2023-03-10,Merma,112,kg,0.004772815265425332,COMPRA-20230302-112,1,1,Almacén,Sistema,Merma diaria por almacenamiento
4743,2023-03-10,Merma,110,kg,0.002229485993621594,COMPRA-20230302-110,1,2,Almacén,Sistema,Merma diaria por almacenamiento
4744,2023-03-10,Merma,117,L,0.0022124473851249105,COMPRA-20230303-117,1,1,Almacén,Sistema,Merma diaria por almacenamiento
4745,2023-03-10,Merma,117,L,0.002171290431475451,COMPRA-20230302-117,1,1,Almacén,Sistema,Merma diaria por almacenamiento
4746,2023-03-10,Merma,119,L,0.0013441507719543712,COMPRA-20230305-119,1,3,Almacén,Sistema,Merma diaria por almacenamiento
4747,2023-03-10,Consumo,104,kg,26.8,COMPRA-20230225-104,1,4,Produccion,Sistema,Consumo FIFO para producción
4748,2023-03-10,Consumo,105,kg,11.244764144483344,COMPRA-20230226-105,1,1,Produccion,Sistema,Consumo FIFO para producción
4749,2023-03-10,Consumo,105,kg,2.155235855516656,COMPRA-20230301-105,1,1,Produccion,Sistema,Consumo FIFO para producción
4750,2023-03-10,Consumo,106,kg,0.548611923270893,COMPRA-20230220-106,1,1,Produccion,Sistema,Consumo FIFO para producción
4751,2023-03-10,Consumo,106,kg,6.151388076729107,COMPRA-20230221-106,1,2,Produccion,Sistema,Consumo FIFO para producción
4752,2023-03-10,Consumo,117,L,1.34,COMPRA-20230302-117,1,1,Produccion,Sistema,Consumo FIFO para producción
4753,2023-03-10,Consumo,107,kg,5.4,COMPRA-20230220-107,1,4,Produccion,Sistema,Consumo FIFO para producción
4754,2023-03-10,Consumo,108,kg,1.35,COMPRA-20230223-108,1,1,Produccion,Sistema,Consumo FIFO para producción
4755,2023-03-10,Consumo,103,kg,1.08,COMPRA-20230303-103,1,2,Produccion,Sistema,Consumo FIFO para producción
4756,2023-03-10,Consumo,110,kg,5.5,COMPRA-20230302-110,1,2,Produccion,Sistema,Consumo FIFO para producción
4757,2023-03-10,Consumo,111,unid,22.0,COMPRA-20230226-111,1,4,Produccion,Sistema,Consumo FIFO para producción
4758,2023-03-10,Consumo,112,kg,1.3199999999999998,COMPRA-20230302-112,1,1,Produccion,Sistema,Consumo FIFO para producción
4759,2023-03-10,Consumo,117,L,0.32999999999999996,COMPRA-20230302-117,1,1,Produccion,Sistema,Consumo FIFO para producción
4760,2023-03-10,Consumo,113,kg,11.441603539724875,COMPRA-20230226-113,1,2,Produccion,Sistema,Consumo FIFO para producción
4761,2023-03-10,Consumo,113,kg,1.9583964602751252,COMPRA-20230227-113,1,1,Produccion,Sistema,Consumo FIFO para producción
4762,2023-03-10,Consumo,114,kg,4.02,INIT-14,1,2,Produccion,Sistema,Consumo FIFO para producción
4763,2023-03-10,Consumo,115,kg,1.8115760774422922,COMPRA-20230222-115,1,3,Produccion,Sistema,Consumo FIFO para producción
4764,2023-03-10,Consumo,115,kg,0.19842392255770758,COMPRA-20230221-115,1,4,Produccion,Sistema,Consumo FIFO para producción
4765,2023-03-10,Consumo,117,L,0.5443433046391183,COMPRA-20230302-117,1,1,Produccion,Sistema,Consumo FIFO para producción
4766,2023-03-10,Consumo,117,L,0.12565669536088175,COMPRA-20230303-117,1,1,Produccion,Sistema,Consumo FIFO para producción
4767,2023-03-10,Consumo,101,kg,5.047892479208759,COMPRA-20230225-101,1,2,Produccion,Sistema,Consumo FIFO para producción
4768,2023-03-10,Consumo,101,kg,2.4721075207912415,COMPRA-20230224-101,1,1,Produccion,Sistema,Consumo FIFO para producción
4769,2023-03-10,Consumo,117,L,0.705,COMPRA-20230303-117,1,1,Produccion,Sistema,Consumo FIFO para producción
4770,2023-03-10,Consumo,109,kg,0.9400000000000001,INIT-9,1,1,Produccion,Sistema,Consumo FIFO para producción
4771,2023-03-11,Entrada,117,L,1.346515989232565,COMPRA-20230303-117,1,2,Proveedor,Sistema,Entrada de mercadería por compra
4772,2023-03-11,Entrada,117,L,0.4765159892325653,COMPRA-20230303-117,1,1,Proveedor,Sistema,Entrada de mercadería por compra
4773,2023-03-11,Entrada,103,kg,5.27601767839682,COMPRA-20230305-103,1,2,Proveedor,Sistema,Entrada de mercadería por compra
4774,2023-03-11,Entrada,117,L,2.636518775883738,COMPRA-20230305-117,1,1,Proveedor,Sistema,Entrada de mercadería por compra
4775,2023-03-11,Entrada,117,L,0.8665187758837375,COMPRA-20230305-117,1,1,Proveedor,Sistema,Entrada de mercadería por compra
4776,2023-03-11,Entrada,117,L,0.4165187758837375,COMPRA-20230305-117,1,2,Proveedor,Sistema,Entrada de mercadería por compra
4777,2023-03-11,Entrada,117,L,0.4965187758837375,COMPRA-20230305-117,1,2,Proveedor,Sistema,Entrada de mercadería por compra
4778,2023-03-11,Entrada,119,L,2.9631558687105852,COMPRA-20230306-119,1,4,Proveedor,Sistema,Entrada de mercadería por compra
4779,2023-03-11,Entrada,119,L,3.063170606363101,COMPRA-20230307-119,1,4,Proveedor,Sistema,Entrada de mercadería por compra
4780,2023-03-11,Entrada,112,kg,6.951582246166172,COMPRA-20230309-112,1,2,Proveedor,Sistema,Entrada de mercadería por compra
4781,2023-03-11,Entrada,110,kg,2.6262850159460163,COMPRA-20230309-110,1,2,Proveedor,Sistema,Entrada de mercadería por compra
4782,2023-03-11,Merma,109,kg,0.028893796008924753,INIT-9,1,1,Almacén,Sistema,Merma diaria por almacenamiento
4783,2023-03-11,Merma,114,kg,0.01484397713659182,INIT-14,1,2,Almacén,Sistema,Merma diaria por almacenamiento
4784,2023-03-11,Merma,116,kg,0.013683461159442226,INIT-16,1,1,Almacén,Sistema,Merma diaria por almacenamiento
4785,2023-03-11,Merma,118,L,0.07312319558318124,INIT-18,1,1,Almacén,Sistema,Merma diaria por almacenamiento
4786,2023-03-11,Merma,120,kg,0.01955794898769091,INIT-20,1,2,Almacén,Sistema,Merma diaria por almacenamiento
4787,2023-03-11,Merma,121,kg,0.0581199237695969,INIT-21,1,2,Almacén,Sistema,Merma diaria por almacenamiento
4788,2023-03-11,Merma,122,kg,0.053296266027691525,INIT-22,1,2,Almacén,Sistema,Merma diaria por almacenamiento
4789,2023-03-11,Merma,107,kg,7.066676176602052e-05,COMPRA-20230220-107,1,4,Almacén,Sistema,Merma diaria por almacenamiento
4790,2023-03-11,Merma,106,kg,0.001932279715503092,COMPRA-20230221-106,1,2,Almacén,Sistema,Merma diaria por almacenamiento
4791,2023-03-11,Merma,115,kg,0.0021250589890462403,COMPRA-20230221-115,1,4,Almacén,Sistema,Merma diaria por almacenamiento
4792,2023-03-11,Merma,102,kg,1.3915390973161444e-05,COMPRA-20230223-102,1,2,Almacén,Sistema,Merma diaria por almacenamiento
4793,2023-03-11,Merma,108,kg,0.004932361795306156,COMPRA-20230223-108,1,1,Almacén,Sistema,Merma diaria por almacenamiento
4794,2023-03-11,Merma,113,kg,0.01960854504793946,COMPRA-20230227-113,1,1,Almacén,Sistema,Merma diaria por almacenamiento
4795,2023-03-11,Merma,101,kg,0.016853410941011154,COMPRA-20230224-101,1,1,Almacén,Sistema,Merma diaria por almacenamiento
4796,2023-03-11,Merma,104,kg,0.048653522249204606,COMPRA-20230225-104,1,4,Almacén,Sistema,Merma diaria por almacenamiento
4797,2023-03-11,Merma,111,unid,0.05504903412743237,COMPRA-20230226-111,1,4,Almacén,Sistema,Merma diaria por almacenamiento
4798,2023-03-11,Merma,103,kg,0.014838179584286565,COMPRA-20230303-103,1,2,Almacén,Sistema,Merma diaria por almacenamiento
4799,2023-03-11,Merma,105,kg,3.504543546666596e-05,COMPRA-20230301-105,1,1,Almacén,Sistema,Merma diaria por almacenamiento
4800,2023-03-11,Merma,112,kg,0.007023539037785631,COMPRA-20230302-112,1,1,Almacén,Sistema,Merma diaria por almacenamiento
4801,2023-03-11,Merma,110,kg,0.001079108205602552,COMPRA-20230302-110,1,2,Almacén,Sistema,Merma diaria por almacenamiento
4802,2023-03-11,Merma,119,L,0.0037541437016750646,COMPRA-20230305-119,1,3,Almacén,Sistema,Merma diaria por almacenamiento
