id_venta,fecha,hora,id_plato,cantidad,precio_unitario,precio_total,forma_de_pago,responsable_de_venta,canal,numero_comprobante,datos_cliente,temporada
V620220718,2022-07-18,00:00:00,6,9.0,24.0,216.0,Yape,María,Mesa,71631035,,invierno
V720220718,2022-07-18,00:00:00,7,5.0,22.0,110.0,Efectivo,Ana,Delivery,77777936,,invierno
V820220718,2022-07-18,00:00:00,8,13.0,28.0,364.0,Yape,María,Mesa,88690863,,invierno
V920220718,2022-07-18,00:00:00,9,5.0,18.0,90.0,Yape,Luis,Delivery,54781420,,invierno
V1120220718,2022-07-18,00:00:00,11,7.0,28.0,196.0,Tarjeta,Luis,Delivery,02260790,,invierno
V1220220718,2022-07-18,00:00:00,12,4.0,18.0,72.0,Yape,Luis,Take-out,57523806,,invierno
V120220719,2022-07-19,00:00:00,1,17.0,26.0,442.0,Tarjeta,Luis,Mesa,11538216,,invierno
V220220719,2022-07-19,00:00:00,2,14.0,32.0,448.0,Tarjeta,Luis,Take-out,61956107,,invierno
V320220719,2022-07-19,00:00:00,3,9.0,30.0,270.0,Efectivo,María,Take-out,77606427,,invierno
V420220719,2022-07-19,00:00:00,4,24.0,24.0,576.0,Efectivo,José,Take-out,20945082,,invierno
V520220719,2022-07-19,00:00:00,5,14.0,25.0,350.0,Yape,Luis,Delivery,48502683,,invierno
V620220719,2022-07-19,00:00:00,6,11.0,24.0,264.0,Efectivo,José,Delivery,34750597,,invierno
V720220719,2022-07-19,00:00:00,7,12.0,22.0,264.0,Efectivo,Luis,Mesa,01049165,,invierno
V820220719,2022-07-19,00:00:00,8,7.0,28.0,196.0,Yape,Luis,Delivery,86773514,,invierno
V920220719,2022-07-19,00:00:00,9,4.0,18.0,72.0,Tarjeta,José,Delivery,99255097,,invierno
V1020220719,2022-07-19,00:00:00,10,2.0,15.0,30.0,Yape,María,Delivery,31702266,,invierno
V1120220719,2022-07-19,00:00:00,11,5.0,28.0,140.0,Efectivo,Ana,Mesa,25877786,,invierno
V1220220719,2022-07-19,00:00:00,12,3.0,18.0,54.0,Tarjeta,Ana,Take-out,96991887,,invierno
V120220720,2022-07-20,00:00:00,1,26.0,26.0,676.0,Tarjeta,Ana,Mesa,05875304,,invierno
V220220720,2022-07-20,00:00:00,2,21.0,32.0,672.0,Tarjeta,Luis,Delivery,30205061,,invierno
V320220720,2022-07-20,00:00:00,3,13.0,30.0,390.0,Yape,José,Mesa,45843404,,invierno
V420220720,2022-07-20,00:00:00,4,18.0,24.0,432.0,Yape,María,Mesa,16666532,,invierno
V520220720,2022-07-20,00:00:00,5,16.0,25.0,400.0,Efectivo,José,Mesa,03263508,,invierno
V620220720,2022-07-20,00:00:00,6,5.0,24.0,120.0,Tarjeta,Luis,Take-out,37473199,,invierno
V720220720,2022-07-20,00:00:00,7,15.0,22.0,330.0,Yape,José,Delivery,56223488,,invierno
V820220720,2022-07-20,00:00:00,8,6.0,28.0,168.0,Yape,Ana,Take-out,98213793,,invierno
V920220720,2022-07-20,00:00:00,9,7.0,18.0,126.0,Yape,María,Mesa,81499734,,invierno
V1020220720,2022-07-20,00:00:00,10,6.0,15.0,90.0,Yape,María,Mesa,90443557,,invierno
V1120220720,2022-07-20,00:00:00,11,4.0,28.0,112.0,Efectivo,Ana,Take-out,42339535,,invierno
V1220220720,2022-07-20,00:00:00,12,3.0,18.0,54.0,Efectivo,José,Take-out,38694525,,invierno
V120220721,2022-07-21,00:00:00,1,14.0,26.0,364.0,Efectivo,Ana,Mesa,65709524,,invierno
V220220721,2022-07-21,00:00:00,2,17.0,32.0,544.0,Yape,Ana,Mesa,79900358,,invierno
V320220721,2022-07-21,00:00:00,3,9.0,30.0,270.0,Efectivo,María,Take-out,21093104,,invierno
V420220721,2022-07-21,00:00:00,4,15.0,24.0,360.0,Yape,José,Mesa,17845086,,invierno
V520220721,2022-07-21,00:00:00,5,19.0,25.0,475.0,Tarjeta,Ana,Take-out,61415377,,invierno
V620220721,2022-07-21,00:00:00,6,8.0,24.0,192.0,Yape,José,Delivery,52851850,,invierno
V720220721,2022-07-21,00:00:00,7,12.0,22.0,264.0,Yape,Luis,Delivery,17834576,,invierno
V820220721,2022-07-21,00:00:00,8,10.0,28.0,280.0,Yape,José,Delivery,11819796,,invierno
V920220721,2022-07-21,00:00:00,9,8.0,18.0,144.0,Yape,José,Take-out,92546185,,invierno
V1020220721,2022-07-21,00:00:00,10,5.0,15.0,75.0,Tarjeta,Luis,Take-out,29396441,,invierno
V1120220721,2022-07-21,00:00:00,11,5.0,28.0,140.0,Yape,José,Delivery,88914738,,invierno
V1220220721,2022-07-21,00:00:00,12,3.0,18.0,54.0,Efectivo,María,Delivery,96502099,,invierno
V120220722,2022-07-22,00:00:00,1,25.0,26.0,650.0,Efectivo,Luis,Mesa,58289923,,invierno
V220220722,2022-07-22,00:00:00,2,25.0,32.0,800.0,Yape,José,Delivery,22250464,,invierno
V320220722,2022-07-22,00:00:00,3,13.0,30.0,390.0,Efectivo,María,Mesa,56676394,,invierno
V420220722,2022-07-22,00:00:00,4,13.0,24.0,312.0,Tarjeta,María,Take-out,18666517,,invierno
V520220722,2022-07-22,00:00:00,5,12.0,25.0,300.0,Yape,Luis,Delivery,92638928,,invierno
V620220722,2022-07-22,00:00:00,6,12.0,24.0,288.0,Yape,María,Take-out,07419965,,invierno
V720220722,2022-07-22,00:00:00,7,7.0,22.0,154.0,Tarjeta,Luis,Delivery,22334596,,invierno
V820220722,2022-07-22,00:00:00,8,11.0,28.0,308.0,Efectivo,María,Mesa,92392709,,invierno
V920220722,2022-07-22,00:00:00,9,11.0,18.0,198.0,Tarjeta,Ana,Delivery,50810821,,invierno
V1020220722,2022-07-22,00:00:00,10,3.0,15.0,45.0,Efectivo,José,Take-out,06759744,,invierno
V1120220722,2022-07-22,00:00:00,11,2.0,28.0,56.0,Tarjeta,María,Take-out,30987900,,invierno
V1220220722,2022-07-22,00:00:00,12,2.0,18.0,36.0,Efectivo,Ana,Mesa,90640301,,invierno
V120220723,2022-07-23,00:00:00,1,25.0,26.0,650.0,Yape,Ana,Delivery,85876571,,invierno
V220220723,2022-07-23,00:00:00,2,26.0,32.0,832.0,Efectivo,José,Take-out,64733067,,invierno
V320220723,2022-07-23,00:00:00,3,19.0,30.0,570.0,Yape,José,Take-out,68681002,,invierno
V420220723,2022-07-23,00:00:00,4,25.0,24.0,600.0,Yape,María,Mesa,08998323,,invierno
V520220723,2022-07-23,00:00:00,5,15.0,25.0,375.0,Efectivo,Luis,Take-out,80748304,,invierno
V620220723,2022-07-23,00:00:00,6,20.0,24.0,480.0,Tarjeta,Luis,Mesa,23536868,,invierno
V720220723,2022-07-23,00:00:00,7,15.0,22.0,330.0,Tarjeta,Ana,Delivery,66647435,,invierno
V820220723,2022-07-23,00:00:00,8,14.0,28.0,392.0,Efectivo,José,Take-out,80769300,,invierno
V920220723,2022-07-23,00:00:00,9,8.0,18.0,144.0,Tarjeta,María,Delivery,02009645,,invierno
V1020220723,2022-07-23,00:00:00,10,2.0,15.0,30.0,Efectivo,Ana,Take-out,16627523,,invierno
V1120220723,2022-07-23,00:00:00,11,4.0,28.0,112.0,Tarjeta,Ana,Mesa,40067782,,invierno
V1220220723,2022-07-23,00:00:00,12,6.0,18.0,108.0,Efectivo,María,Take-out,27820307,,invierno
V120220724,2022-07-24,00:00:00,1,30.0,26.0,780.0,Tarjeta,María,Take-out,69097551,,invierno
V220220724,2022-07-24,00:00:00,2,28.0,32.0,896.0,Yape,Luis,Mesa,67859649,,invierno
V320220724,2022-07-24,00:00:00,3,14.0,30.0,420.0,Yape,Luis,Take-out,64463992,,invierno
V420220724,2022-07-24,00:00:00,4,25.0,24.0,600.0,Yape,María,Mesa,35008254,,invierno
V520220724,2022-07-24,00:00:00,5,17.0,25.0,425.0,Yape,Luis,Delivery,25603335,,invierno
V620220724,2022-07-24,00:00:00,6,19.0,24.0,456.0,Efectivo,Luis,Mesa,62547959,,invierno
V720220724,2022-07-24,00:00:00,7,6.0,22.0,132.0,Tarjeta,María,Mesa,91411399,,invierno
V820220724,2022-07-24,00:00:00,8,12.0,28.0,336.0,Tarjeta,Ana,Delivery,57036148,,invierno
V920220724,2022-07-24,00:00:00,9,11.0,18.0,198.0,Yape,Luis,Mesa,95723427,,invierno
V1020220724,2022-07-24,00:00:00,10,6.0,15.0,90.0,Yape,José,Mesa,57587516,,invierno
V1120220724,2022-07-24,00:00:00,11,3.0,28.0,84.0,Tarjeta,José,Delivery,54889536,,invierno
V1220220724,2022-07-24,00:00:00,12,4.0,18.0,72.0,Tarjeta,María,Mesa,11405409,,invierno
V120220725,2022-07-25,00:00:00,1,20.0,26.0,520.0,Yape,Ana,Mesa,70031630,,invierno
V220220725,2022-07-25,00:00:00,2,33.0,32.0,1056.0,Yape,Luis,Take-out,31675869,,invierno
V320220725,2022-07-25,00:00:00,3,8.0,30.0,240.0,Efectivo,José,Mesa,70157667,,invierno
V420220725,2022-07-25,00:00:00,4,15.0,24.0,360.0,Efectivo,Ana,Delivery,76491805,,invierno
V520220725,2022-07-25,00:00:00,5,12.0,25.0,300.0,Efectivo,Luis,Take-out,57141544,,invierno
V620220725,2022-07-25,00:00:00,6,14.0,24.0,336.0,Tarjeta,José,Take-out,97224224,,invierno
V720220725,2022-07-25,00:00:00,7,9.0,22.0,198.0,Efectivo,Luis,Mesa,08270982,,invierno
V820220725,2022-07-25,00:00:00,8,12.0,28.0,336.0,Tarjeta,María,Delivery,58754927,,invierno
V920220725,2022-07-25,00:00:00,9,7.0,18.0,126.0,Tarjeta,Luis,Mesa,93105006,,invierno
V1020220725,2022-07-25,00:00:00,10,7.0,15.0,105.0,Yape,María,Delivery,08420183,,invierno
V1120220725,2022-07-25,00:00:00,11,6.0,28.0,168.0,Yape,Luis,Delivery,66810332,,invierno
V1220220725,2022-07-25,00:00:00,12,1.0,18.0,18.0,Yape,Luis,Take-out,16400270,,invierno
V120220726,2022-07-26,00:00:00,1,14.0,26.0,364.0,Yape,Luis,Mesa,12678296,,invierno
V220220726,2022-07-26,00:00:00,2,24.0,32.0,768.0,Tarjeta,Ana,Mesa,14608454,,invierno
V320220726,2022-07-26,00:00:00,3,12.0,30.0,360.0,Tarjeta,José,Delivery,26790426,,invierno
V420220726,2022-07-26,00:00:00,4,22.0,24.0,528.0,Yape,Luis,Take-out,22165154,,invierno
V520220726,2022-07-26,00:00:00,5,18.0,25.0,450.0,Yape,Ana,Delivery,21011934,,invierno
V620220726,2022-07-26,00:00:00,6,14.0,24.0,336.0,Yape,María,Delivery,44330465,,invierno
V720220726,2022-07-26,00:00:00,7,7.0,22.0,154.0,Efectivo,María,Mesa,35669370,,invierno
V820220726,2022-07-26,00:00:00,8,7.0,28.0,196.0,Tarjeta,María,Take-out,94837029,,invierno
V920220726,2022-07-26,00:00:00,9,10.0,18.0,180.0,Tarjeta,Luis,Delivery,83697567,,invierno
V1020220726,2022-07-26,00:00:00,10,5.0,15.0,75.0,Tarjeta,Ana,Mesa,56792584,,invierno
V1120220726,2022-07-26,00:00:00,11,4.0,28.0,112.0,Tarjeta,José,Take-out,89710548,,invierno
V1220220726,2022-07-26,00:00:00,12,6.0,18.0,108.0,Efectivo,Ana,Take-out,84420884,,invierno
V120220727,2022-07-27,00:00:00,1,15.0,26.0,390.0,Yape,María,Mesa,37558838,,invierno
V220220727,2022-07-27,00:00:00,2,18.0,32.0,576.0,Tarjeta,Ana,Take-out,40551273,,invierno
V320220727,2022-07-27,00:00:00,3,15.0,30.0,450.0,Efectivo,María,Mesa,06584408,,invierno
V420220727,2022-07-27,00:00:00,4,17.0,24.0,408.0,Efectivo,María,Take-out,65149864,,invierno
V520220727,2022-07-27,00:00:00,5,15.0,25.0,375.0,Efectivo,Ana,Mesa,04949170,,invierno
V620220727,2022-07-27,00:00:00,6,11.0,24.0,264.0,Yape,María,Take-out,34688682,,invierno
V720220727,2022-07-27,00:00:00,7,16.0,22.0,352.0,Yape,Ana,Mesa,21245354,,invierno
V820220727,2022-07-27,00:00:00,8,15.0,28.0,420.0,Tarjeta,Ana,Mesa,13996167,,invierno
V920220727,2022-07-27,00:00:00,9,9.0,18.0,162.0,Tarjeta,Luis,Take-out,99818805,,invierno
V1020220727,2022-07-27,00:00:00,10,2.0,15.0,30.0,Efectivo,Ana,Take-out,48143396,,invierno
V1120220727,2022-07-27,00:00:00,11,3.0,28.0,84.0,Efectivo,José,Delivery,48490789,,invierno
V1220220727,2022-07-27,00:00:00,12,7.0,18.0,126.0,Tarjeta,María,Mesa,93471965,,invierno
V120220728,2022-07-28,00:00:00,1,21.0,26.0,546.0,Yape,Luis,Delivery,15943595,,invierno
V220220728,2022-07-28,00:00:00,2,26.0,32.0,832.0,Tarjeta,María,Mesa,15169106,,invierno
V320220728,2022-07-28,00:00:00,3,23.0,30.0,690.0,Tarjeta,María,Take-out,49406098,,invierno
V420220728,2022-07-28,00:00:00,4,25.0,24.0,600.0,Efectivo,Luis,Take-out,88313456,,invierno
V520220728,2022-07-28,00:00:00,5,13.0,25.0,325.0,Efectivo,María,Mesa,46455639,,invierno
V620220728,2022-07-28,00:00:00,6,15.0,24.0,360.0,Efectivo,José,Take-out,52597433,,invierno
V720220728,2022-07-28,00:00:00,7,15.0,22.0,330.0,Yape,Ana,Delivery,33827125,,invierno
V820220728,2022-07-28,00:00:00,8,15.0,28.0,420.0,Yape,Ana,Delivery,84165173,,invierno
V920220728,2022-07-28,00:00:00,9,8.0,18.0,144.0,Tarjeta,María,Take-out,58941248,,invierno
V1020220728,2022-07-28,00:00:00,10,4.0,15.0,60.0,Efectivo,María,Mesa,25305800,,invierno
V1120220728,2022-07-28,00:00:00,11,6.0,28.0,168.0,Tarjeta,Ana,Take-out,79925128,,invierno
V1220220728,2022-07-28,00:00:00,12,1.0,18.0,18.0,Yape,Ana,Mesa,61251888,,invierno
V120220729,2022-07-29,00:00:00,1,18.0,26.0,468.0,Tarjeta,Ana,Mesa,74401488,,invierno
V220220729,2022-07-29,00:00:00,2,26.0,32.0,832.0,Tarjeta,José,Mesa,79372476,,invierno
V320220729,2022-07-29,00:00:00,3,16.0,30.0,480.0,Efectivo,Luis,Delivery,18827515,,invierno
V420220729,2022-07-29,00:00:00,4,21.0,24.0,504.0,Yape,Luis,Mesa,40315906,,invierno
V520220729,2022-07-29,00:00:00,5,16.0,25.0,400.0,Efectivo,María,Delivery,30545685,,invierno
V620220729,2022-07-29,00:00:00,6,21.0,24.0,504.0,Yape,José,Delivery,95261798,,invierno
V720220729,2022-07-29,00:00:00,7,16.0,22.0,352.0,Yape,Luis,Take-out,67183489,,invierno
V820220729,2022-07-29,00:00:00,8,19.0,28.0,532.0,Efectivo,Luis,Take-out,40771422,,invierno
V920220729,2022-07-29,00:00:00,9,7.0,18.0,126.0,Efectivo,Ana,Mesa,58028402,,invierno
V1020220729,2022-07-29,00:00:00,10,4.0,15.0,60.0,Efectivo,María,Delivery,70376745,,invierno
V1120220729,2022-07-29,00:00:00,11,2.0,28.0,56.0,Tarjeta,Luis,Take-out,42718845,,invierno
V1220220729,2022-07-29,00:00:00,12,2.0,18.0,36.0,Efectivo,Luis,Take-out,67857543,,invierno
V120220730,2022-07-30,00:00:00,1,27.0,26.0,702.0,Yape,Ana,Take-out,04285256,,invierno
V220220730,2022-07-30,00:00:00,2,28.0,32.0,896.0,Yape,José,Delivery,63290518,,invierno
V320220730,2022-07-30,00:00:00,3,19.0,30.0,570.0,Yape,María,Delivery,66201504,,invierno
V420220730,2022-07-30,00:00:00,4,25.0,24.0,600.0,Yape,Luis,Delivery,05283406,,invierno
V520220730,2022-07-30,00:00:00,5,13.0,25.0,325.0,Yape,Ana,Take-out,51722949,,invierno
V620220730,2022-07-30,00:00:00,6,9.0,24.0,216.0,Efectivo,Ana,Take-out,53666394,,invierno
V720220730,2022-07-30,00:00:00,7,8.0,22.0,176.0,Tarjeta,José,Mesa,19542925,,invierno
V820220730,2022-07-30,00:00:00,8,7.0,28.0,196.0,Tarjeta,Ana,Delivery,13599901,,invierno
V920220730,2022-07-30,00:00:00,9,6.0,18.0,108.0,Yape,Ana,Mesa,97483449,,invierno
V1020220730,2022-07-30,00:00:00,10,4.0,15.0,60.0,Efectivo,Luis,Take-out,29462666,,invierno
V1120220730,2022-07-30,00:00:00,11,8.0,28.0,224.0,Yape,José,Delivery,70203709,,invierno
V1220220730,2022-07-30,00:00:00,12,6.0,18.0,108.0,Efectivo,María,Take-out,17408008,,invierno
V120220731,2022-07-31,00:00:00,1,23.0,26.0,598.0,Tarjeta,María,Delivery,67296698,,invierno
V220220731,2022-07-31,00:00:00,2,16.0,32.0,512.0,Efectivo,Luis,Take-out,61273436,,invierno
V320220731,2022-07-31,00:00:00,3,17.0,30.0,510.0,Tarjeta,Luis,Mesa,57022012,,invierno
V420220731,2022-07-31,00:00:00,4,16.0,24.0,384.0,Tarjeta,José,Take-out,93688796,,invierno
V520220731,2022-07-31,00:00:00,5,23.0,25.0,575.0,Yape,José,Take-out,08699203,,invierno
V620220731,2022-07-31,00:00:00,6,19.0,24.0,456.0,Tarjeta,José,Delivery,71142064,,invierno
V720220731,2022-07-31,00:00:00,7,9.0,22.0,198.0,Yape,María,Mesa,61461883,,invierno
V820220731,2022-07-31,00:00:00,8,11.0,28.0,308.0,Tarjeta,José,Delivery,71849523,,invierno
V920220731,2022-07-31,00:00:00,9,6.0,18.0,108.0,Tarjeta,María,Take-out,98596901,,invierno
V1020220731,2022-07-31,00:00:00,10,4.0,15.0,60.0,Efectivo,Luis,Take-out,19079228,,invierno
V1120220731,2022-07-31,00:00:00,11,3.0,28.0,84.0,Efectivo,Ana,Mesa,10500891,,invierno
V1220220731,2022-07-31,00:00:00,12,2.0,18.0,36.0,Yape,Luis,Delivery,09789921,,invierno
V120220801,2022-08-01,00:00:00,1,22.0,26.0,572.0,Efectivo,Luis,Take-out,99081611,,invierno
V220220801,2022-08-01,00:00:00,2,18.0,32.0,576.0,Efectivo,Ana,Delivery,81097402,,invierno
V320220801,2022-08-01,00:00:00,3,10.0,30.0,300.0,Yape,Luis,Delivery,44081074,,invierno
V420220801,2022-08-01,00:00:00,4,19.0,24.0,456.0,Yape,Ana,Delivery,80918977,,invierno
V520220801,2022-08-01,00:00:00,5,18.0,25.0,450.0,Yape,Luis,Delivery,58617351,,invierno
V620220801,2022-08-01,00:00:00,6,16.0,24.0,384.0,Tarjeta,María,Delivery,22015709,,invierno
V720220801,2022-08-01,00:00:00,7,8.0,22.0,176.0,Yape,María,Delivery,21073691,,invierno
V820220801,2022-08-01,00:00:00,8,8.0,28.0,224.0,Tarjeta,Luis,Take-out,81406377,,invierno
V920220801,2022-08-01,00:00:00,9,4.0,18.0,72.0,Tarjeta,José,Mesa,25318149,,invierno
V1020220801,2022-08-01,00:00:00,10,2.0,15.0,30.0,Efectivo,José,Mesa,81068554,,invierno
V1120220801,2022-08-01,00:00:00,11,6.0,28.0,168.0,Yape,Luis,Take-out,66372726,,invierno
V1220220801,2022-08-01,00:00:00,12,11.0,18.0,198.0,Efectivo,María,Mesa,44576043,,invierno
V120220802,2022-08-02,00:00:00,1,26.0,26.0,676.0,Efectivo,Luis,Mesa,65436662,,invierno
V220220802,2022-08-02,00:00:00,2,13.0,32.0,416.0,Efectivo,Ana,Mesa,80174497,,invierno
V320220802,2022-08-02,00:00:00,3,12.0,30.0,360.0,Yape,María,Mesa,17884746,,invierno
V420220802,2022-08-02,00:00:00,4,21.0,24.0,504.0,Yape,Luis,Take-out,89000581,,invierno
V520220802,2022-08-02,00:00:00,5,19.0,25.0,475.0,Yape,Ana,Mesa,51517919,,invierno
V620220802,2022-08-02,00:00:00,6,9.0,24.0,216.0,Yape,José,Take-out,11245139,,invierno
V720220802,2022-08-02,00:00:00,7,14.0,22.0,308.0,Efectivo,José,Mesa,78598324,,invierno
V820220802,2022-08-02,00:00:00,8,9.0,28.0,252.0,Yape,José,Take-out,06199705,,invierno
V920220802,2022-08-02,00:00:00,9,4.0,18.0,72.0,Efectivo,Luis,Take-out,54699326,,invierno
V1020220802,2022-08-02,00:00:00,10,4.0,15.0,60.0,Efectivo,Luis,Delivery,89930455,,invierno
V1120220802,2022-08-02,00:00:00,11,5.0,28.0,140.0,Efectivo,Luis,Mesa,80127000,,invierno
V1220220802,2022-08-02,00:00:00,12,4.0,18.0,72.0,Yape,Ana,Take-out,40462211,,invierno
V120220803,2022-08-03,00:00:00,1,23.0,26.0,598.0,Yape,Luis,Delivery,07021232,,invierno
V220220803,2022-08-03,00:00:00,2,21.0,32.0,672.0,Tarjeta,Ana,Take-out,79128966,,invierno
V320220803,2022-08-03,00:00:00,3,25.0,30.0,750.0,Efectivo,María,Mesa,64858025,,invierno
V420220803,2022-08-03,00:00:00,4,21.0,24.0,504.0,Yape,Ana,Take-out,38817338,,invierno
V520220803,2022-08-03,00:00:00,5,12.0,25.0,300.0,Yape,Ana,Delivery,15381326,,invierno
V620220803,2022-08-03,00:00:00,6,6.0,24.0,144.0,Yape,Ana,Take-out,09617325,,invierno
V720220803,2022-08-03,00:00:00,7,11.0,22.0,242.0,Tarjeta,María,Take-out,90726215,,invierno
V820220803,2022-08-03,00:00:00,8,10.0,28.0,280.0,Tarjeta,Ana,Mesa,88388815,,invierno
V920220803,2022-08-03,00:00:00,9,7.0,18.0,126.0,Tarjeta,Ana,Mesa,57284044,,invierno
V1020220803,2022-08-03,00:00:00,10,6.0,15.0,90.0,Yape,José,Take-out,85422869,,invierno
V1120220803,2022-08-03,00:00:00,11,1.0,28.0,28.0,Yape,María,Mesa,37536633,,invierno
V1220220803,2022-08-03,00:00:00,12,2.0,18.0,36.0,Yape,María,Take-out,02136329,,invierno
V120220804,2022-08-04,00:00:00,1,16.0,26.0,416.0,Efectivo,Ana,Mesa,31356902,,invierno
V220220804,2022-08-04,00:00:00,2,16.0,32.0,512.0,Efectivo,Luis,Take-out,40546224,,invierno
V320220804,2022-08-04,00:00:00,3,12.0,30.0,360.0,Tarjeta,María,Delivery,19670169,,invierno
V420220804,2022-08-04,00:00:00,4,18.0,24.0,432.0,Yape,María,Delivery,81458469,,invierno
V520220804,2022-08-04,00:00:00,5,18.0,25.0,450.0,Tarjeta,María,Take-out,89468773,,invierno
V620220804,2022-08-04,00:00:00,6,15.0,24.0,360.0,Yape,María,Delivery,10679814,,invierno
V720220804,2022-08-04,00:00:00,7,9.0,22.0,198.0,Efectivo,María,Delivery,40359061,,invierno
V820220804,2022-08-04,00:00:00,8,7.0,28.0,196.0,Efectivo,Ana,Take-out,31960043,,invierno
V920220804,2022-08-04,00:00:00,9,6.0,18.0,108.0,Tarjeta,Ana,Delivery,25765757,,invierno
V1020220804,2022-08-04,00:00:00,10,5.0,15.0,75.0,Yape,María,Delivery,97363395,,invierno
V1120220804,2022-08-04,00:00:00,11,5.0,28.0,140.0,Efectivo,María,Mesa,72430036,,invierno
V1220220804,2022-08-04,00:00:00,12,4.0,18.0,72.0,Tarjeta,Luis,Take-out,69277329,,invierno
V120220805,2022-08-05,00:00:00,1,21.0,26.0,546.0,Efectivo,Ana,Mesa,33680720,,invierno
V220220805,2022-08-05,00:00:00,2,22.0,32.0,704.0,Yape,José,Take-out,57657205,,invierno
V320220805,2022-08-05,00:00:00,3,8.0,30.0,240.0,Efectivo,José,Delivery,42826915,,invierno
V420220805,2022-08-05,00:00:00,4,24.0,24.0,576.0,Efectivo,José,Mesa,38649394,,invierno
V520220805,2022-08-05,00:00:00,5,16.0,25.0,400.0,Efectivo,Luis,Mesa,07860613,,invierno
V620220805,2022-08-05,00:00:00,6,16.0,24.0,384.0,Tarjeta,María,Take-out,12551134,,invierno
V720220805,2022-08-05,00:00:00,7,11.0,22.0,242.0,Efectivo,Ana,Mesa,66871014,,invierno
V820220805,2022-08-05,00:00:00,8,7.0,28.0,196.0,Efectivo,Luis,Take-out,11121857,,invierno
V920220805,2022-08-05,00:00:00,9,6.0,18.0,108.0,Tarjeta,María,Delivery,01235795,,invierno
V1020220805,2022-08-05,00:00:00,10,7.0,15.0,105.0,Tarjeta,Ana,Mesa,07386177,,invierno
V1120220805,2022-08-05,00:00:00,11,1.0,28.0,28.0,Yape,Ana,Mesa,54648482,,invierno
V1220220805,2022-08-05,00:00:00,12,3.0,18.0,54.0,Efectivo,Luis,Mesa,12920201,,invierno
V120220806,2022-08-06,00:00:00,1,29.0,26.0,754.0,Efectivo,Ana,Delivery,08637287,,invierno
V220220806,2022-08-06,00:00:00,2,19.0,32.0,608.0,Efectivo,Ana,Mesa,12384058,,invierno
V320220806,2022-08-06,00:00:00,3,9.0,30.0,270.0,Efectivo,Luis,Take-out,45101449,,invierno
V420220806,2022-08-06,00:00:00,4,24.0,24.0,576.0,Yape,Ana,Delivery,36825122,,invierno
V520220806,2022-08-06,00:00:00,5,17.0,25.0,425.0,Tarjeta,María,Mesa,04995616,,invierno
V620220806,2022-08-06,00:00:00,6,16.0,24.0,384.0,Tarjeta,José,Take-out,01556980,,invierno
V720220806,2022-08-06,00:00:00,7,15.0,22.0,330.0,Efectivo,Luis,Delivery,85080817,,invierno
V820220806,2022-08-06,00:00:00,8,10.0,28.0,280.0,Tarjeta,Luis,Mesa,38807881,,invierno
V920220806,2022-08-06,00:00:00,9,7.0,18.0,126.0,Efectivo,José,Delivery,72620950,,invierno
V1020220806,2022-08-06,00:00:00,10,7.0,15.0,105.0,Efectivo,José,Mesa,83547871,,invierno
V1120220806,2022-08-06,00:00:00,11,3.0,28.0,84.0,Efectivo,María,Delivery,78545503,,invierno
V1220220806,2022-08-06,00:00:00,12,5.0,18.0,90.0,Tarjeta,Luis,Mesa,51862460,,invierno
V120220807,2022-08-07,00:00:00,1,26.0,26.0,676.0,Yape,Luis,Mesa,44569630,,invierno
V220220807,2022-08-07,00:00:00,2,21.0,32.0,672.0,Efectivo,Ana,Delivery,22866302,,invierno
V320220807,2022-08-07,00:00:00,3,6.0,30.0,180.0,Yape,María,Take-out,94004242,,invierno
V420220807,2022-08-07,00:00:00,4,22.0,24.0,528.0,Yape,José,Mesa,31059569,,invierno
V520220807,2022-08-07,00:00:00,5,21.0,25.0,525.0,Yape,José,Take-out,52565866,,invierno
V620220807,2022-08-07,00:00:00,6,19.0,24.0,456.0,Tarjeta,José,Take-out,72050550,,invierno
V720220807,2022-08-07,00:00:00,7,13.0,22.0,286.0,Tarjeta,Luis,Take-out,10573296,,invierno
V820220807,2022-08-07,00:00:00,8,20.0,28.0,560.0,Yape,Luis,Delivery,85060742,,invierno
V920220807,2022-08-07,00:00:00,9,6.0,18.0,108.0,Efectivo,José,Take-out,73754074,,invierno
V1020220807,2022-08-07,00:00:00,10,4.0,15.0,60.0,Yape,Ana,Take-out,08656345,,invierno
V1120220807,2022-08-07,00:00:00,11,6.0,28.0,168.0,Efectivo,Ana,Mesa,60903835,,invierno
V1220220807,2022-08-07,00:00:00,12,2.0,18.0,36.0,Efectivo,María,Take-out,48615155,,invierno
V120220808,2022-08-08,00:00:00,1,26.0,26.0,676.0,Efectivo,Luis,Take-out,31678660,,invierno
V220220808,2022-08-08,00:00:00,2,16.0,32.0,512.0,Yape,María,Delivery,23829209,,invierno
V320220808,2022-08-08,00:00:00,3,8.0,30.0,240.0,Yape,José,Delivery,18879216,,invierno
V420220808,2022-08-08,00:00:00,4,20.0,24.0,480.0,Yape,María,Mesa,15059862,,invierno
V520220808,2022-08-08,00:00:00,5,12.0,25.0,300.0,Tarjeta,Luis,Mesa,02836458,,invierno
V620220808,2022-08-08,00:00:00,6,13.0,24.0,312.0,Tarjeta,Ana,Delivery,61516275,,invierno
V720220808,2022-08-08,00:00:00,7,9.0,22.0,198.0,Yape,José,Mesa,70941102,,invierno
