Fecha,Hora,Producto/Plato vendido,Cantidad,Precio unitario,Precio total,Forma de pago,Responsable de la venta,"Mesa/Canal (salón, delivery, recojo)",Número de comprobante,Datos del cliente
2020-08-27,19:15,Ceviche Clásico,21,28.0,588.0,Efectivo,Cajero,salón,,
2020-08-27,12:34,Arroz Chaufa,9,22.0,198.0,Efectivo,Cajero,salón,,
2020-08-27,12:21,Tallarines Verdes,5,24.0,120.0,Efectivo,Cajero,salón,,
2020-08-28,11:50,Lomo Saltado,29,25.0,725.0,Efectivo,Cajero,salón,,
2020-08-28,21:13,Pollo a la Brasa,35,30.0,1050.0,Efectivo,Cajero,salón,,
2020-08-28,14:09,Ceviche Clásico,26,28.0,728.0,Efectivo,Cajero,salón,,
2020-08-28,12:13,Arroz Chaufa,30,22.0,660.0,Efectivo,Cajero,salón,,
2020-08-28,11:36,Tallarines Verdes,13,24.0,312.0,Efectivo,Cajero,salón,,
2020-08-29,13:00,Lomo Saltado,41,25.0,1025.0,Efectivo,Cajero,salón,,
2020-08-29,15:10,Pollo a la Brasa,51,30.0,1530.0,Efectivo,Cajero,salón,,
2020-08-29,13:20,Ceviche Clásico,32,28.0,896.0,Efectivo,Cajero,salón,,
2020-08-29,19:10,Arroz Chaufa,19,22.0,418.0,Efectivo,Cajero,salón,,
2020-08-29,11:00,Tallarines Verdes,12,24.0,288.0,Efectivo,Cajero,salón,,
2020-08-30,20:53,Lomo Saltado,105,25.0,2625.0,Efectivo,Cajero,salón,,
2020-08-30,17:05,Pollo a la Brasa,75,30.0,2250.0,Efectivo,Cajero,salón,,
2020-08-30,17:16,Ceviche Clásico,66,28.0,1848.0,Efectivo,Cajero,salón,,
2020-08-30,16:27,Arroz Chaufa,49,22.0,1078.0,Efectivo,Cajero,salón,,
2020-08-30,19:26,Tallarines Verdes,24,24.0,576.0,Efectivo,Cajero,salón,,
2020-08-31,20:50,Lomo Saltado,61,25.0,1525.0,Efectivo,Cajero,salón,,
2020-08-31,14:05,Pollo a la Brasa,45,30.0,1350.0,Efectivo,Cajero,salón,,
2020-08-31,14:57,Ceviche Clásico,40,28.0,1120.0,Efectivo,Cajero,salón,,
2020-08-31,14:14,Arroz Chaufa,23,22.0,506.0,Efectivo,Cajero,salón,,
2020-08-31,15:47,Tallarines Verdes,25,24.0,600.0,Efectivo,Cajero,salón,,
2020-09-01,20:47,Lomo Saltado,61,25.0,1525.0,Efectivo,Cajero,salón,,
2020-09-01,20:16,Pollo a la Brasa,63,30.0,1890.0,Efectivo,Cajero,salón,,
2020-09-01,19:06,Ceviche Clásico,36,28.0,1008.0,Efectivo,Cajero,salón,,
2020-09-01,21:27,Arroz Chaufa,34,22.0,748.0,Efectivo,Cajero,salón,,
2020-09-01,17:11,Tallarines Verdes,27,24.0,648.0,Efectivo,Cajero,salón,,
2020-09-02,12:17,Lomo Saltado,57,25.0,1425.0,Efectivo,Cajero,salón,,
2020-09-02,12:07,Pollo a la Brasa,46,30.0,1380.0,Efectivo,Cajero,salón,,
2020-09-02,18:25,Ceviche Clásico,42,28.0,1176.0,Efectivo,Cajero,salón,,
2020-09-02,18:59,Arroz Chaufa,32,22.0,704.0,Efectivo,Cajero,salón,,
2020-09-02,14:46,Tallarines Verdes,22,24.0,528.0,Efectivo,Cajero,salón,,
2020-09-03,18:31,Lomo Saltado,56,25.0,1400.0,Efectivo,Cajero,salón,,
2020-09-03,13:04,Pollo a la Brasa,49,30.0,1470.0,Efectivo,Cajero,salón,,
2020-09-03,16:11,Ceviche Clásico,37,28.0,1036.0,Efectivo,Cajero,salón,,
2020-09-03,20:46,Arroz Chaufa,32,22.0,704.0,Efectivo,Cajero,salón,,
2020-09-03,20:16,Tallarines Verdes,11,24.0,264.0,Efectivo,Cajero,salón,,
2020-09-04,12:27,Lomo Saltado,31,25.0,775.0,Efectivo,Cajero,salón,,
2020-09-04,12:43,Pollo a la Brasa,32,30.0,960.0,Efectivo,Cajero,salón,,
2020-09-04,17:47,Ceviche Clásico,27,28.0,756.0,Efectivo,Cajero,salón,,
2020-09-04,13:34,Arroz Chaufa,19,22.0,418.0,Efectivo,Cajero,salón,,
2020-09-04,17:39,Tallarines Verdes,8,24.0,192.0,Efectivo,Cajero,salón,,
2020-09-05,14:08,Lomo Saltado,50,25.0,1250.0,Efectivo,Cajero,salón,,
2020-09-05,21:28,Pollo a la Brasa,39,30.0,1170.0,Efectivo,Cajero,salón,,
2020-09-05,21:32,Ceviche Clásico,24,28.0,672.0,Efectivo,Cajero,salón,,
2020-09-05,14:00,Arroz Chaufa,15,22.0,330.0,Efectivo,Cajero,salón,,
2020-09-05,13:31,Tallarines Verdes,12,24.0,288.0,Efectivo,Cajero,salón,,
2020-09-06,21:47,Lomo Saltado,50,25.0,1250.0,Efectivo,Cajero,salón,,
2020-09-06,14:34,Pollo a la Brasa,49,30.0,1470.0,Efectivo,Cajero,salón,,
2020-09-06,21:20,Ceviche Clásico,53,28.0,1484.0,Efectivo,Cajero,salón,,
2020-09-06,14:01,Arroz Chaufa,21,22.0,462.0,Efectivo,Cajero,salón,,
2020-09-06,13:38,Tallarines Verdes,23,24.0,552.0,Efectivo,Cajero,salón,,
2020-09-07,18:07,Lomo Saltado,41,25.0,1025.0,Efectivo,Cajero,salón,,
2020-09-07,17:06,Pollo a la Brasa,39,30.0,1170.0,Efectivo,Cajero,salón,,
2020-09-07,18:00,Ceviche Clásico,31,28.0,868.0,Efectivo,Cajero,salón,,
2020-09-07,13:35,Arroz Chaufa,24,22.0,528.0,Efectivo,Cajero,salón,,
2020-09-07,21:05,Tallarines Verdes,13,24.0,312.0,Efectivo,Cajero,salón,,
2020-09-08,17:36,Lomo Saltado,47,25.0,1175.0,Efectivo,Cajero,salón,,
2020-09-08,21:35,Pollo a la Brasa,29,30.0,870.0,Efectivo,Cajero,salón,,
2020-09-08,15:11,Ceviche Clásico,25,28.0,700.0,Efectivo,Cajero,salón,,
2020-09-08,21:22,Arroz Chaufa,27,22.0,594.0,Efectivo,Cajero,salón,,
2020-09-08,21:53,Tallarines Verdes,5,24.0,120.0,Efectivo,Cajero,salón,,
2020-09-09,11:04,Lomo Saltado,67,25.0,1675.0,Efectivo,Cajero,salón,,
2020-09-09,17:17,Pollo a la Brasa,58,30.0,1740.0,Efectivo,Cajero,salón,,
2020-09-09,16:39,Ceviche Clásico,40,28.0,1120.0,Efectivo,Cajero,salón,,
2020-09-09,18:25,Arroz Chaufa,33,22.0,726.0,Efectivo,Cajero,salón,,
2020-09-09,20:39,Tallarines Verdes,16,24.0,384.0,Efectivo,Cajero,salón,,
2020-09-10,21:16,Lomo Saltado,56,25.0,1400.0,Efectivo,Cajero,salón,,
2020-09-10,12:56,Pollo a la Brasa,48,30.0,1440.0,Efectivo,Cajero,salón,,
2020-09-10,20:06,Ceviche Clásico,37,28.0,1036.0,Efectivo,Cajero,salón,,
2020-09-10,21:34,Arroz Chaufa,27,22.0,594.0,Efectivo,Cajero,salón,,
2020-09-10,15:16,Tallarines Verdes,14,24.0,336.0,Efectivo,Cajero,salón,,
2020-09-11,20:43,Lomo Saltado,57,25.0,1425.0,Efectivo,Cajero,salón,,
2020-09-11,20:17,Pollo a la Brasa,39,30.0,1170.0,Efectivo,Cajero,salón,,
2020-09-11,15:40,Ceviche Clásico,31,28.0,868.0,Efectivo,Cajero,salón,,
2020-09-11,19:41,Arroz Chaufa,28,22.0,616.0,Efectivo,Cajero,salón,,
2020-09-11,11:42,Tallarines Verdes,17,24.0,408.0,Efectivo,Cajero,salón,,
2020-09-12,21:54,Lomo Saltado,91,25.0,2275.0,Efectivo,Cajero,salón,,
2020-09-12,17:27,Pollo a la Brasa,65,30.0,1950.0,Efectivo,Cajero,salón,,
2020-09-12,14:49,Ceviche Clásico,56,28.0,1568.0,Efectivo,Cajero,salón,,
2020-09-12,21:22,Arroz Chaufa,31,22.0,682.0,Efectivo,Cajero,salón,,
2020-09-12,11:59,Tallarines Verdes,22,24.0,528.0,Efectivo,Cajero,salón,,
2020-09-13,18:21,Lomo Saltado,90,25.0,2250.0,Efectivo,Cajero,salón,,
2020-09-13,16:53,Pollo a la Brasa,75,30.0,2250.0,Efectivo,Cajero,salón,,
2020-09-13,14:52,Ceviche Clásico,55,28.0,1540.0,Efectivo,Cajero,salón,,
2020-09-13,13:56,Arroz Chaufa,61,22.0,1342.0,Efectivo,Cajero,salón,,
2020-09-13,21:33,Tallarines Verdes,22,24.0,528.0,Efectivo,Cajero,salón,,
2020-09-14,18:33,Lomo Saltado,38,25.0,950.0,Efectivo,Cajero,salón,,
2020-09-14,16:55,Pollo a la Brasa,32,30.0,960.0,Efectivo,Cajero,salón,,
2020-09-14,19:26,Ceviche Clásico,20,28.0,560.0,Efectivo,Cajero,salón,,
2020-09-14,14:51,Arroz Chaufa,22,22.0,484.0,Efectivo,Cajero,salón,,
2020-09-14,17:35,Tallarines Verdes,11,24.0,264.0,Efectivo,Cajero,salón,,
2020-09-15,12:05,Lomo Saltado,36,25.0,900.0,Efectivo,Cajero,salón,,
2020-09-15,21:48,Pollo a la Brasa,35,30.0,1050.0,Efectivo,Cajero,salón,,
2020-09-15,18:20,Ceviche Clásico,28,28.0,784.0,Efectivo,Cajero,salón,,
2020-09-15,19:18,Arroz Chaufa,11,22.0,242.0,Efectivo,Cajero,salón,,
2020-09-15,12:38,Tallarines Verdes,10,24.0,240.0,Efectivo,Cajero,salón,,
2020-09-16,17:40,Lomo Saltado,61,25.0,1525.0,Efectivo,Cajero,salón,,
2020-09-16,20:32,Pollo a la Brasa,43,30.0,1290.0,Efectivo,Cajero,salón,,
2020-09-16,20:47,Ceviche Clásico,47,28.0,1316.0,Efectivo,Cajero,salón,,
2020-09-16,13:54,Arroz Chaufa,21,22.0,462.0,Efectivo,Cajero,salón,,
2020-09-16,19:16,Tallarines Verdes,23,24.0,552.0,Efectivo,Cajero,salón,,
2020-09-17,16:15,Lomo Saltado,65,25.0,1625.0,Efectivo,Cajero,salón,,
2020-09-17,18:02,Pollo a la Brasa,45,30.0,1350.0,Efectivo,Cajero,salón,,
2020-09-17,11:52,Ceviche Clásico,43,28.0,1204.0,Efectivo,Cajero,salón,,
2020-09-17,13:37,Arroz Chaufa,37,22.0,814.0,Efectivo,Cajero,salón,,
2020-09-17,13:16,Tallarines Verdes,26,24.0,624.0,Efectivo,Cajero,salón,,
2020-09-18,18:04,Lomo Saltado,57,25.0,1425.0,Efectivo,Cajero,salón,,
2020-09-18,18:43,Pollo a la Brasa,54,30.0,1620.0,Efectivo,Cajero,salón,,
2020-09-18,11:44,Ceviche Clásico,22,28.0,616.0,Efectivo,Cajero,salón,,
2020-09-18,20:40,Arroz Chaufa,27,22.0,594.0,Efectivo,Cajero,salón,,
2020-09-18,14:56,Tallarines Verdes,16,24.0,384.0,Efectivo,Cajero,salón,,
2020-09-19,17:13,Lomo Saltado,42,25.0,1050.0,Efectivo,Cajero,salón,,
2020-09-19,11:14,Pollo a la Brasa,36,30.0,1080.0,Efectivo,Cajero,salón,,
2020-09-19,15:37,Ceviche Clásico,26,28.0,728.0,Efectivo,Cajero,salón,,
2020-09-19,13:31,Arroz Chaufa,20,22.0,440.0,Efectivo,Cajero,salón,,
2020-09-19,16:19,Tallarines Verdes,12,24.0,288.0,Efectivo,Cajero,salón,,
2020-09-20,12:45,Lomo Saltado,58,25.0,1450.0,Efectivo,Cajero,salón,,
2020-09-20,14:39,Pollo a la Brasa,42,30.0,1260.0,Efectivo,Cajero,salón,,
2020-09-20,14:27,Ceviche Clásico,45,28.0,1260.0,Efectivo,Cajero,salón,,
2020-09-20,13:29,Arroz Chaufa,31,22.0,682.0,Efectivo,Cajero,salón,,
2020-09-20,20:37,Tallarines Verdes,26,24.0,624.0,Efectivo,Cajero,salón,,
2020-09-21,14:25,Lomo Saltado,33,25.0,825.0,Efectivo,Cajero,salón,,
2020-09-21,18:19,Pollo a la Brasa,16,30.0,480.0,Efectivo,Cajero,salón,,
2020-09-21,11:04,Ceviche Clásico,20,28.0,560.0,Efectivo,Cajero,salón,,
2020-09-21,11:08,Arroz Chaufa,16,22.0,352.0,Efectivo,Cajero,salón,,
2020-09-21,18:06,Tallarines Verdes,6,24.0,144.0,Efectivo,Cajero,salón,,
2020-09-22,14:58,Lomo Saltado,25,25.0,625.0,Efectivo,Cajero,salón,,
2020-09-22,15:25,Pollo a la Brasa,22,30.0,660.0,Efectivo,Cajero,salón,,
2020-09-22,13:55,Ceviche Clásico,25,28.0,700.0,Efectivo,Cajero,salón,,
2020-09-22,16:23,Arroz Chaufa,15,22.0,330.0,Efectivo,Cajero,salón,,
2020-09-22,15:06,Tallarines Verdes,11,24.0,264.0,Efectivo,Cajero,salón,,
2020-09-23,21:45,Lomo Saltado,47,25.0,1175.0,Efectivo,Cajero,salón,,
2020-09-23,15:41,Pollo a la Brasa,42,30.0,1260.0,Efectivo,Cajero,salón,,
2020-09-23,17:21,Ceviche Clásico,35,28.0,980.0,Efectivo,Cajero,salón,,
2020-09-23,15:21,Arroz Chaufa,30,22.0,660.0,Efectivo,Cajero,salón,,
2020-09-23,12:09,Tallarines Verdes,18,24.0,432.0,Efectivo,Cajero,salón,,
2020-09-24,16:59,Lomo Saltado,61,25.0,1525.0,Efectivo,Cajero,salón,,
2020-09-24,12:30,Pollo a la Brasa,45,30.0,1350.0,Efectivo,Cajero,salón,,
2020-09-24,11:03,Ceviche Clásico,37,28.0,1036.0,Efectivo,Cajero,salón,,
2020-09-24,14:19,Arroz Chaufa,30,22.0,660.0,Efectivo,Cajero,salón,,
2020-09-24,11:34,Tallarines Verdes,19,24.0,456.0,Efectivo,Cajero,salón,,
2020-09-25,14:22,Lomo Saltado,61,25.0,1525.0,Efectivo,Cajero,salón,,
2020-09-25,20:37,Pollo a la Brasa,34,30.0,1020.0,Efectivo,Cajero,salón,,
2020-09-25,15:26,Ceviche Clásico,28,28.0,784.0,Efectivo,Cajero,salón,,
2020-09-25,21:52,Arroz Chaufa,24,22.0,528.0,Efectivo,Cajero,salón,,
2020-09-25,17:45,Tallarines Verdes,13,24.0,312.0,Efectivo,Cajero,salón,,
2020-09-26,11:56,Lomo Saltado,47,25.0,1175.0,Efectivo,Cajero,salón,,
2020-09-26,11:41,Pollo a la Brasa,29,30.0,870.0,Efectivo,Cajero,salón,,
2020-09-26,14:04,Ceviche Clásico,37,28.0,1036.0,Efectivo,Cajero,salón,,
2020-09-26,18:44,Arroz Chaufa,18,22.0,396.0,Efectivo,Cajero,salón,,
2020-09-26,15:04,Tallarines Verdes,17,24.0,408.0,Efectivo,Cajero,salón,,
2020-09-27,17:50,Lomo Saltado,51,25.0,1275.0,Efectivo,Cajero,salón,,
2020-09-27,14:00,Pollo a la Brasa,56,30.0,1680.0,Efectivo,Cajero,salón,,
2020-09-27,21:08,Ceviche Clásico,50,28.0,1400.0,Efectivo,Cajero,salón,,
2020-09-27,17:57,Arroz Chaufa,37,22.0,814.0,Efectivo,Cajero,salón,,
2020-09-27,17:08,Tallarines Verdes,19,24.0,456.0,Efectivo,Cajero,salón,,
2020-09-28,17:39,Lomo Saltado,31,25.0,775.0,Efectivo,Cajero,salón,,
2020-09-28,18:49,Pollo a la Brasa,32,30.0,960.0,Efectivo,Cajero,salón,,
2020-09-28,14:54,Ceviche Clásico,32,28.0,896.0,Efectivo,Cajero,salón,,
2020-09-28,19:24,Arroz Chaufa,12,22.0,264.0,Efectivo,Cajero,salón,,
2020-09-28,21:02,Tallarines Verdes,11,24.0,264.0,Efectivo,Cajero,salón,,
2020-09-29,15:13,Lomo Saltado,49,25.0,1225.0,Efectivo,Cajero,salón,,
2020-09-29,17:25,Pollo a la Brasa,57,30.0,1710.0,Efectivo,Cajero,salón,,
2020-09-29,19:59,Ceviche Clásico,32,28.0,896.0,Efectivo,Cajero,salón,,
2020-09-29,14:07,Arroz Chaufa,40,22.0,880.0,Efectivo,Cajero,salón,,
2020-09-29,11:03,Tallarines Verdes,19,24.0,456.0,Efectivo,Cajero,salón,,
2020-09-30,19:47,Lomo Saltado,66,25.0,1650.0,Efectivo,Cajero,salón,,
2020-09-30,12:13,Pollo a la Brasa,53,30.0,1590.0,Efectivo,Cajero,salón,,
2020-09-30,14:02,Ceviche Clásico,44,28.0,1232.0,Efectivo,Cajero,salón,,
2020-09-30,13:10,Arroz Chaufa,26,22.0,572.0,Efectivo,Cajero,salón,,
2020-09-30,15:47,Tallarines Verdes,25,24.0,600.0,Efectivo,Cajero,salón,,
2020-10-01,12:35,Lomo Saltado,81,25.0,2025.0,Efectivo,Cajero,salón,,
2020-10-01,20:35,Pollo a la Brasa,62,30.0,1860.0,Efectivo,Cajero,salón,,
2020-10-01,15:24,Ceviche Clásico,49,28.0,1372.0,Efectivo,Cajero,salón,,
2020-10-01,11:39,Arroz Chaufa,46,22.0,1012.0,Efectivo,Cajero,salón,,
2020-10-01,13:08,Tallarines Verdes,29,24.0,696.0,Efectivo,Cajero,salón,,
2020-10-02,19:52,Lomo Saltado,38,25.0,950.0,Efectivo,Cajero,salón,,
2020-10-02,17:44,Pollo a la Brasa,28,30.0,840.0,Efectivo,Cajero,salón,,
2020-10-02,17:30,Ceviche Clásico,29,28.0,812.0,Efectivo,Cajero,salón,,
2020-10-02,13:10,Arroz Chaufa,22,22.0,484.0,Efectivo,Cajero,salón,,
2020-10-02,18:16,Tallarines Verdes,9,24.0,216.0,Efectivo,Cajero,salón,,
2020-10-03,18:41,Lomo Saltado,58,25.0,1450.0,Efectivo,Cajero,salón,,
2020-10-03,13:52,Pollo a la Brasa,52,30.0,1560.0,Efectivo,Cajero,salón,,
2020-10-03,13:57,Ceviche Clásico,39,28.0,1092.0,Efectivo,Cajero,salón,,
2020-10-03,11:57,Arroz Chaufa,29,22.0,638.0,Efectivo,Cajero,salón,,
2020-10-03,15:07,Tallarines Verdes,25,24.0,600.0,Efectivo,Cajero,salón,,
2020-10-04,21:03,Lomo Saltado,101,25.0,2525.0,Efectivo,Cajero,salón,,
2020-10-04,17:18,Pollo a la Brasa,84,30.0,2520.0,Efectivo,Cajero,salón,,
2020-10-04,18:06,Ceviche Clásico,55,28.0,1540.0,Efectivo,Cajero,salón,,
2020-10-04,15:47,Arroz Chaufa,46,22.0,1012.0,Efectivo,Cajero,salón,,
2020-10-04,15:08,Tallarines Verdes,35,24.0,840.0,Efectivo,Cajero,salón,,
2020-10-05,15:43,Lomo Saltado,83,25.0,2075.0,Efectivo,Cajero,salón,,
2020-10-05,13:44,Pollo a la Brasa,61,30.0,1830.0,Efectivo,Cajero,salón,,
2020-10-05,19:26,Ceviche Clásico,38,28.0,1064.0,Efectivo,Cajero,salón,,
2020-10-05,13:54,Arroz Chaufa,38,22.0,836.0,Efectivo,Cajero,salón,,
2020-10-05,20:43,Tallarines Verdes,28,24.0,672.0,Efectivo,Cajero,salón,,
2020-10-06,12:38,Lomo Saltado,61,25.0,1525.0,Efectivo,Cajero,salón,,
2020-10-06,15:34,Pollo a la Brasa,55,30.0,1650.0,Efectivo,Cajero,salón,,
2020-10-06,16:37,Ceviche Clásico,44,28.0,1232.0,Efectivo,Cajero,salón,,
2020-10-06,11:50,Arroz Chaufa,30,22.0,660.0,Efectivo,Cajero,salón,,
2020-10-06,15:58,Tallarines Verdes,13,24.0,312.0,Efectivo,Cajero,salón,,
2020-10-07,11:57,Lomo Saltado,60,25.0,1500.0,Efectivo,Cajero,salón,,
2020-10-07,15:14,Pollo a la Brasa,50,30.0,1500.0,Efectivo,Cajero,salón,,
2020-10-07,18:16,Ceviche Clásico,30,28.0,840.0,Efectivo,Cajero,salón,,
2020-10-07,13:00,Arroz Chaufa,24,22.0,528.0,Efectivo,Cajero,salón,,
2020-10-07,16:09,Tallarines Verdes,15,24.0,360.0,Efectivo,Cajero,salón,,
2020-10-08,19:45,Lomo Saltado,125,25.0,3125.0,Efectivo,Cajero,salón,,
2020-10-08,21:06,Pollo a la Brasa,84,30.0,2520.0,Efectivo,Cajero,salón,,
2020-10-08,21:31,Ceviche Clásico,58,28.0,1624.0,Efectivo,Cajero,salón,,
2020-10-08,13:27,Arroz Chaufa,38,22.0,836.0,Efectivo,Cajero,salón,,
2020-10-08,16:34,Tallarines Verdes,35,24.0,840.0,Efectivo,Cajero,salón,,
2020-10-09,12:45,Lomo Saltado,40,25.0,1000.0,Efectivo,Cajero,salón,,
2020-10-09,20:07,Pollo a la Brasa,39,30.0,1170.0,Efectivo,Cajero,salón,,
2020-10-09,21:54,Ceviche Clásico,24,28.0,672.0,Efectivo,Cajero,salón,,
2020-10-09,20:28,Arroz Chaufa,19,22.0,418.0,Efectivo,Cajero,salón,,
2020-10-09,14:49,Tallarines Verdes,19,24.0,456.0,Efectivo,Cajero,salón,,
2020-10-10,11:44,Lomo Saltado,35,25.0,875.0,Efectivo,Cajero,salón,,
2020-10-10,21:02,Pollo a la Brasa,44,30.0,1320.0,Efectivo,Cajero,salón,,
2020-10-10,18:05,Ceviche Clásico,28,28.0,784.0,Efectivo,Cajero,salón,,
2020-10-10,15:25,Arroz Chaufa,15,22.0,330.0,Efectivo,Cajero,salón,,
2020-10-10,19:54,Tallarines Verdes,15,24.0,360.0,Efectivo,Cajero,salón,,
2020-10-11,15:18,Lomo Saltado,63,25.0,1575.0,Efectivo,Cajero,salón,,
2020-10-11,20:31,Pollo a la Brasa,62,30.0,1860.0,Efectivo,Cajero,salón,,
2020-10-11,16:51,Ceviche Clásico,59,28.0,1652.0,Efectivo,Cajero,salón,,
2020-10-11,16:04,Arroz Chaufa,51,22.0,1122.0,Efectivo,Cajero,salón,,
2020-10-11,21:01,Tallarines Verdes,35,24.0,840.0,Efectivo,Cajero,salón,,
2020-10-12,19:17,Lomo Saltado,75,25.0,1875.0,Efectivo,Cajero,salón,,
2020-10-12,20:21,Pollo a la Brasa,46,30.0,1380.0,Efectivo,Cajero,salón,,
2020-10-12,14:18,Ceviche Clásico,40,28.0,1120.0,Efectivo,Cajero,salón,,
2020-10-12,15:49,Arroz Chaufa,33,22.0,726.0,Efectivo,Cajero,salón,,
2020-10-12,13:54,Tallarines Verdes,20,24.0,480.0,Efectivo,Cajero,salón,,
2020-10-13,15:48,Lomo Saltado,82,25.0,2050.0,Efectivo,Cajero,salón,,
2020-10-13,21:09,Pollo a la Brasa,53,30.0,1590.0,Efectivo,Cajero,salón,,
2020-10-13,19:01,Ceviche Clásico,50,28.0,1400.0,Efectivo,Cajero,salón,,
2020-10-13,11:21,Arroz Chaufa,36,22.0,792.0,Efectivo,Cajero,salón,,
2020-10-13,11:15,Tallarines Verdes,24,24.0,576.0,Efectivo,Cajero,salón,,
2020-10-14,17:06,Lomo Saltado,48,25.0,1200.0,Efectivo,Cajero,salón,,
2020-10-14,20:40,Pollo a la Brasa,36,30.0,1080.0,Efectivo,Cajero,salón,,
2020-10-14,13:42,Ceviche Clásico,31,28.0,868.0,Efectivo,Cajero,salón,,
2020-10-14,11:39,Arroz Chaufa,16,22.0,352.0,Efectivo,Cajero,salón,,
2020-10-14,14:33,Tallarines Verdes,10,24.0,240.0,Efectivo,Cajero,salón,,
2020-10-15,19:59,Lomo Saltado,57,25.0,1425.0,Efectivo,Cajero,salón,,
2020-10-15,20:31,Pollo a la Brasa,75,30.0,2250.0,Efectivo,Cajero,salón,,
2020-10-15,15:43,Ceviche Clásico,48,28.0,1344.0,Efectivo,Cajero,salón,,
2020-10-15,21:53,Arroz Chaufa,41,22.0,902.0,Efectivo,Cajero,salón,,
2020-10-15,20:59,Tallarines Verdes,22,24.0,528.0,Efectivo,Cajero,salón,,
2020-10-16,18:05,Lomo Saltado,60,25.0,1500.0,Efectivo,Cajero,salón,,
2020-10-16,15:54,Pollo a la Brasa,64,30.0,1920.0,Efectivo,Cajero,salón,,
2020-10-16,21:50,Ceviche Clásico,49,28.0,1372.0,Efectivo,Cajero,salón,,
2020-10-16,19:35,Arroz Chaufa,42,22.0,924.0,Efectivo,Cajero,salón,,
2020-10-16,14:23,Tallarines Verdes,18,24.0,432.0,Efectivo,Cajero,salón,,
2020-10-17,17:34,Lomo Saltado,69,25.0,1725.0,Efectivo,Cajero,salón,,
2020-10-17,14:33,Pollo a la Brasa,54,30.0,1620.0,Efectivo,Cajero,salón,,
2020-10-17,11:09,Ceviche Clásico,48,28.0,1344.0,Efectivo,Cajero,salón,,
2020-10-17,13:09,Arroz Chaufa,25,22.0,550.0,Efectivo,Cajero,salón,,
2020-10-17,19:16,Tallarines Verdes,26,24.0,624.0,Efectivo,Cajero,salón,,
2020-10-18,15:57,Lomo Saltado,58,25.0,1450.0,Efectivo,Cajero,salón,,
2020-10-18,19:23,Pollo a la Brasa,35,30.0,1050.0,Efectivo,Cajero,salón,,
2020-10-18,19:40,Ceviche Clásico,25,28.0,700.0,Efectivo,Cajero,salón,,
2020-10-18,18:24,Arroz Chaufa,31,22.0,682.0,Efectivo,Cajero,salón,,
2020-10-18,14:07,Tallarines Verdes,16,24.0,384.0,Efectivo,Cajero,salón,,
2020-10-19,21:12,Lomo Saltado,26,25.0,650.0,Efectivo,Cajero,salón,,
2020-10-19,16:39,Pollo a la Brasa,32,30.0,960.0,Efectivo,Cajero,salón,,
2020-10-19,17:38,Ceviche Clásico,20,28.0,560.0,Efectivo,Cajero,salón,,
2020-10-19,11:50,Arroz Chaufa,19,22.0,418.0,Efectivo,Cajero,salón,,
2020-10-19,13:06,Tallarines Verdes,12,24.0,288.0,Efectivo,Cajero,salón,,
2020-10-20,12:29,Lomo Saltado,46,25.0,1150.0,Efectivo,Cajero,salón,,
2020-10-20,17:36,Pollo a la Brasa,45,30.0,1350.0,Efectivo,Cajero,salón,,
2020-10-20,17:09,Ceviche Clásico,36,28.0,1008.0,Efectivo,Cajero,salón,,
2020-10-20,17:33,Arroz Chaufa,30,22.0,660.0,Efectivo,Cajero,salón,,
2020-10-20,12:46,Tallarines Verdes,14,24.0,336.0,Efectivo,Cajero,salón,,
2020-10-21,12:53,Lomo Saltado,45,25.0,1125.0,Efectivo,Cajero,salón,,
2020-10-21,20:52,Pollo a la Brasa,43,30.0,1290.0,Efectivo,Cajero,salón,,
2020-10-21,12:28,Ceviche Clásico,21,28.0,588.0,Efectivo,Cajero,salón,,
2020-10-21,20:41,Arroz Chaufa,17,22.0,374.0,Efectivo,Cajero,salón,,
2020-10-21,17:41,Tallarines Verdes,9,24.0,216.0,Efectivo,Cajero,salón,,
2020-10-22,14:33,Lomo Saltado,64,25.0,1600.0,Efectivo,Cajero,salón,,
2020-10-22,11:57,Pollo a la Brasa,42,30.0,1260.0,Efectivo,Cajero,salón,,
2020-10-22,11:53,Ceviche Clásico,35,28.0,980.0,Efectivo,Cajero,salón,,
2020-10-22,12:02,Arroz Chaufa,31,22.0,682.0,Efectivo,Cajero,salón,,
2020-10-22,15:15,Tallarines Verdes,13,24.0,312.0,Efectivo,Cajero,salón,,
2020-10-23,11:35,Lomo Saltado,66,25.0,1650.0,Efectivo,Cajero,salón,,
2020-10-23,14:49,Pollo a la Brasa,49,30.0,1470.0,Efectivo,Cajero,salón,,
2020-10-23,18:26,Ceviche Clásico,46,28.0,1288.0,Efectivo,Cajero,salón,,
2020-10-23,12:49,Arroz Chaufa,35,22.0,770.0,Efectivo,Cajero,salón,,
2020-10-23,12:14,Tallarines Verdes,22,24.0,528.0,Efectivo,Cajero,salón,,
2020-10-24,11:34,Lomo Saltado,58,25.0,1450.0,Efectivo,Cajero,salón,,
2020-10-24,13:12,Pollo a la Brasa,47,30.0,1410.0,Efectivo,Cajero,salón,,
2020-10-24,20:08,Ceviche Clásico,42,28.0,1176.0,Efectivo,Cajero,salón,,
2020-10-24,20:00,Arroz Chaufa,30,22.0,660.0,Efectivo,Cajero,salón,,
2020-10-24,21:33,Tallarines Verdes,14,24.0,336.0,Efectivo,Cajero,salón,,
