fecha,plato,cantidad,monto_total,anio,mes,dia,dow,fin_de_semana,feriado,evento_Ano_Nuevo,evento_Viernes_Santo,evento_Sabado_Santo,evento_Dia_del_Trabajador,evento_Dia_del_Pollo_a_la_Brasa,evento_San_Pedro_y_San_Pablo,evento_Fiestas_Patrias_1,evento_Fiestas_Patrias_2,evento_Santa_Rosa_de_Lima,evento_Combate_de_Angamos,evento_Dia_de_Todos_los_Santos,evento_Inmaculada_Concepcion,evento_Navidad,evento_Dia_del_Padre,evento_Dia_del_Ceviche,temp_invierno,temp_otono,temp_primavera,temp_verano,clima_Lluvioso,clima_Nublado,clima_Soleado,lag_1,lag_7,lag_14,lag_28,rolling_mean_7,rolling_std_7,rolling_mean_14,rolling_std_14,rolling_mean_28,rolling_std_28,dow_sin,dow_cos,mes_sin,mes_cos
2023-12-14,1,15.0,390.0,2023,12,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,True,False,False,13.0,15.0,23.0,13.0,24.428571428571427,8.363753998796316,22.357142857142858,6.9015844653143255,21.642857142857142,6.001322605548967,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384
2023-12-15,1,17.0,442.0,2023,12,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,False,15.0,33.0,12.0,16.0,24.428571428571427,8.363753998796316,21.785714285714285,7.170222305625383,21.714285714285715,5.905785881515423,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384
2023-12-16,1,26.0,676.0,2023,12,16,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,False,17.0,23.0,18.0,26.0,22.142857142857142,7.7980461533337895,22.142857142857142,6.757982662772194,21.75,5.872881808851662,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384
2023-12-17,1,21.0,546.0,2023,12,17,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,True,26.0,35.0,23.0,25.0,22.571428571428573,7.934253648099557,22.714285714285715,6.718843437888476,21.75,5.872881808851662,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384
2023-12-18,1,15.0,390.0,2023,12,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,True,False,False,21.0,28.0,18.0,22.0,20.571428571428573,5.7404164441598535,22.571428571428573,6.733547307375158,21.607142857142858,5.8394525727337125,0.0,1.0,-0.5000000000000004,0.8660254037844384
2023-12-19,1,13.0,338.0,2023,12,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,True,False,False,15.0,24.0,21.0,17.0,18.714285714285715,4.990467102863374,22.357142857142858,6.934940994226734,21.357142857142858,5.970385468753479,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384
2023-12-20,1,15.0,390.0,2023,12,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,True,False,False,13.0,13.0,27.0,23.0,17.142857142857142,4.775931721614458,21.785714285714285,7.3712390298486925,21.214285714285715,6.124372335834633,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384
2023-12-21,1,25.0,650.0,2023,12,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,True,15.0,15.0,15.0,28.0,17.428571428571427,4.540820148282366,20.928571428571427,7.415828038358584,20.928571428571427,6.22378098389153,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384
2023-12-22,1,16.0,416.0,2023,12,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,True,False,False,25.0,17.0,33.0,19.0,18.857142857142858,5.1777914026661485,21.642857142857142,7.281241893831257,20.821428571428573,6.122536217569466,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384
2023-12-23,1,35.0,910.0,2023,12,23,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,True,False,False,16.0,26.0,23.0,23.0,18.714285714285715,5.250850271282569,20.428571428571427,6.629935441317945,20.714285714285715,6.181556455427735,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384
2023-12-24,1,23.0,598.0,2023,12,24,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,False,35.0,21.0,35.0,17.0,20.0,7.810249675906643,21.285714285714285,7.680430390870739,21.142857142857142,6.7369313033638285,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384
2023-12-25,1,25.0,650.0,2023,12,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,True,False,True,False,23.0,15.0,28.0,16.0,20.285714285714285,7.889112449325026,20.428571428571427,6.629935441317945,21.357142857142858,6.695572255654321,0.0,1.0,-0.5000000000000004,0.8660254037844384
2023-12-26,1,19.0,494.0,2023,12,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,True,25.0,13.0,24.0,18.0,21.714285714285715,7.67494377209123,20.214285714285715,6.411270981981296,21.678571428571427,6.644705892822981,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384
2023-12-27,1,21.0,546.0,2023,12,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,True,False,False,19.0,15.0,13.0,30.0,22.571428571428573,6.827814263660647,19.857142857142858,6.322817566403587,21.714285714285715,6.626865315920036,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384
2023-12-28,1,23.0,598.0,2023,12,28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,False,21.0,25.0,15.0,23.0,23.428571428571427,6.051367417290732,20.428571428571427,6.009150531471976,21.392857142857142,6.425293108831036,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384
2023-12-29,1,19.0,494.0,2023,12,29,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,True,23.0,16.0,17.0,12.0,23.142857142857142,6.011892975000253,21.0,5.830951894845287,21.392857142857142,6.425293108831036,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384
2023-12-30,1,28.0,728.0,2023,12,30,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,True,False,False,19.0,35.0,26.0,18.0,23.571428571428573,5.503245795502377,21.142857142857142,5.749343010722608,21.642857142857142,6.177703550998641,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384
2023-12-31,1,29.0,754.0,2023,12,31,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,True,28.0,23.0,21.0,23.0,22.571428571428573,3.2586880211287186,21.285714285714285,5.902132227861783,22.0,6.247962630893134,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384
2024-01-01,1,33.0,858.0,2024,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,True,False,False,29.0,25.0,15.0,18.0,23.428571428571427,4.0766466144427955,21.857142857142858,6.2493955751692445,22.214285714285715,6.384919401777581,0.0,1.0,0.0,1.0
2024-01-02,1,18.0,468.0,2024,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,False,33.0,19.0,13.0,21.0,24.571428571428573,5.472876844254891,23.142857142857142,6.57333942595323,22.75,6.642316641832904,0.7818314824680298,0.6234898018587336,0.0,1.0
2024-01-03,1,13.0,338.0,2024,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,True,False,False,18.0,21.0,15.0,27.0,24.428571428571427,5.652643713553982,23.5,6.098549638422862,22.642857142857142,6.695572255654315,0.9749279121818236,-0.22252093395631434,0.0,1.0
2024-01-04,1,21.0,546.0,2024,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,True,False,False,13.0,23.0,25.0,15.0,23.285714285714285,7.0878836924779955,23.357142857142858,6.331935453982971,22.142857142857142,6.8783842079495185,0.43388373911755823,-0.900968867902419,0.0,1.0
2024-01-05,1,13.0,338.0,2024,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,True,False,False,21.0,19.0,16.0,33.0,23.0,7.141428428542866,23.071428571428573,6.342339846245599,22.357142857142858,6.73967954900531,-0.433883739117558,-0.9009688679024191,0.0,1.0
2024-01-06,1,24.0,624.0,2024,1,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,True,False,False,13.0,28.0,35.0,23.0,22.142857142857142,8.008923594519883,22.857142857142858,6.643182078783333,21.642857142857142,6.628861059171402,-0.9749279121818236,-0.2225209339563146,0.0,1.0
2024-01-07,1,24.0,624.0,2024,1,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,True,24.0,29.0,23.0,35.0,21.571428571428573,7.6563077014346606,22.071428571428573,5.67673098933485,21.678571428571427,6.639129636333545,-0.7818314824680299,0.6234898018587334,0.0,1.0
2024-01-08,1,20.0,520.0,2024,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,True,False,False,24.0,33.0,25.0,28.0,20.857142857142858,7.0575862594462,22.142857142857142,5.6955737585918715,21.285714285714285,6.127395331213225,0.0,1.0,0.0,1.0
2024-01-09,1,19.0,494.0,2024,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,True,20.0,18.0,19.0,24.0,19.0,4.618802153516981,21.785714285714285,5.659281979851543,21.0,5.9876415934699985,0.7818314824680298,0.6234898018587336,0.0,1.0
2024-01-10,1,15.0,390.0,2024,1,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,True,False,False,19.0,13.0,21.0,13.0,19.142857142857142,4.598136268408857,21.785714285714285,5.659281979851543,20.821428571428573,5.969388401134407,0.9749279121818236,-0.22252093395631434,0.0,1.0
2024-01-11,1,13.0,338.0,2024,1,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,True,False,False,15.0,21.0,23.0,15.0,19.428571428571427,4.197504927816933,21.357142857142858,5.943414492038704,20.892857142857142,5.8836829339899825,0.43388373911755823,-0.900968867902419,0.0,1.0
2024-01-12,1,17.0,442.0,2024,1,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,True,13.0,13.0,19.0,17.0,18.285714285714285,4.750939756661649,20.642857142857142,6.319775347238244,20.821428571428573,5.969388401134407,-0.433883739117558,-0.9009688679024191,0.0,1.0
2024-01-13,1,28.0,728.0,2024,1,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,False,17.0,24.0,28.0,26.0,18.857142857142858,4.2201331506865465,20.5,6.382066219553747,20.821428571428573,5.969388401134407,-0.9749279121818236,-0.2225209339563146,0.0,1.0
2024-01-14,1,23.0,598.0,2024,1,14,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,False,28.0,24.0,29.0,21.0,19.428571428571427,5.191568255583352,20.5,6.382066219553747,20.892857142857142,6.045134472751694,-0.7818314824680299,0.6234898018587334,0.0,1.0
2024-01-15,1,17.0,442.0,2024,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,True,23.0,20.0,33.0,15.0,19.285714285714285,5.056820005836511,20.071428571428573,5.954497792093281,20.964285714285715,6.058249000526558,0.0,1.0,0.0,1.0
2024-01-16,1,19.0,494.0,2024,1,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,True,False,False,17.0,19.0,18.0,13.0,18.857142857142858,5.113008619478055,18.928571428571427,4.681621772162096,21.035714285714285,5.996802498968956,0.7818314824680298,0.6234898018587336,0.0,1.0
2024-01-17,1,21.0,546.0,2024,1,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,False,19.0,15.0,13.0,15.0,18.857142857142858,5.113008619478055,19.0,4.67398693260407,21.25,5.803096236142048,0.9749279121818236,-0.22252093395631434,0.0,1.0
2024-01-18,1,17.0,442.0,2024,1,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,True,False,False,21.0,13.0,21.0,25.0,19.714285714285715,4.8550415622761065,19.571428571428573,4.362678882632414,21.464285714285715,5.673082269266198,0.43388373911755823,-0.900968867902419,0.0,1.0
2024-01-19,1,23.0,598.0,2024,1,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,True,17.0,17.0,13.0,16.0,20.285714285714285,4.111540089159027,19.285714285714285,4.392801304031752,21.178571428571427,5.689845219717204,-0.433883739117558,-0.9009688679024191,0.0,1.0
2024-01-20,1,26.0,676.0,2024,1,20,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,True,23.0,28.0,24.0,35.0,21.142857142857142,3.9339789623472172,20.0,4.095025124371103,21.428571428571427,5.607062817478819,-0.9749279121818236,-0.2225209339563146,0.0,1.0
2024-01-21,1,22.0,572.0,2024,1,21,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,False,26.0,23.0,24.0,23.0,20.857142857142858,3.387652649872837,20.142857142857142,4.276179870598767,21.107142857142858,5.028358731672952,-0.7818314824680299,0.6234898018587334,0.0,1.0
2024-01-22,1,15.0,390.0,2024,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,False,22.0,17.0,20.0,25.0,20.714285714285715,3.302235894778243,20.0,4.169486225497715,21.071428571428573,5.0179571719868505,0.0,1.0,0.0,1.0
2024-01-23,1,19.0,494.0,2024,1,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,True,False,False,15.0,19.0,19.0,19.0,20.428571428571427,3.7352886036263486,19.642857142857142,4.378393503367354,20.714285714285715,5.083430912412398,0.7818314824680298,0.6234898018587336,0.0,1.0
2024-01-24,1,27.0,702.0,2024,1,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,False,19.0,21.0,15.0,21.0,20.428571428571427,3.7352886036263486,19.642857142857142,4.378393503367354,20.714285714285715,5.083430912412398,0.9749279121818236,-0.22252093395631434,0.0,1.0
2024-01-25,1,27.0,702.0,2024,1,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,True,27.0,17.0,13.0,23.0,21.285714285714285,4.498677054212191,20.5,4.5699688603550905,20.928571428571427,5.220533330414466,0.43388373911755823,-0.900968867902419,0.0,1.0
2024-01-26,1,29.0,754.0,2024,1,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,True,27.0,23.0,17.0,19.0,22.714285714285715,4.4986770542122105,21.5,4.327905871292615,21.071428571428573,5.332837278518212,-0.433883739117558,-0.9009688679024191,0.0,1.0
2024-01-27,1,14.0,364.0,2024,1,27,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,True,29.0,26.0,28.0,28.0,23.571428571428573,5.094347941825458,22.357142857142858,4.550691289111042,21.428571428571427,5.52052447473884,-0.9749279121818236,-0.2225209339563146,0.0,1.0
2024-01-28,1,29.0,754.0,2024,1,28,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,True,False,False,14.0,22.0,23.0,29.0,21.857142857142858,6.067085281214029,21.357142857142858,4.749204676042601,20.928571428571427,5.537271499698725,-0.7818314824680299,0.6234898018587334,0.0,1.0
2024-01-29,1,24.0,624.0,2024,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,False,29.0,15.0,17.0,33.0,22.857142857142858,6.644009116704866,21.785714285714285,5.161671932897035,20.928571428571427,5.537271499698725,0.0,1.0,0.0,1.0
2024-01-30,1,15.0,390.0,2024,1,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,True,False,False,24.0,19.0,19.0,18.0,24.142857142857142,5.669467095138444,22.285714285714285,4.998900978116179,20.607142857142858,5.05040728621107,0.7818314824680298,0.6234898018587336,0.0,1.0
2024-01-31,1,19.0,494.0,2024,1,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,True,False,False,15.0,27.0,21.0,13.0,23.571428571428573,6.425396041156888,22.0,5.306019803378615,20.5,5.138813813265424,0.9749279121818236,-0.22252093395631434,0.0,1.0
2024-02-01,1,27.0,702.0,2024,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,False,19.0,27.0,17.0,21.0,22.428571428571427,6.425396041156876,21.857142857142858,5.3616464586218875,20.714285714285715,4.935563631419259,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387
2024-02-02,1,20.0,520.0,2024,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,True,27.0,29.0,23.0,13.0,22.428571428571427,6.425396041156876,22.571428571428573,5.330814423479993,20.928571428571427,5.0766609865626116,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387
2024-02-03,1,24.0,624.0,2024,2,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,False,20.0,14.0,26.0,24.0,21.142857142857142,5.756983337031395,22.357142857142858,5.372395868012451,21.178571428571427,4.838530320394381,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387
2024-02-04,1,23.0,598.0,2024,2,4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,False,24.0,29.0,22.0,24.0,22.571428571428573,4.8599431703516665,22.214285714285715,5.294097895531628,21.178571428571427,4.838530320394381,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387
2024-02-05,1,19.0,494.0,2024,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,False,23.0,24.0,15.0,20.0,21.714285714285715,3.988077469754314,22.285714285714285,5.29772914237166,21.142857142857142,4.820590756130967,0.0,1.0,0.49999999999999994,0.8660254037844387
2024-02-06,1,16.0,416.0,2024,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,True,False,False,19.0,15.0,19.0,19.0,21.0,3.958114029012635,22.571428571428573,4.9724515809884595,21.107142857142858,4.833059652897499,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387
2024-02-07,1,19.0,494.0,2024,2,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,False,16.0,19.0,27.0,15.0,21.142857142857142,3.716116764786031,22.357142857142858,5.197738307810755,21.0,4.914076530554672,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
2024-02-08,1,25.0,650.0,2024,2,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,True,19.0,27.0,27.0,13.0,21.142857142857142,3.716116764786031,21.785714285714285,5.086612465445569,21.142857142857142,4.78975980001075,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387
2024-02-09,1,22.0,572.0,2024,2,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,False,25.0,20.0,29.0,17.0,20.857142857142858,3.23669437485074,21.642857142857142,4.955294648650565,21.571428571428573,4.565803417424026,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387
2024-02-10,1,33.0,858.0,2024,2,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,True,22.0,24.0,14.0,28.0,21.142857142857142,3.236694374850747,21.142857142857142,4.486855037982393,21.75,4.477309046324182,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387
2024-02-11,1,24.0,624.0,2024,2,11,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,True,33.0,23.0,29.0,23.0,22.428571428571427,5.5334480768367005,22.5,5.003844675693025,21.928571428571427,4.822236851707753,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387
2024-02-12,1,16.0,416.0,2024,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,True,24.0,19.0,24.0,17.0,22.571428571428573,5.563486402641884,22.142857142857142,4.671635240916794,21.964285714285715,4.83415428167613,0.0,1.0,0.49999999999999994,0.8660254037844387
2024-02-13,1,24.0,624.0,2024,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,True,False,False,16.0,16.0,15.0,19.0,22.142857142857142,5.984105932344775,21.571428571428573,4.910182288865656,21.928571428571427,4.875703720745018,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387
2024-02-14,1,19.0,494.0,2024,2,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,True,False,False,24.0,19.0,19.0,21.0,23.285714285714285,5.345224838248514,22.214285714285715,4.560340261066402,22.107142857142858,4.8559950402248,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
2024-02-15,1,16.0,416.0,2024,2,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,True,False,False,19.0,25.0,27.0,17.0,23.285714285714285,5.345224838248514,22.214285714285715,4.560340261066402,22.035714285714285,4.887490781327999,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387
2024-02-16,1,20.0,520.0,2024,2,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,False,16.0,22.0,20.0,23.0,22.0,5.916079783099624,21.428571428571427,4.619595148999444,22.0,4.929127336181967,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387
2024-02-17,1,23.0,598.0,2024,2,17,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,True,False,False,20.0,33.0,24.0,26.0,21.714285714285715,5.964178784328034,21.428571428571427,4.619595148999444,21.892857142857142,4.939180361710098,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387
2024-02-18,1,22.0,572.0,2024,2,18,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,False,23.0,24.0,23.0,22.0,20.285714285714285,3.4982989063393504,21.357142857142858,4.584373841265933,21.785714285714285,4.878958167911758,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387
2024-02-19,1,21.0,546.0,2024,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,True,22.0,16.0,19.0,15.0,20.0,3.21455025366429,21.285714285714285,4.5645552724405345,21.785714285714285,4.878958167911758,0.0,1.0,0.49999999999999994,0.8660254037844387
2024-02-20,1,19.0,494.0,2024,2,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,False,21.0,24.0,16.0,19.0,20.714285714285715,2.6903708365381807,21.428571428571427,4.518581903383214,22.0,4.698305447081332,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387
2024-02-21,1,20.0,520.0,2024,2,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,True,19.0,19.0,19.0,27.0,20.0,2.309401076758464,21.642857142857142,4.307545130923751,22.0,4.698305447081332,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
2024-02-22,1,19.0,494.0,2024,2,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,False,20.0,16.0,25.0,27.0,20.142857142857142,2.2677868380553274,21.714285714285715,4.268463449507338,21.75,4.607763175498665,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387
2024-02-23,1,22.0,572.0,2024,2,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,True,False,False,19.0,20.0,22.0,29.0,20.571428571428573,1.5118578920368742,21.285714285714285,4.214052889824901,21.464285714285715,4.517309448785275,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387
2024-02-24,1,24.0,624.0,2024,2,24,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,True,22.0,23.0,33.0,14.0,20.857142857142858,1.5735915849388655,21.285714285714285,4.214052889824901,21.214285714285715,4.27184705352115,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387
2024-02-25,1,28.0,728.0,2024,2,25,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,False,24.0,22.0,24.0,29.0,21.0,1.8257418583505414,20.642857142857142,2.706321456179149,21.571428571428573,4.059087394500215,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387
2024-02-26,1,22.0,572.0,2024,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,False,28.0,21.0,16.0,24.0,21.857142857142858,3.2366943748507597,20.928571428571427,3.2454532862093166,21.535714285714285,3.995202149033297,0.0,1.0,0.49999999999999994,0.8660254037844387
2024-02-27,1,21.0,546.0,2024,2,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,True,False,False,22.0,19.0,24.0,15.0,22.0,3.214550253664333,21.357142857142858,2.924883767766661,21.464285714285715,3.9672935345671183,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387
2024-02-28,1,22.0,572.0,2024,2,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,True,False,False,21.0,20.0,19.0,19.0,22.285714285714285,2.984084768360651,21.142857142857142,2.8245392505719953,21.678571428571427,3.7619298773523755,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
2024-02-29,1,19.0,494.0,2024,2,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,True,False,False,22.0,19.0,16.0,27.0,22.571428571428573,2.8199966227605895,21.357142857142858,2.762583597263253,21.785714285714285,3.725359966272646,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387
2024-03-01,1,27.0,702.0,2024,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,True,False,19.0,22.0,20.0,20.0,22.571428571428573,2.8199966227605895,21.571428571428573,2.4087751663859485,21.5,3.6158089100606716,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001
2024-03-02,1,23.0,598.0,2024,3,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,True,False,False,27.0,24.0,23.0,24.0,23.285714285714285,3.2513733362117696,22.071428571428573,2.7586029271879617,21.75,3.7478388834495475,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001
